session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,40,1,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,127,3,19.1429
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,97,2,25.75
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,83,2,22.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Maru,North West,Zamfara,Maru,,,22,0,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,83,2,22.0
2022/2023,Female,ALL,Private,JSS,,,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,653,8,36.3158
2022/2023,Female,ALL,Private,JSS,,,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1306,17,35.3846
2022/2023,Female,ALL,Private,JSS,,,Unqualified,lga,Maru,North West,Zamfara,Maru,,,101,1,35.6667
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,387,5,34.0833
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,571,7,35.4706
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,812,10,35.75
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,572,8,33.5556
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,221,3,33.4286
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,482,6,36.3571
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Maru,North West,Zamfara,Maru,,,89,1,31.3333
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,221,3,33.4286
2022/2023,Female,ALL,Private,JSS,,MEd or Equivalent,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,247,3,37.2857
2022/2023,Female,ALL,Private,JSS,,MEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,444,6,33.5
2022/2023,Female,ALL,Private,JSS,,MEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,324,4,34.2
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,115,1,40.3333
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,146,2,38.5
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,lga,Maru,North West,Zamfara,Maru,,,583,7,36.2353
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,583,7,36.2353
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,324,4,34.2
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,285,4,33.4444
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,lga,Maru,North West,Zamfara,Maru,,,139,2,36.75
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,273,3,36.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,573,9,30.25
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1736,26,30.0656
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,,Unqualified,lga,Maru,North West,Zamfara,Maru,,,277,4,29.3
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,794,12,31.0741
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,1366,20,30.7021
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,979,15,29.5429
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,646,10,29.6957
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,462,7,30.5
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,720,11,30.44
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,646,10,29.6957
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,573,9,30.25
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,610,9,30.6667
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,757,12,29.6296
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,923,14,30.4688
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Maru,North West,Zamfara,Maru,,,554,8,30.7895
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,683,10,30.0833
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,1293,19,30.3556
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,610,9,30.6667
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,388,6,29.2857
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,499,7,31.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,,Unqualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,1771,27,30.1774
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,1181,18,30.439
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1181,18,30.439
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,1919,29,30.2537
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,941,14,30.1212
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1089,16,30.2632
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,867,13,30.5333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Maru,North West,Zamfara,Maru,,,1071,16,30.5676
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,1052,16,30.027
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,1107,17,30.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,904,13,30.8065
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1015,15,30.6286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,1015,15,30.6286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,1071,16,30.5676
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,867,13,30.5333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Maru,North West,Zamfara,Maru,,,2029,30,30.6286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,1015,15,30.6286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,1218,18,30.6429
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1329,20,30.5217
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,1071,16,30.5676
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,830,13,30.2414
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,756,11,30.7308
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Maru,North West,Zamfara,Maru,,,1771,27,30.1774
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,904,13,30.8065
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1144,17,30.225
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,830,13,30.2414
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,756,11,30.7308
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,830,13,30.2414
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,2233,34,30.2436
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,941,14,30.1212
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,978,15,30.3824
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,1255,19,30.1364
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,756,11,30.7308
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,923,14,30.4688
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,886,13,30.1935
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,756,11,30.7308
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,830,13,30.2414
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,904,13,30.8065
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Maru,North West,Zamfara,Maru,,,756,11,30.7308
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,756,11,30.7308
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,867,13,30.5333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Maru,North West,Zamfara,Maru,,,830,13,30.2414
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,830,13,30.2414
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,978,15,30.3824
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,719,11,30.4
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,904,13,30.8065
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,756,11,30.7308
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,719,11,30.4
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Maru,North West,Zamfara,Maru,,,793,12,29.9286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,793,12,29.9286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,1015,15,30.6286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,646,10,29.6957
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,793,12,29.9286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,683,10,30.0833
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1015,15,30.6286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Maru,North West,Zamfara,Maru,,,849,13,29.9
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,719,11,30.4
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,683,10,30.0833
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,978,15,30.3824
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,941,14,30.1212
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,867,13,30.5333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,886,13,30.1935
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Maru,North West,Zamfara,Maru,,,793,12,29.9286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,1550,23,30.3148
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,904,13,30.8065
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,793,12,29.9286
2022/2023,Female,ALL,Private,SSS,,BEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,260,4,30.5556
2022/2023,Female,ALL,Private,SSS,,BEd or Equivalent,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,111,2,29.25
2022/2023,Female,ALL,Private,SSS,,BEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,529,7,32.8824
2022/2023,Female,ALL,Private,SSS,,BEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,553,7,34.3529
2022/2023,Female,ALL,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,563,8,31.3158
2022/2023,Female,ALL,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,204,3,30.8571
2022/2023,Female,ALL,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,398,6,30.0714
2022/2023,Female,ALL,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Maru,North West,Zamfara,Maru,,,414,6,33.6154
2022/2023,Female,ALL,Private,SSS,,MEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,166,2,35.0
2022/2023,Female,ALL,Private,SSS,,MEd or Equivalent,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,83,1,29.3333
2022/2023,Female,ALL,Private,SSS,,MEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,188,3,33.1667
2022/2023,Female,ALL,Private,SSS,,MEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,183,3,32.1667
2022/2023,Female,ALL,Private,SSS,,MEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,111,2,29.25
2022/2023,Female,ALL,Private,SSS,,NCE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,44,0,47.0
2022/2023,Female,ALL,Private,SSS,,NCE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,364,5,35.0
2022/2023,Female,ALL,Private,SSS,,NCE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,359,5,34.4545
2022/2023,Female,ALL,Private,SSS,,NCE,Qualified,lga,Maru,North West,Zamfara,Maru,,,171,2,36.2
2022/2023,Female,ALL,Private,SSS,,NCE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,226,3,34.1429
2022/2023,Female,ALL,Private,SSS,,PGDE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,448,6,33.7857
2022/2023,Female,ALL,Private,SSS,,PGDE,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,353,5,33.9091
2022/2023,Female,ALL,Private,SSS,,PGDE,Qualified,lga,Maru,North West,Zamfara,Maru,,,259,3,34.25
2022/2023,Female,ALL,Private,SSS,,PGDE,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,281,4,33.0
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,71,1,25.0
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,106,2,28.0
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,40,1,21.0
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,,Unqualified,lga,Maru,North West,Zamfara,Maru,,,35,0,37.0
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,,Unqualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,75,1,26.3333
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,509,9,26.9
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,358,6,27.0
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,341,6,27.6923
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,469,8,26.1053
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,394,8,23.1111
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Bungudu,North West,Zamfara,Bungudu,,,386,7,25.5
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Gusau,North West,Zamfara,Gusau,,,120,2,25.4
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,292,5,25.75
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Maru,North West,Zamfara,Maru,,,164,3,28.8333
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,176,3,26.5714
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,200,3,26.375
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,208,3,27.5
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Maru,North West,Zamfara,Maru,,,44,1,23.5
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,80,1,28.0
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Bungudu,North West,Zamfara,Bungudu,,,604,10,26.5833
2022/2023,Female,ALL,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Gusau,North West,Zamfara,Gusau,,,284,5,27.2727
