session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,2-year,University,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,0,62,42,13,10,4,0,20,29,4
2019/2020,Female,all,NABTEB,2-year,University,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,0,23,19,4,4,0,0,4,15,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,0,41,29,13,8,5,0,12,16,5
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Agamo/Oke-Oore/Akomowa,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,,0,10,6,4,5,0,0,4,2,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Ayede/Ogbese,South West,Ondo,Akure North,Ayede/Ogbese,,0,34,26,12,15,0,0,8,14,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,0,18,13,4,4,0,0,5,9,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,0,28,23,8,8,0,0,5,15,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Gbogi/Isikan I,South West,Ondo,Akure South,Gbogi/Isikan I,,0,56,43,16,18,0,0,13,27,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,0,18,16,4,5,0,0,2,12,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,0,25,17,8,9,0,0,8,9,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Asantan Oja,South West,Ondo,Ondo East,Asantan Oja,,0,18,10,4,5,0,0,8,6,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,0,18,16,4,4,0,0,2,12,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,0,10,7,4,5,0,0,3,3,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,0,31,23,8,8,0,0,8,15,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,0,21,13,4,4,0,0,8,9,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Agamo/Oke-Oore/Akomowa,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,,0,43,33,14,13,2,0,10,19,2
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ayede/Ogbese,South West,Ondo,Akure North,Ayede/Ogbese,,0,21,16,4,5,0,0,5,12,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,0,23,16,4,4,0,0,7,12,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,0,13,10,4,4,0,0,3,6,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,0,13,7,4,5,0,0,6,3,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Agbabu,South West,Ondo,Odigbo,Agbabu,,0,23,16,8,10,0,0,7,8,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,0,15,13,4,4,0,0,2,9,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ajue,South West,Ondo,Odigbo,Ajue,,0,33,23,8,9,0,0,10,15,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Asantan Oja,South West,Ondo,Ondo East,Asantan Oja,,0,52,39,12,12,0,0,13,27,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,0,21,16,8,8,0,0,5,8,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Bolorunduro I,South West,Ondo,Ondo East,Bolorunduro I,,0,51,42,12,15,0,0,9,30,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,0,13,10,4,5,0,0,3,6,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,0,13,10,4,4,0,0,3,6,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,0,18,16,4,4,0,0,2,12,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,0,34,26,8,8,0,0,8,18,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,0,23,16,4,4,0,0,7,12,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,0,39,26,8,10,0,0,13,18,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Agbabu,South West,Ondo,Odigbo,Agbabu,,0,28,23,8,8,0,0,5,15,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,0,18,16,4,5,0,0,2,12,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Ajue,South West,Ondo,Odigbo,Ajue,,0,33,23,9,10,0,0,10,14,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,0,23,19,4,4,0,0,4,15,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Bolorunduro I,South West,Ondo,Ondo East,Bolorunduro I,,0,13,10,4,4,0,0,3,6,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,0,38,29,8,10,0,0,9,21,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,0,13,10,4,4,0,0,3,6,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,0,31,22,8,8,0,0,9,14,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Agamo/Oke-Oore/Akomowa,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,,0,5,3,0,0,0,0,2,3,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Ayede/Ogbese,South West,Ondo,Akure North,Ayede/Ogbese,,0,21,12,0,0,0,0,9,12,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,0,8,6,0,0,0,0,2,6,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,0,15,10,4,4,0,0,5,6,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Gbogi/Isikan I,South West,Ondo,Akure South,Gbogi/Isikan I,,0,23,20,4,0,4,0,5,16,4
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,0,8,6,4,5,0,0,2,2,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,0,15,9,4,0,4,0,6,5,4
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Asantan Oja,South West,Ondo,Ondo East,Asantan Oja,,0,8,7,4,0,4,0,1,3,4
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,0,10,6,4,0,4,0,4,2,4
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,0,5,3,0,0,0,0,2,3,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,0,18,13,4,4,0,0,5,9,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,0,8,6,4,0,4,0,2,2,4
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Agamo/Oke-Oore/Akomowa,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,,0,21,16,0,0,0,0,5,16,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Ayede/Ogbese,South West,Ondo,Akure North,Ayede/Ogbese,,0,10,6,4,0,4,0,4,2,4
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,0,10,10,0,0,0,0,0,10,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,0,10,7,0,0,0,0,3,7,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,0,8,6,0,0,0,0,2,6,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Agbabu,South West,Ondo,Odigbo,Agbabu,,0,13,9,0,0,0,0,4,9,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,0,8,7,0,0,0,0,1,7,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Ajue,South West,Ondo,Odigbo,Ajue,,0,18,14,4,0,4,0,4,10,4
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Asantan Oja,South West,Ondo,Ondo East,Asantan Oja,,0,23,16,8,0,8,0,7,9,8
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,0,10,6,0,0,0,0,4,6,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Bolorunduro I,South West,Ondo,Ondo East,Bolorunduro I,,0,28,23,9,0,9,0,5,14,9
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,0,8,7,0,0,0,0,1,7,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,0,5,3,4,0,4,0,2,0,4
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,0,10,6,4,0,4,0,4,2,4
2019/2020,Female,all,NABTEB,5+-year,University,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,0,15,10,4,4,0,0,5,6,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,0,13,10,4,4,0,0,3,6,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,0,21,16,8,0,8,0,5,8,8
2019/2020,Female,all,NABTEB,5+-year,University,ward,Agbabu,South West,Ondo,Odigbo,Agbabu,,0,18,13,4,4,0,0,5,9,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,0,10,6,4,0,4,0,4,2,4
2019/2020,Female,all,NABTEB,5+-year,University,ward,Ajue,South West,Ondo,Odigbo,Ajue,,0,15,10,0,0,0,0,5,10,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,0,13,10,4,4,0,0,3,6,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Bolorunduro I,South West,Ondo,Ondo East,Bolorunduro I,,0,8,7,0,0,0,0,1,7,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,0,23,17,8,5,4,0,6,9,4
2019/2020,Female,all,NABTEB,5+-year,University,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,0,10,7,4,0,4,0,3,3,4
2019/2020,Female,all,NABTEB,5+-year,University,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,0,18,16,4,4,0,0,2,12,0
2019/2020,Female,all,NECO,1-year,College of Education,ward,Agamo/Oke-Oore/Akomowa,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,,0,43,31,13,9,4,0,12,18,4
2019/2020,Female,all,NECO,1-year,College of Education,ward,Ayede/Ogbese,South West,Ondo,Akure North,Ayede/Ogbese,,0,168,129,46,41,6,0,39,83,6
2019/2020,Female,all,NECO,1-year,College of Education,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,0,76,53,17,18,0,0,23,36,0
2019/2020,Female,all,NECO,1-year,College of Education,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,0,144,109,43,41,3,0,35,66,3
2019/2020,Female,all,NECO,1-year,College of Education,ward,Gbogi/Isikan I,South West,Ondo,Akure South,Gbogi/Isikan I,,0,247,169,60,59,4,0,78,109,4
2019/2020,Female,all,NECO,1-year,College of Education,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,0,76,56,21,23,0,0,20,35,0
2019/2020,Female,all,NECO,1-year,College of Education,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,0,114,78,30,28,3,0,36,48,3
2019/2020,Female,all,NECO,1-year,College of Education,ward,Asantan Oja,South West,Ondo,Ondo East,Asantan Oja,,0,95,67,25,18,7,0,28,42,7
2019/2020,Female,all,NECO,1-year,College of Education,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,0,84,59,17,18,0,0,25,42,0
