"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","23","12","6","6","0","0","11","6","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","101","59","17","17","0","0","42","42","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","138","83","22","21","1","0","55","61","1"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","116","68","22","16","6","0","48","46","6"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","38","24","11","6","5","0","14","13","5"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","99","57","18","18","0","0","42","39","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","60","36","11","12","0","0","24","25","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","0","64","39","10","10","0","0","25","29","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Ede","North Central","Kogi","Idah","Ede","","0","34","18","10","12","0","0","16","8","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Ega","North Central","Kogi","Idah","Ega","","0","52","30","12","12","0","0","22","18","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","17","12","6","6","0","0","5","6","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","0","37","24","11","12","0","0","13","13","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","0","105","57","23","18","5","0","48","34","5"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","46","27","12","12","0","0","19","15","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","49","27","12","12","0","0","22","15","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","26","15","6","6","0","0","11","9","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","40","24","12","12","0","0","16","12","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","0","37","21","5","6","0","0","16","16","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","0","84","48","22","17","6","0","36","26","6"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","0","61","33","10","11","0","0","28","23","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Ede","North Central","Kogi","Idah","Ede","","0","14","9","6","6","0","0","5","3","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","29","18","6","6","0","0","11","12","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","0","55","33","11","12","0","0","22","22","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","35","21","6","6","0","0","14","15","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","34","21","12","10","2","0","13","9","2"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","14","9","5","5","0","0","5","4","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","78","42","11","11","0","0","36","31","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","17","9","0","0","0","0","8","9","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","0","52","27","11","12","0","0","25","16","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","0","38","21","11","6","5","0","17","10","5"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Ede","North Central","Kogi","Idah","Ede","","0","17","9","6","6","0","0","8","3","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Ega","North Central","Kogi","Idah","Ega","","0","43","24","12","12","0","0","19","12","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","37","21","12","12","0","0","16","9","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","0","17","9","6","6","0","0","8","3","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","17","9","0","0","0","0","8","9","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","64","36","12","12","0","0","28","24","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","87","51","16","16","0","0","36","35","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","73","39","10","11","0","0","34","29","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","26","15","6","6","0","0","11","9","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","66","39","18","18","0","0","27","21","0"
"2019/2020","Female","all","NABTEB","2-year","University","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","40","24","12","12","0","0","16","12","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","0","43","27","11","10","1","0","16","16","1"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Ede","North Central","Kogi","Idah","Ede","","0","23","15","0","0","0","0","8","15","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Ega","North Central","Kogi","Idah","Ega","","0","31","18","12","12","0","0","13","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","14","9","6","6","0","0","5","3","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","0","25","15","6","6","0","0","10","9","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","0","51","30","18","12","6","0","21","12","6"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","31","15","6","6","0","0","16","9","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","28","15","6","0","6","0","13","9","6"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","14","9","6","6","0","0","5","3","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","28","15","6","6","0","0","13","9","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","0","22","12","5","6","0","0","10","7","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","0","51","33","17","17","1","0","18","16","1"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","0","34","21","5","5","0","0","13","16","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Ede","North Central","Kogi","Idah","Ede","","0","9","3","0","0","0","0","6","3","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","20","12","6","6","0","0","8","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","0","34","21","11","12","0","0","13","10","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","23","12","6","6","0","0","11","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","20","15","6","5","1","0","5","9","1"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","11","6","5","6","0","0","5","1","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","43","24","11","6","5","0","19","13","5"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","11","6","0","0","0","0","5","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","0","37","21","5","0","5","0","16","16","5"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","0","23","12","6","6","0","0","11","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Ede","North Central","Kogi","Idah","Ede","","0","11","6","0","0","0","0","5","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Ega","North Central","Kogi","Idah","Ega","","0","29","15","6","0","6","0","14","9","6"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","25","15","11","6","6","0","10","4","6"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","0","11","6","0","0","0","0","5","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","11","6","0","0","0","0","5","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","40","24","12","12","0","0","16","12","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","57","33","16","10","6","0","24","17","6"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","46","24","10","11","0","0","22","14","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","17","12","6","6","0","0","5","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","45","24","6","0","6","0","21","18","6"
"2019/2020","Female","all","NABTEB","3-5-year","University","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","23","15","12","12","0","0","8","3","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","0","28","15","10","5","5","0","13","5","5"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Ede","North Central","Kogi","Idah","Ede","","0","15","9","0","0","0","0","6","9","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Ega","North Central","Kogi","Idah","Ega","","0","20","12","6","0","6","0","8","6","6"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","9","3","0","0","0","0","6","3","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","0","15","9","0","0","0","0","6","9","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","0","33","18","0","0","0","0","15","18","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","17","9","0","0","0","0","8","9","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","17","9","0","0","0","0","8","9","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","9","6","0","0","0","0","3","6","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","18","9","0","0","0","0","9","9","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","0","15","6","0","0","0","0","9","6","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","0","24","15","0","0","0","0","9","15","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","0","20","9","0","0","0","0","11","9","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Ede","North Central","Kogi","Idah","Ede","","0","9","6","6","6","0","0","3","0","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","11","6","0","0","0","0","5","6","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","0","20","12","6","0","6","0","8","6","6"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","14","6","0","0","0","0","8","6","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","12","6","0","0","0","0","6","6","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","6","3","0","0","0","0","3","3","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","23","15","6","0","6","0","8","9","6"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","6","3","0","0","0","0","3","3","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","0","17","9","0","0","0","0","8","9","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","0","14","9","0","0","0","0","5","9","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Ede","North Central","Kogi","Idah","Ede","","0","6","3","0","0","0","0","3","3","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Ega","North Central","Kogi","Idah","Ega","","0","15","9","0","0","0","0","6","9","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","15","9","0","0","0","0","6","9","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","0","9","6","0","0","0","0","3","6","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","6","3","0","0","0","0","3","3","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","25","18","6","0","6","0","7","12","6"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","31","21","5","0","5","0","10","16","5"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","28","15","5","6","0","0","13","10","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","9","6","0","0","0","0","3","6","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","27","15","0","0","0","0","12","15","0"
"2019/2020","Female","all","NABTEB","5+-year","University","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","15","9","0","0","0","0","6","9","0"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","0","198","113","47","37","10","0","85","66","10"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Ede","North Central","Kogi","Idah","Ede","","0","98","54","18","15","4","0","44","36","4"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Ega","North Central","Kogi","Idah","Ega","","0","163","100","43","42","3","0","63","57","3"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","57","35","14","10","4","0","22","21","4"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","0","120","68","23","21","4","0","52","45","4"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","0","292","162","57","48","9","0","130","105","9"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","135","75","28","26","4","0","60","47","4"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","136","78","23","21","4","0","58","55","4"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","75","40","19","16","3","0","35","21","3"
"2019/2020","Female","all","NECO","1-year","College of Education","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","123","70","28","27","3","0","53","42","3"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","0","107","56","14","15","0","0","51","42","0"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","0","217","132","52","53","3","0","85","80","3"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","0","179","99","28","31","0","0","80","71","0"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Ede","North Central","Kogi","Idah","Ede","","0","38","21","9","10","0","0","17","12","0"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","91","57","19","21","0","0","34","38","0"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","0","166","97","33","32","3","0","69","64","3"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","113","65","24","21","3","0","48","41","3"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","94","60","23","22","3","0","34","37","3"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","41","27","9","10","0","0","14","18","0"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","220","124","47","37","10","0","96","77","10"
"2019/2020","Female","all","NECO","1-year","Polytechnic","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","66","35","9","11","0","0","31","26","0"
"2019/2020","Female","all","NECO","1-year","University","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","0","164","91","23","21","4","0","73","68","4"
"2019/2020","Female","all","NECO","1-year","University","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","0","126","70","24","21","3","0","56","46","3"
"2019/2020","Female","all","NECO","1-year","University","ward","Ede","North Central","Kogi","Idah","Ede","","0","44","27","9","10","0","0","17","18","0"
"2019/2020","Female","all","NECO","1-year","University","ward","Ega","North Central","Kogi","Idah","Ega","","0","119","70","23","20","4","0","49","47","4"
"2019/2020","Female","all","NECO","1-year","University","ward","Ichala","North Central","Kogi","Idah","Ichala","","0","113","64","23","26","0","0","49","41","0"
"2019/2020","Female","all","NECO","1-year","University","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","0","57","30","5","5","0","0","27","25","0"
"2019/2020","Female","all","NECO","1-year","University","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","0","53","30","9","5","4","0","23","21","4"
"2019/2020","Female","all","NECO","1-year","University","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","0","191","113","38","37","3","0","78","75","3"
"2019/2020","Female","all","NECO","1-year","University","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","0","296","170","52","53","3","0","126","118","3"
"2019/2020","Female","all","NECO","1-year","University","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","0","223","124","43","37","6","0","99","81","6"
"2019/2020","Female","all","NECO","1-year","University","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","0","85","51","19","16","3","0","34","32","3"
"2019/2020","Female","all","NECO","1-year","University","ward","Bariki","North Central","Kogi","Okene","Bariki","","0","207","121","42","43","3","0","86","79","3"
"2019/2020","Female","all","NECO","1-year","University","ward","Idoji","North Central","Kogi","Okene","Idoji","","0","132","78","28","26","3","0","54","50","3"
