session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,University,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,64,44,13,10,4,0,20,31,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,53,41,13,13,0,0,12,28,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,0,33,23,9,9,0,0,10,14,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,0,25,18,9,9,0,0,7,9,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,14,10,4,4,0,0,4,6,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,27,18,5,5,0,0,9,13,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,34,25,10,9,1,0,9,15,1
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,0,73,51,16,16,0,0,22,35,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,20,15,5,4,1,0,5,10,1
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,0,34,26,8,9,0,0,8,18,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,0,34,23,8,10,0,0,11,15,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,50,36,18,14,4,0,14,18,4
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,0,37,26,8,8,0,0,11,18,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,0,51,38,12,15,0,0,13,26,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,0,20,15,4,5,0,0,5,11,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,20,13,4,4,0,0,7,9,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,25,18,9,5,4,0,7,9,4
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,0,60,43,13,14,0,0,17,30,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,44,28,8,8,0,0,16,20,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,37,25,9,10,0,0,12,16,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,16,10,5,5,0,0,6,5,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,45,36,13,8,5,0,9,23,5
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,0,30,23,8,9,0,0,7,15,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,0,44,28,8,10,0,0,16,20,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,20,15,9,5,4,0,5,6,4
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,0,41,28,13,13,0,0,13,15,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,0,14,10,5,4,1,0,4,5,1
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,0,54,38,12,15,0,0,16,26,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,16,13,4,5,0,0,3,9,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,14,10,4,4,0,0,4,6,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,0,49,36,13,12,1,0,13,23,1
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,27,18,9,5,4,0,9,9,4
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,18,13,5,5,0,0,5,8,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,20,15,5,5,0,0,5,10,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,18,13,4,4,0,0,5,9,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,14,10,4,5,0,0,4,6,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,39,26,8,10,0,0,13,18,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,35,23,8,8,0,0,12,15,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,0,18,13,5,4,1,0,5,8,1
2019/2020,Female,all,NABTEB,2-year,University,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,0,16,13,5,4,1,0,3,8,1
2019/2020,Female,all,NABTEB,2-year,University,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,10,5,4,4,0,0,5,1,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,16,13,5,5,0,0,3,8,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,22,13,5,0,5,0,9,8,5
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,0,44,33,16,13,4,0,11,17,4
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,12,8,5,4,1,0,4,3,1
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,0,20,16,8,9,0,0,4,8,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,0,18,13,0,0,0,0,5,13,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,30,26,8,10,0,0,4,18,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,0,24,18,8,8,0,0,6,10,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,0,32,23,12,15,0,0,9,11,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,0,14,10,4,5,0,0,4,6,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,12,8,4,5,0,0,4,4,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,18,13,4,5,0,0,5,9,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,0,40,31,13,15,0,0,9,18,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,30,23,8,9,0,0,7,15,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,22,15,9,5,4,0,7,6,4
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,8,5,5,0,5,0,3,0,5
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,30,20,9,8,1,0,10,11,1
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,0,20,16,8,9,0,0,4,8,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,0,24,18,8,10,0,0,6,10,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,14,10,4,5,0,0,4,6,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,0,24,21,8,8,0,0,3,13,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,0,10,8,5,5,0,0,2,3,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,0,32,21,8,10,0,0,11,13,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,12,8,4,5,0,0,4,4,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,8,5,0,0,0,0,3,5,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,0,32,23,8,8,0,0,9,15,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,16,10,5,5,0,0,6,5,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,10,8,5,5,0,0,2,3,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,14,10,5,5,0,0,4,5,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,12,10,5,4,1,0,2,5,1
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,10,8,4,5,0,0,2,4,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,24,16,8,5,4,0,8,8,4
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,22,15,4,4,0,0,7,11,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,0,12,10,5,4,1,0,2,5,1
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,0,10,8,5,4,1,0,2,3,1
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,6,5,4,4,0,0,1,1,0
2019/2020,Female,all,NABTEB,3-5-year,University,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,10,8,5,5,0,0,2,3,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,10,7,0,0,0,0,3,7,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,0,22,17,4,0,4,0,5,13,4
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,6,5,5,0,5,0,1,0,5
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,0,10,4,0,0,0,0,6,4,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,0,8,4,0,0,0,0,4,4,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,20,13,4,5,0,0,7,9,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,0,14,11,4,4,0,0,3,7,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,0,20,13,8,0,8,0,7,5,8
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,0,10,5,4,0,4,0,5,1,4
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,6,5,0,0,0,0,1,5,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,8,5,0,0,0,0,3,5,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,0,24,15,8,0,8,0,9,7,8
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,14,8,0,0,0,0,6,8,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,14,7,0,0,0,0,7,7,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,6,5,0,0,0,0,1,5,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,18,13,10,4,6,0,5,3,6
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,0,12,7,0,0,0,0,5,7,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,0,14,10,0,0,0,0,4,10,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,6,5,0,0,0,0,1,5,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,0,16,11,4,0,4,0,5,7,4
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,0,4,3,0,0,0,0,1,3,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,0,22,18,4,0,4,0,4,14,4
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,6,3,0,0,0,0,3,3,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,4,3,0,0,0,0,1,3,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,0,16,11,4,0,4,0,5,7,4
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,8,8,0,0,0,0,0,8,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,4,3,0,0,0,0,1,3,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,6,5,5,0,5,0,1,0,5
2019/2020,Female,all,NABTEB,5+-year,University,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,6,5,5,0,5,0,1,0,5
2019/2020,Female,all,NABTEB,5+-year,University,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,4,3,0,0,0,0,1,3,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,16,10,0,0,0,0,6,10,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,10,8,4,0,4,0,2,4,4
2019/2020,Female,all,NABTEB,5+-year,University,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,0,8,5,4,0,4,0,3,1,4
2019/2020,Female,all,NABTEB,5+-year,University,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,0,4,2,5,0,5,0,2,0,5
2019/2020,Female,all,NABTEB,5+-year,University,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,4,3,0,0,0,0,1,3,0
2019/2020,Female,all,NABTEB,5+-year,University,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,6,2,0,0,0,0,4,2,0
2019/2020,Female,all,NECO,1-year,College of Education,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,104,72,21,18,3,0,32,51,3
2019/2020,Female,all,NECO,1-year,College of Education,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,0,209,149,49,44,6,0,60,100,6
2019/2020,Female,all,NECO,1-year,College of Education,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,70,51,21,15,6,0,19,30,6
2019/2020,Female,all,NECO,1-year,College of Education,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,0,88,62,20,18,3,0,26,42,3
2019/2020,Female,all,NECO,1-year,College of Education,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,0,86,58,17,14,3,0,28,41,3
2019/2020,Female,all,NECO,1-year,College of Education,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,159,117,42,40,3,0,42,75,3
2019/2020,Female,all,NECO,1-year,College of Education,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,0,101,72,24,22,2,0,29,48,2
2019/2020,Female,all,NECO,1-year,College of Education,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,0,143,102,31,25,6,0,41,71,6
2019/2020,Female,all,NECO,1-year,College of Education,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,0,64,46,14,11,3,0,18,32,3
2019/2020,Female,all,NECO,1-year,College of Education,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,53,37,14,11,3,0,16,23,3
2019/2020,Female,all,NECO,1-year,College of Education,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,70,51,17,15,2,0,19,34,2
2019/2020,Female,all,NECO,1-year,College of Education,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,0,187,131,45,41,5,0,56,86,5
2019/2020,Female,all,NECO,1-year,College of Education,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,0,132,92,31,26,5,0,40,61,5
2019/2020,Female,all,NECO,1-year,College of Education,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,0,117,83,24,22,2,0,34,59,2
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Brass I,South South,Bayelsa,Brass,Brass I,,0,44,30,10,11,0,0,14,20,0
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,0,145,108,34,30,4,0,37,74,4
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,0,90,62,20,18,3,0,28,42,3
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,0,125,87,28,26,3,0,38,59,3
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,0,64,46,17,15,2,0,18,29,2
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,0,119,88,31,25,6,0,31,57,6
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,0,37,28,7,7,0,0,9,21,0
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,0,150,109,31,29,3,0,41,78,3
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,0,44,32,14,11,3,0,12,18,3
2019/2020,Female,all,NECO,1-year,Polytechnic,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,0,40,28,10,7,3,0,12,18,3
