session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,Public,SSS,,MEd or Equivalent,Qualified,18,1,ALL,44.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,15,1,ALL,37.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,50,2,ALL,30.75
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,30,1,ALL,37.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,JSS,,BEd or Equivalent,Qualified,204,6,ALL,45.4545
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,JSS,,PGDE,Qualified,105,3,ALL,42.8333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,479,17,ALL,39.1667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,351,12,ALL,39.1818
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,383,13,ALL,39.1667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,367,13,ALL,39.1739
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,367,13,ALL,39.1739
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,367,13,ALL,39.1739
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,SSS,,NCE,Qualified,158,6,ALL,38.8
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Public,SSS,,PGDE,Qualified,94,3,ALL,46.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Adult & Non-Formal Education,,,Unqualified,36,2,ALL,22.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,16,1,ALL,20.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,10,1,ALL,12.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,7,1,ALL,16.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,10,1,ALL,12.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,JSS,,BEd or Equivalent,Qualified,104,3,ALL,42.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,JSS,,Grade II or Equivalent,Unqualified,84,3,ALL,41.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,JSS,,NCE,Qualified,94,3,ALL,46.2
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,,,Unqualified,267,10,ALL,38.5294
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,208,7,ALL,39.2308
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,104,4,ALL,36.4286
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,,NCE,Qualified,341,12,ALL,38.0455
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,Primary 1,,Unqualified,386,13,ALL,39.4583
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,Primary 2,,Unqualified,371,13,ALL,39.5652
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,Primary 3,,Unqualified,356,12,ALL,39.7273
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,371,13,ALL,39.5652
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,326,12,ALL,38.1429
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,311,11,ALL,38.2
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,SSS,,,Unqualified,36,1,ALL,44.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,SSS,,Grade II or Equivalent,Unqualified,59,2,ALL,48.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,SSS,,MEd or Equivalent,Qualified,72,2,ALL,44.25
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Private,SSS,,PGDE,Qualified,36,1,ALL,44.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Adult & Non-Formal Education,,,Unqualified,31,2,ALL,25.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,20,1,ALL,25.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,20,1,ALL,25.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,25,2,ALL,20.3333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,JSS,,,Unqualified,84,3,ALL,41.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,JSS,,BEd or Equivalent,Qualified,89,3,ALL,43.6
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,JSS,,PGDE,Qualified,105,3,ALL,42.8333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,,,Unqualified,239,8,ALL,39.1333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,239,8,ALL,39.1333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,,NCE,Qualified,415,15,ALL,39.1538
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,383,13,ALL,39.1667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,431,15,ALL,39.1481
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,383,13,ALL,39.1667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,335,12,ALL,39.1429
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,Primary 5,,Unqualified,319,11,ALL,39.15
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,Pre-Primary/Primary,Primary 6,,Unqualified,319,11,ALL,39.15
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,SSS,,Grade II or Equivalent,Unqualified,114,4,ALL,39.8571
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,SSS,,MEd or Equivalent,Qualified,24,1,ALL,60.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Private,SSS,,PGDE,Qualified,74,2,ALL,45.5
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Public,JSS,,BEd or Equivalent,Qualified,73,2,ALL,45.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Public,JSS,,Grade II or Equivalent,Unqualified,52,2,ALL,42.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Public,JSS,,MEd or Equivalent,Qualified,131,4,ALL,45.8571
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Public,JSS,,PGDE,Qualified,131,4,ALL,45.8571
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Public,SSS,,,Unqualified,266,8,ALL,43.4667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Public,JSS,,BEd or Equivalent,Qualified,178,5,ALL,48.4444
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Public,JSS,,MEd or Equivalent,Qualified,126,4,ALL,44.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Public,JSS,,NCE,Qualified,47,2,ALL,38.3333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Public,SSS,,BEd or Equivalent,Qualified,207,7,ALL,42.3333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Public,SSS,,PGDE,Qualified,79,3,ALL,38.8
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Adult & Non-Formal Education,,,Unqualified,19,1,ALL,47.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,19,1,ALL,23.5
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,39,2,ALL,31.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,41,2,ALL,33.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,13,1,ALL,31.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,29,1,ALL,35.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,JSS,,BEd or Equivalent,Qualified,351,11,ALL,45.2632
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,JSS,,PGDE,Qualified,141,4,ALL,43.25
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,178,6,ALL,39.7273
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,341,12,ALL,39.8571
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,267,10,ALL,38.5294
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,,NCE,Qualified,356,12,ALL,39.7273
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,430,15,ALL,39.1111
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,371,13,ALL,39.5652
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,252,9,ALL,38.6875
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,593,21,ALL,39.3514
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,505,18,ALL,38.6875
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,564,20,ALL,39.5143
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,505,18,ALL,38.6875
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,505,18,ALL,38.6875
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,SSS,,BEd or Equivalent,Qualified,225,7,ALL,42.4615
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Public,SSS,,NCE,Qualified,126,4,ALL,44.1429
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Adult & Non-Formal Education,,,Unqualified,20,1,ALL,24.5
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,50,3,ALL,24.6
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,50,3,ALL,24.6
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,30,2,ALL,24.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,45,2,ALL,27.75
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,JSS,,PGDE,Qualified,439,13,ALL,44.9167
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,,,Unqualified,415,15,ALL,39.1538
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,239,8,ALL,39.1333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,160,6,ALL,39.2
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,,NCE,Qualified,718,25,ALL,39.1556
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,575,20,ALL,39.1667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,463,16,ALL,39.1724
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,479,17,ALL,39.1667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,527,18,ALL,39.1515
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,463,16,ALL,39.1724
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,463,16,ALL,39.1724
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,SSS,,Grade II or Equivalent,Unqualified,133,4,ALL,40.875
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,SSS,,MEd or Equivalent,Qualified,113,4,ALL,39.7143
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Public,SSS,,NCE,Qualified,118,4,ALL,41.4286
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,13,1,ALL,31.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,54,2,ALL,33.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,10,1,ALL,24.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,519,18,ALL,38.6061
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,401,14,ALL,39.32
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,401,14,ALL,39.32
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,401,14,ALL,39.32
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,371,13,ALL,39.5652
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,311,11,ALL,38.2
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,50,2,ALL,30.75
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,35,2,ALL,28.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,20,1,ALL,24.5
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,415,15,ALL,39.1538
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,463,16,ALL,39.1724
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,383,13,ALL,39.1667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,415,15,ALL,39.1538
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,367,13,ALL,39.1739
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,319,11,ALL,39.15
