session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,Private,JSS,,BEd or Equivalent,Qualified,190,2,ALL,47.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,Private,JSS,,MEd or Equivalent,Qualified,169,2,ALL,41.75
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,Private,SSS,,,Unqualified,232,3,ALL,45.8
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,Private,SSS,,Grade II or Equivalent,Unqualified,196,3,ALL,38.8
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,Private,SSS,,NCE,Qualified,131,2,ALL,43.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,Private,SSS,,PGDE,Qualified,60,1,ALL,59.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Private,JSS,,,Unqualified,174,2,ALL,43.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Private,JSS,,BEd or Equivalent,Qualified,90,1,ALL,44.5
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Private,JSS,,MEd or Equivalent,Qualified,647,8,ALL,42.6
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Private,SSS,,BEd or Equivalent,Qualified,208,3,ALL,41.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Private,SSS,,Grade II or Equivalent,Unqualified,180,2,ALL,44.5
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Private,SSS,,MEd or Equivalent,Qualified,208,3,ALL,41.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,115,2,ALL,38.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,64,1,ALL,31.5
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,47,1,ALL,46.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,JSS,,BEd or Equivalent,Qualified,555,6,ALL,45.6667
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,JSS,,NCE,Qualified,176,2,ALL,43.5
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,JSS,,PGDE,Qualified,282,3,ALL,46.3333
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1386,18,ALL,39.1143
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,966,13,ALL,38.16
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1277,17,ALL,38.2121
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,930,12,ALL,38.25
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,930,12,ALL,38.25
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,802,10,ALL,39.6
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,SSS,,BEd or Equivalent,Qualified,238,3,ALL,39.1667
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,SSS,,NCE,Qualified,250,3,ALL,41.1667
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Public,SSS,,PGDE,Qualified,267,3,ALL,44.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,47,1,ALL,46.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,139,2,ALL,34.25
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,47,1,ALL,46.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,47,1,ALL,46.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,JSS,,BEd or Equivalent,Qualified,341,4,ALL,42.125
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,JSS,,Grade II or Equivalent,Unqualified,237,3,ALL,46.8
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,JSS,,NCE,Qualified,327,4,ALL,46.1429
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1206,16,ALL,38.4194
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1008,13,ALL,38.2692
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1047,14,ALL,38.2963
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,889,12,ALL,38.1739
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,968,13,ALL,38.24
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,889,12,ALL,38.1739
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,SSS,,,Unqualified,100,1,ALL,49.5
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Public,SSS,,NCE,Qualified,675,8,ALL,41.6875
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,73,1,ALL,36.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,77,1,ALL,38.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,81,1,ALL,40.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,JSS,,BEd or Equivalent,Qualified,176,2,ALL,43.5
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,JSS,,Grade II or Equivalent,Unqualified,310,4,ALL,43.7143
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,JSS,,NCE,Qualified,506,6,ALL,41.6667
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1203,16,ALL,38.3226
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1112,14,ALL,39.2143
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1039,14,ALL,38.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1130,15,ALL,38.4828
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1002,13,ALL,38.0769
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1039,14,ALL,38.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,SSS,,,Unqualified,250,3,ALL,41.1667
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,SSS,,Grade II or Equivalent,Unqualified,250,3,ALL,41.1667
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,SSS,,NCE,Qualified,149,2,ALL,49.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Public,SSS,,PGDE,Qualified,137,2,ALL,45.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,93,1,ALL,46.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,47,1,ALL,46.0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,167,3,ALL,27.5
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,JSS,,BEd or Equivalent,Qualified,355,4,ALL,43.875
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,JSS,,Grade II or Equivalent,Unqualified,327,4,ALL,46.1429
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,JSS,,MEd or Equivalent,Qualified,293,3,ALL,48.1667
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1166,15,ALL,38.3667
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1126,15,ALL,38.3448
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1047,14,ALL,38.2963
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1265,16,ALL,39.0312
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1047,14,ALL,38.2963
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,1047,14,ALL,38.2963
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Public,SSS,,NCE,Qualified,836,10,ALL,41.3
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Public,JSS,,,Unqualified,852,10,ALL,44.2632
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Public,JSS,,BEd or Equivalent,Qualified,358,4,ALL,44.25
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Public,SSS,,BEd or Equivalent,Qualified,113,2,ALL,37.3333
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Public,SSS,,Grade II or Equivalent,Unqualified,250,3,ALL,41.1667
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Public,SSS,,MEd or Equivalent,Qualified,101,1,ALL,50.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Public,SSS,,PGDE,Qualified,279,4,ALL,39.4286
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Public,JSS,,MEd or Equivalent,Qualified,397,5,ALL,43.5556
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Public,JSS,,NCE,Qualified,383,4,ALL,47.25
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Public,JSS,,PGDE,Qualified,313,4,ALL,44.1429
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Public,SSS,,Grade II or Equivalent,Unqualified,254,3,ALL,41.8333
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Public,SSS,,MEd or Equivalent,Qualified,280,4,ALL,39.5714
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Public,SSS,,NCE,Qualified,267,3,ALL,44.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Adult & Non-Formal Education,,,Unqualified,17,1,ALL,17.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,25,1,ALL,25.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,60,2,ALL,19.6667
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,89,2,ALL,22.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,17,1,ALL,17.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,JSS,,BEd or Equivalent,Qualified,471,6,ALL,42.2727
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,JSS,,Grade II or Equivalent,Unqualified,233,3,ALL,46.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,JSS,,NCE,Qualified,105,1,ALL,52.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,,,Unqualified,601,8,ALL,39.6
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,492,7,ALL,37.3846
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,,NCE,Qualified,784,10,ALL,38.7
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,638,8,ALL,39.375
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,893,12,ALL,38.3478
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1002,13,ALL,38.0769
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,966,13,ALL,38.16
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,930,12,ALL,38.25
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,857,11,ALL,38.4545
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,802,10,ALL,39.6
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,SSS,,,Unqualified,184,2,ALL,45.5
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,SSS,,Grade II or Equivalent,Unqualified,184,2,ALL,45.5
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,SSS,,MEd or Equivalent,Qualified,89,1,ALL,44.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Private,SSS,,PGDE,Qualified,83,1,ALL,41.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Adult & Non-Formal Education,,,Unqualified,87,2,ALL,28.6667
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,60,1,ALL,29.5
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,54,2,ALL,17.6667
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,13,1,ALL,13.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,60,1,ALL,29.5
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,JSS,,,Unqualified,251,3,ALL,41.3333
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,JSS,,Grade II or Equivalent,Unqualified,257,3,ALL,42.3333
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,JSS,,PGDE,Qualified,264,3,ALL,43.5
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,,,Unqualified,534,7,ALL,37.6429
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,771,10,ALL,38.05
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,850,11,ALL,38.1364
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,,NCE,Qualified,434,6,ALL,39.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,Primary 1,,Unqualified,968,13,ALL,38.24
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,968,13,ALL,38.24
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,Primary 3,,Unqualified,968,13,ALL,38.24
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,909,12,ALL,39.0435
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,791,10,ALL,39.05
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,791,10,ALL,39.05
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Private,SSS,,Grade II or Equivalent,Unqualified,536,7,ALL,40.6923
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,68,1,ALL,33.5
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,34,1,ALL,34.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,60,1,ALL,29.5
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,38,1,ALL,38.0
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,JSS,,Grade II or Equivalent,Unqualified,253,3,ALL,41.6667
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,JSS,,MEd or Equivalent,Qualified,358,4,ALL,44.25
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,JSS,,PGDE,Qualified,330,4,ALL,46.5714
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1075,14,ALL,39.3333
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1112,14,ALL,39.2143
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,857,11,ALL,38.4545
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1002,13,ALL,38.0769
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1002,13,ALL,38.0769
