session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Private,Pre-Primary/Primary,Primary 4,,Unqualified,598,20,ALL,29.9
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,528,21,ALL,25.1429
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,528,21,ALL,25.1429
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Private,SSS,,BEd or Equivalent,Qualified,204,9,ALL,22.6667
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Private,SSS,,MEd or Equivalent,Qualified,129,6,ALL,21.5
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Private,SSS,,PGDE,Qualified,54,2,ALL,27.0
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,JSS,,,Unqualified,276,8,ALL,34.5
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,JSS,,BEd or Equivalent,Qualified,276,9,ALL,30.6667
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,JSS,,PGDE,Qualified,324,11,ALL,29.4545
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,SSS,,BEd or Equivalent,Qualified,185,5,ALL,37.0
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,SSS,,Grade II or Equivalent,Unqualified,87,4,ALL,21.75
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,SSS,,MEd or Equivalent,Qualified,78,2,ALL,39.0
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,SSS,,NCE,Qualified,224,7,ALL,32.0
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,JSS,,,Unqualified,118,4,ALL,29.5
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,JSS,,BEd or Equivalent,Qualified,213,6,ALL,35.5
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,JSS,,Grade II or Equivalent,Unqualified,355,11,ALL,32.2727
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,JSS,,PGDE,Qualified,118,3,ALL,39.3333
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,SSS,,,Unqualified,183,6,ALL,30.5
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,SSS,,NCE,Qualified,408,13,ALL,31.3846
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,JSS,,Grade II or Equivalent,Unqualified,324,8,ALL,40.5
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,JSS,,NCE,Qualified,276,7,ALL,39.4286
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,JSS,,PGDE,Qualified,264,7,ALL,37.7143
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,SSS,,BEd or Equivalent,Qualified,214,8,ALL,26.75
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,SSS,,NCE,Qualified,360,14,ALL,25.7143
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,JSS,,BEd or Equivalent,Qualified,522,12,ALL,43.5
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,JSS,,Grade II or Equivalent,Unqualified,249,6,ALL,41.5
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,SSS,,,Unqualified,203,6,ALL,33.8333
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,SSS,,BEd or Equivalent,Qualified,203,7,ALL,29.0
2022/2023,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,SSS,,Grade II or Equivalent,Unqualified,225,7,ALL,32.1429
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,JSS,,BEd or Equivalent,Qualified,517,12,ALL,43.0833
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,JSS,,Grade II or Equivalent,Unqualified,348,9,ALL,38.6667
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,JSS,,NCE,Qualified,96,2,ALL,48.0
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,SSS,,,Unqualified,448,12,ALL,37.3333
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,SSS,,NCE,Qualified,205,8,ALL,25.625
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,JSS,,BEd or Equivalent,Qualified,261,6,ALL,43.5
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,JSS,,MEd or Equivalent,Qualified,308,7,ALL,44.0
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,JSS,,NCE,Qualified,273,6,ALL,45.5
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,SSS,,BEd or Equivalent,Qualified,343,12,ALL,28.5833
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,SSS,,Grade II or Equivalent,Unqualified,246,7,ALL,35.1429
2022/2023,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,SSS,,MEd or Equivalent,Qualified,97,3,ALL,32.3333
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,69,7,ALL,9.8571
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,3,ALL,10.0
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,22,3,ALL,7.3333
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,68,7,ALL,9.7143
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1680,54,ALL,31.1111
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,428,12,ALL,35.6667
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,,NCE,Qualified,231,7,ALL,33.0
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,922,29,ALL,31.7931
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,857,27,ALL,31.7407
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,890,28,ALL,31.7857
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,857,24,ALL,35.7083
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,757,24,ALL,31.5417
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,724,23,ALL,31.4783
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,,Unqualified,24,3,ALL,8.0
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,61,6,ALL,10.1667
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,85,8,ALL,10.625
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,24,3,ALL,8.0
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,24,3,ALL,8.0
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,915,36,ALL,25.4167
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1196,44,ALL,27.1818
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,,PGDE,Qualified,176,7,ALL,25.1429
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,880,32,ALL,27.5
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,844,31,ALL,27.2258
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,880,35,ALL,25.1429
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 4,,Unqualified,774,28,ALL,27.6429
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,739,29,ALL,25.4828
2022/2023,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,634,25,ALL,25.36
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,JSS,,BEd or Equivalent,Qualified,301,7,ALL,43.0
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,JSS,,MEd or Equivalent,Qualified,301,7,ALL,43.0
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,JSS,,NCE,Qualified,324,8,ALL,40.5
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,SSS,,,Unqualified,361,10,ALL,36.1
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,SSS,,BEd or Equivalent,Qualified,176,5,ALL,35.2
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,SSS,,NCE,Qualified,87,3,ALL,29.0
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,JSS,,BEd or Equivalent,Qualified,615,19,ALL,32.3684
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,JSS,,Grade II or Equivalent,Unqualified,285,8,ALL,35.625
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,SSS,,Grade II or Equivalent,Unqualified,193,6,ALL,32.1667
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,SSS,,NCE,Qualified,215,7,ALL,30.7143
2022/2023,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,SSS,,PGDE,Qualified,183,6,ALL,30.5
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,JSS,,BEd or Equivalent,Qualified,589,16,ALL,36.8125
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,JSS,,Grade II or Equivalent,Unqualified,336,8,ALL,42.0
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,SSS,,BEd or Equivalent,Qualified,97,3,ALL,32.3333
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,SSS,,Grade II or Equivalent,Unqualified,78,2,ALL,39.0
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,SSS,,NCE,Qualified,380,12,ALL,31.6667
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,JSS,,BEd or Equivalent,Qualified,273,6,ALL,45.5
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,JSS,,Grade II or Equivalent,Unqualified,273,6,ALL,45.5
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,JSS,,NCE,Qualified,273,6,ALL,45.5
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,SSS,,BEd or Equivalent,Qualified,300,10,ALL,30.0
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,SSS,,MEd or Equivalent,Qualified,183,6,ALL,30.5
2022/2023,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,SSS,,NCE,Qualified,75,3,ALL,25.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,,Unqualified,30,3,ALL,10.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,22,3,ALL,7.3333
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,38,3,ALL,12.6667
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,68,6,ALL,11.3333
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,22,3,ALL,7.3333
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,JSS,,BEd or Equivalent,Qualified,301,10,ALL,30.1
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,JSS,,Grade II or Equivalent,Unqualified,180,4,ALL,45.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,JSS,,NCE,Qualified,204,7,ALL,29.1429
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,JSS,,PGDE,Qualified,108,4,ALL,27.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,857,20,ALL,42.85
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,857,27,ALL,31.7407
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,988,31,ALL,31.871
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,988,31,ALL,31.871
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,724,23,ALL,31.4783
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,757,24,ALL,31.5417
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,SSS,,Grade II or Equivalent,Unqualified,195,8,ALL,24.375
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,SSS,,MEd or Equivalent,Qualified,156,4,ALL,39.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,SSS,,NCE,Qualified,39,2,ALL,19.5
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,SSS,,PGDE,Qualified,166,5,ALL,33.2
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,133,10,ALL,13.3
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,36,3,ALL,12.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,48,4,ALL,12.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,36,3,ALL,12.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,JSS,,Grade II or Equivalent,Unqualified,201,6,ALL,33.5
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,JSS,,MEd or Equivalent,Qualified,249,7,ALL,35.5714
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,JSS,,PGDE,Qualified,273,8,ALL,34.125
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,880,20,ALL,44.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,844,20,ALL,42.2
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,985,23,ALL,42.8261
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,950,22,ALL,43.1818
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,669,16,ALL,41.8125
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,809,24,ALL,33.7083
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,SSS,,BEd or Equivalent,Qualified,150,6,ALL,25.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,SSS,,Grade II or Equivalent,Unqualified,203,7,ALL,29.0
2022/2023,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,SSS,,PGDE,Qualified,203,8,ALL,25.375
2022/2023,North Central,Niger,Agaie,Dauaci,"Comprehensive High School, Dauaci",Female,Private,Adult & Non-Formal Education,,,Unqualified,22,3,ALL,7.3333
2022/2023,North Central,Niger,Agaie,Dauaci,"Comprehensive High School, Dauaci",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,53,6,ALL,8.8333
2022/2023,North Central,Niger,Agaie,Dauaci,"Comprehensive High School, Dauaci",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,38,4,ALL,9.5
2022/2023,North Central,Niger,Agaie,Dauaci,"Comprehensive High School, Dauaci",Female,Private,JSS,,BEd or Equivalent,Qualified,192,6,ALL,32.0
