session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1284,20,ALL,40.8889
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Pre-Primary/Primary,Primary 6,,Unqualified,1615,26,ALL,39.6571
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,SSS,,BEd or Equivalent,Qualified,266,4,ALL,45.8
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,SSS,,Grade II or Equivalent,Unqualified,505,7,ALL,43.4
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,SSS,,MEd or Equivalent,Qualified,133,2,ALL,38.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,SSS,,NCE,Qualified,173,2,ALL,49.6667
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,182,3,ALL,39.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,143,3,ALL,30.75
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,130,3,ALL,28.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,JSS,,BEd or Equivalent,Qualified,645,9,ALL,46.1667
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,JSS,,Grade II or Equivalent,Unqualified,928,13,ALL,46.9412
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,2034,33,ALL,39.7273
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1953,31,ALL,39.9762
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1755,28,ALL,39.6842
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1436,23,ALL,39.8065
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,1554,25,ALL,40.4848
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1515,24,ALL,40.6875
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,SSS,,BEd or Equivalent,Qualified,149,2,ALL,42.6667
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,SSS,,Grade II or Equivalent,Unqualified,1012,15,ALL,43.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Adult & Non-Formal Education,,,Unqualified,58,1,ALL,25.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,34,1,ALL,29.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,101,2,ALL,29.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,JSS,,BEd or Equivalent,Qualified,584,8,ALL,45.6364
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,JSS,,Grade II or Equivalent,Unqualified,329,4,ALL,47.1667
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,JSS,,PGDE,Qualified,479,7,ALL,45.7778
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,1395,22,ALL,39.9667
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,1431,23,ALL,39.6774
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1322,21,ALL,40.5714
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Pre-Primary/Primary,Primary 4,,Unqualified,1101,18,ALL,39.4167
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Pre-Primary/Primary,Primary 5,,Unqualified,1174,19,ALL,40.36
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,1211,19,ALL,40.0385
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,SSS,,,Unqualified,360,5,ALL,44.1429
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,SSS,,Grade II or Equivalent,Unqualified,254,4,ALL,43.6
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Private,SSS,,PGDE,Qualified,306,4,ALL,43.8333
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Adult & Non-Formal Education,,,Unqualified,38,1,ALL,33.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,38,1,ALL,33.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,38,1,ALL,33.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,64,1,ALL,27.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,38,1,ALL,33.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,JSS,,BEd or Equivalent,Qualified,854,12,ALL,45.875
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,JSS,,NCE,Qualified,405,6,ALL,43.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1316,21,ALL,40.3929
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1196,19,ALL,39.5385
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,1196,19,ALL,39.5385
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,1117,18,ALL,40.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,997,16,ALL,40.8095
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,Pre-Primary/Primary,Primary 6,,Unqualified,1355,22,ALL,40.1724
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,SSS,,,Unqualified,328,4,ALL,47.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,SSS,,BEd or Equivalent,Qualified,254,4,ALL,43.6
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Private,SSS,,MEd or Equivalent,Qualified,313,4,ALL,44.8333
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,142,3,ALL,30.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,58,1,ALL,25.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,92,1,ALL,39.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,58,1,ALL,25.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,JSS,,BEd or Equivalent,Qualified,525,7,ALL,45.1
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,JSS,,MEd or Equivalent,Qualified,584,8,ALL,45.6364
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,JSS,,PGDE,Qualified,643,9,ALL,46.0833
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1688,27,ALL,40.3056
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,2092,34,ALL,39.9556
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1872,30,ALL,40.225
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,1321,21,ALL,40.5357
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1688,27,ALL,40.3056
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,1542,25,ALL,40.1515
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,SSS,,,Unqualified,199,3,ALL,42.75
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,SSS,,BEd or Equivalent,Qualified,199,3,ALL,42.75
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,SSS,,NCE,Qualified,266,4,ALL,45.8
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Public,SSS,,PGDE,Qualified,558,8,ALL,43.6364
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Adult & Non-Formal Education,,,Unqualified,65,1,ALL,28.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,78,1,ALL,33.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,78,1,ALL,33.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,259,5,ALL,31.8571
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,JSS,,Grade II or Equivalent,Unqualified,705,10,ALL,46.6154
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,JSS,,NCE,Qualified,884,12,ALL,47.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1715,28,ALL,39.8378
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,2193,35,ALL,40.1064
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1755,28,ALL,39.6842
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1595,25,ALL,40.3235
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1635,26,ALL,40.1429
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,Pre-Primary/Primary,Primary 6,,Unqualified,1395,22,ALL,39.9667
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,SSS,,BEd or Equivalent,Qualified,521,7,ALL,44.8
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,SSS,,Grade II or Equivalent,Unqualified,447,7,ALL,42.6667
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Public,SSS,,MEd or Equivalent,Qualified,372,5,ALL,45.7143
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Adult & Non-Formal Education,,,Unqualified,58,1,ALL,25.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,116,2,ALL,33.3333
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,66,1,ALL,28.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,66,1,ALL,28.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,76,1,ALL,32.5
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,2128,34,ALL,39.7609
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1872,30,ALL,40.225
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1688,27,ALL,40.3056
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1945,31,ALL,39.8095
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,1945,31,ALL,39.8095
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1504,24,ALL,40.4062
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,91,1,ALL,39.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,91,1,ALL,39.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,259,5,ALL,31.8571
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,65,1,ALL,28.0
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,2272,37,ALL,39.8571
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,2034,33,ALL,39.7273
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1715,28,ALL,39.8378
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,2034,33,ALL,39.7273
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1755,28,ALL,39.6842
2022/2023,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,1515,24,ALL,40.6875
2022/2023,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Public,Adult & Non-Formal Education,,,Unqualified,126,2,ALL,36.0
2022/2023,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,34,1,ALL,29.0
2022/2023,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,100,2,ALL,28.6667
2022/2023,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,134,2,ALL,38.3333
2022/2023,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,58,1,ALL,25.0
