session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,128,4,ALL,32.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,56,2,ALL,28.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,JSS,,Grade II or Equivalent,Unqualified,1067,12,ALL,88.9167
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,JSS,,NCE,Qualified,300,4,ALL,75.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1425,17,ALL,83.8235
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1467,15,ALL,97.8
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1132,14,ALL,80.8571
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1257,15,ALL,83.8
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1299,13,ALL,99.9231
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1090,13,ALL,83.8462
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,SSS,,BEd or Equivalent,Qualified,366,4,ALL,91.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,SSS,,MEd or Equivalent,Qualified,183,2,ALL,91.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,SSS,,NCE,Qualified,403,5,ALL,80.6
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Public,SSS,,PGDE,Qualified,165,2,ALL,82.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,27,1,ALL,27.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,108,3,ALL,36.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,54,3,ALL,18.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,18,1,ALL,18.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,JSS,,BEd or Equivalent,Qualified,302,5,ALL,60.4
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,JSS,,Grade II or Equivalent,Unqualified,283,4,ALL,70.75
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,JSS,,PGDE,Qualified,341,5,ALL,68.2
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,344,4,ALL,86.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1262,21,ALL,60.0952
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,,NCE,Qualified,268,3,ALL,89.3333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,574,7,ALL,82.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,880,11,ALL,80.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,842,14,ALL,60.1429
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,880,14,ALL,62.8571
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,918,15,ALL,61.2
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,727,9,ALL,80.7778
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,803,10,ALL,80.3
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,SSS,,Grade II or Equivalent,Unqualified,269,3,ALL,89.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,SSS,,MEd or Equivalent,Qualified,84,1,ALL,84.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,SSS,,NCE,Qualified,269,4,ALL,67.25
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Private,SSS,,PGDE,Qualified,118,2,ALL,59.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Adult & Non-Formal Education,,,Unqualified,42,2,ALL,21.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,84,4,ALL,21.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,56,2,ALL,28.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,28,1,ALL,28.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,28,1,ALL,28.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,JSS,,,Unqualified,187,2,ALL,93.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,JSS,,Grade II or Equivalent,Unqualified,450,6,ALL,75.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,JSS,,MEd or Equivalent,Qualified,300,4,ALL,75.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Pre-Primary/Primary,,,Unqualified,1215,16,ALL,75.9375
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1131,17,ALL,66.5294
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,838,12,ALL,69.8333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,838,11,ALL,76.1818
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,880,13,ALL,67.6923
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,923,12,ALL,76.9167
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,671,10,ALL,67.1
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,838,12,ALL,69.8333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,SSS,,,Unqualified,146,2,ALL,73.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Private,SSS,,BEd or Equivalent,Qualified,587,8,ALL,73.375
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Adult & Non-Formal Education,,,Unqualified,54,1,ALL,54.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,108,4,ALL,27.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,36,1,ALL,36.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,18,1,ALL,18.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,63,2,ALL,31.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,9,1,ALL,9.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,JSS,,,Unqualified,302,4,ALL,75.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,JSS,,BEd or Equivalent,Qualified,114,1,ALL,114.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,JSS,,MEd or Equivalent,Qualified,322,4,ALL,80.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,JSS,,PGDE,Qualified,227,3,ALL,75.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,,,Unqualified,191,2,ALL,95.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,766,9,ALL,85.1111
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,612,7,ALL,87.4286
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,,NCE,Qualified,650,8,ALL,81.25
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,344,4,ALL,86.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1110,14,ALL,79.2857
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,Primary 2,,Unqualified,1186,15,ALL,79.0667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,956,11,ALL,86.9091
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,766,9,ALL,85.1111
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,842,10,ALL,84.2
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,880,10,ALL,88.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,SSS,,,Unqualified,118,2,ALL,59.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,SSS,,BEd or Equivalent,Qualified,101,1,ALL,101.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,SSS,,MEd or Equivalent,Qualified,253,3,ALL,84.3333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Public,SSS,,PGDE,Qualified,320,3,ALL,106.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Adult & Non-Formal Education,,,Unqualified,183,6,ALL,30.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,56,2,ALL,28.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,140,4,ALL,35.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,14,1,ALL,14.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,JSS,,BEd or Equivalent,Qualified,318,4,ALL,79.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,JSS,,NCE,Qualified,356,5,ALL,71.2
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,JSS,,PGDE,Qualified,300,4,ALL,75.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,,,Unqualified,923,13,ALL,71.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1257,16,ALL,78.5625
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,,NCE,Qualified,335,4,ALL,83.75
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1090,16,ALL,68.125
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1048,15,ALL,69.8667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1006,15,ALL,67.0667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,796,12,ALL,66.3333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,754,11,ALL,68.5455
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,Pre-Primary/Primary,Primary 6,,Unqualified,838,12,ALL,69.8333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,SSS,,BEd or Equivalent,Qualified,256,3,ALL,85.3333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,SSS,,NCE,Qualified,329,4,ALL,82.25
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Public,SSS,,PGDE,Qualified,256,3,ALL,85.3333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,44,1,ALL,44.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,36,1,ALL,36.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,18,1,ALL,18.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,90,3,ALL,30.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,71,2,ALL,35.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,JSS,,,Unqualified,510,6,ALL,85.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,JSS,,NCE,Qualified,132,2,ALL,66.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,JSS,,PGDE,Qualified,359,4,ALL,89.75
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,612,7,ALL,87.4286
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,574,7,ALL,82.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,,NCE,Qualified,727,9,ALL,80.7778
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,612,7,ALL,87.4286
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1110,14,ALL,79.2857
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,918,11,ALL,83.4545
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,803,10,ALL,80.3
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,766,9,ALL,85.1111
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,766,9,ALL,85.1111
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,688,8,ALL,86.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Public,SSS,,BEd or Equivalent,Qualified,790,12,ALL,65.8333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Adult & Non-Formal Education,,,Unqualified,70,2,ALL,35.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,112,4,ALL,28.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,84,2,ALL,42.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,28,1,ALL,28.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,70,2,ALL,35.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,JSS,,BEd or Equivalent,Qualified,731,10,ALL,73.1
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,JSS,,NCE,Qualified,262,4,ALL,65.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1425,20,ALL,71.25
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,587,8,ALL,73.375
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,,NCE,Qualified,544,8,ALL,68.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1006,14,ALL,71.8571
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,965,13,ALL,74.2308
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,Primary 3,,Unqualified,838,12,ALL,69.8333
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,796,11,ALL,72.3636
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,754,10,ALL,75.4
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,Pre-Primary/Primary,Primary 6,,Unqualified,629,9,ALL,69.8889
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,SSS,,BEd or Equivalent,Qualified,110,1,ALL,110.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,SSS,,Grade II or Equivalent,Unqualified,201,2,ALL,100.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,SSS,,NCE,Qualified,275,3,ALL,91.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Public,SSS,,PGDE,Qualified,128,1,ALL,128.0
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Community Secondary School, Ardo Kola",Female,Public,JSS,,Grade II or Equivalent,Unqualified,965,13,ALL,74.2308
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Community Secondary School, Ardo Kola",Female,Public,JSS,,PGDE,Qualified,568,8,ALL,71.0
