session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,JSS,,Grade II or Equivalent,Unqualified,258,4,ALL,64.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,JSS,,MEd or Equivalent,Qualified,133,2,ALL,66.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,JSS,,NCE,Qualified,235,4,ALL,58.75
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,739,13,ALL,56.8462
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,655,11,ALL,59.5455
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,,NCE,Qualified,528,9,ALL,58.6667
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,359,6,ALL,59.8333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1014,18,ALL,56.3333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,908,16,ALL,56.75
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,Primary 3,,Unqualified,908,15,ALL,60.5333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,867,15,ALL,57.8
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,697,12,ALL,58.0833
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,782,14,ALL,55.8571
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,SSS,,,Unqualified,166,3,ALL,55.3333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,SSS,,BEd or Equivalent,Qualified,103,2,ALL,51.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,SSS,,NCE,Qualified,63,1,ALL,63.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,SSS,,PGDE,Qualified,166,3,ALL,55.3333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,,Unqualified,54,3,ALL,18.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,108,5,ALL,21.6
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,16,1,ALL,16.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,70,3,ALL,23.3333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,JSS,,BEd or Equivalent,Qualified,133,2,ALL,66.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,JSS,,MEd or Equivalent,Qualified,203,3,ALL,67.6667
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,JSS,,PGDE,Qualified,337,5,ALL,67.4
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,456,8,ALL,57.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,410,6,ALL,68.3333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,,PGDE,Qualified,1140,19,ALL,60.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 1,,Unqualified,935,14,ALL,66.7857
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,935,16,ALL,58.4375
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,935,16,ALL,58.4375
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,843,14,ALL,60.2143
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 5,,Unqualified,684,10,ALL,68.4
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,798,14,ALL,57.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,SSS,,BEd or Equivalent,Qualified,158,3,ALL,52.6667
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,SSS,,Grade II or Equivalent,Unqualified,174,3,ALL,58.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,SSS,,MEd or Equivalent,Qualified,174,3,ALL,58.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,165,5,ALL,33.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,45,2,ALL,22.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,55,2,ALL,27.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,45,1,ALL,45.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,JSS,,Grade II or Equivalent,Unqualified,924,11,ALL,84.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,JSS,,NCE,Qualified,509,6,ALL,84.8333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1922,23,ALL,83.5652
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1500,18,ALL,83.3333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1458,17,ALL,85.7647
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1226,14,ALL,87.5714
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,1226,15,ALL,81.7333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1268,15,ALL,84.5333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,SSS,,Grade II or Equivalent,Unqualified,275,4,ALL,68.75
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,SSS,,NCE,Qualified,571,9,ALL,63.4444
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,148,5,ALL,29.6
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,233,8,ALL,29.125
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,JSS,,Grade II or Equivalent,Unqualified,649,8,ALL,81.125
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,JSS,,MEd or Equivalent,Qualified,453,5,ALL,90.6
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,JSS,,NCE,Qualified,179,2,ALL,89.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1526,16,ALL,95.375
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1617,19,ALL,85.1053
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1435,17,ALL,84.4118
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1094,12,ALL,91.1667
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1003,11,ALL,91.1818
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1321,14,ALL,94.3571
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,SSS,,BEd or Equivalent,Qualified,536,9,ALL,59.5556
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,SSS,,Grade II or Equivalent,Unqualified,182,2,ALL,91.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,SSS,,PGDE,Qualified,119,2,ALL,59.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,JSS,,BEd or Equivalent,Qualified,297,4,ALL,74.25
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,JSS,,NCE,Qualified,344,5,ALL,68.8
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,JSS,,PGDE,Qualified,313,4,ALL,78.25
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,SSS,,,Unqualified,55,1,ALL,55.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,SSS,,BEd or Equivalent,Qualified,103,1,ALL,103.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,SSS,,MEd or Equivalent,Qualified,241,3,ALL,80.3333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,SSS,,NCE,Qualified,206,3,ALL,68.6667
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,JSS,,,Unqualified,321,4,ALL,80.25
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,JSS,,BEd or Equivalent,Qualified,337,4,ALL,84.25
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,JSS,,PGDE,Qualified,289,4,ALL,72.25
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,SSS,,Grade II or Equivalent,Unqualified,443,8,ALL,55.375
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,SSS,,NCE,Qualified,245,4,ALL,61.25
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,,Unqualified,39,1,ALL,39.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,95,4,ALL,23.75
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,84,4,ALL,21.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,45,2,ALL,22.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1309,14,ALL,93.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1331,15,ALL,88.7333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1416,16,ALL,88.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1226,13,ALL,94.3077
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1183,16,ALL,73.9375
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1098,12,ALL,91.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,108,4,ALL,27.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,108,5,ALL,21.6
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,54,2,ALL,27.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,70,3,ALL,23.3333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1435,15,ALL,95.6667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1184,12,ALL,98.6667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1321,13,ALL,101.6154
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,1094,11,ALL,99.4545
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1094,11,ALL,99.4545
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1048,11,ALL,95.2727
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Adult & Non-Formal Education,,,Unqualified,39,2,ALL,19.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,30,1,ALL,30.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,89,4,ALL,22.25
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,30,1,ALL,30.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,JSS,,,Unqualified,337,5,ALL,67.4
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,JSS,,BEd or Equivalent,Qualified,579,9,ALL,64.3333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,JSS,,NCE,Qualified,141,2,ALL,70.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 1,,Unqualified,1542,19,ALL,81.1579
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1204,15,ALL,80.2667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1247,16,ALL,77.9375
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1183,17,ALL,69.5882
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1057,13,ALL,81.3077
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,1141,16,ALL,71.3125
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,SSS,,Grade II or Equivalent,Unqualified,427,9,ALL,47.4444
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,SSS,,NCE,Qualified,386,6,ALL,64.3333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Adult & Non-Formal Education,,,Unqualified,38,2,ALL,19.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,76,3,ALL,25.3333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,93,5,ALL,18.6
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,38,2,ALL,19.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,JSS,,BEd or Equivalent,Qualified,172,2,ALL,86.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,JSS,,NCE,Qualified,360,5,ALL,72.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,JSS,,PGDE,Qualified,579,7,ALL,82.7143
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,1276,16,ALL,79.75
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 2,,Unqualified,1140,16,ALL,71.25
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,1276,16,ALL,79.75
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1184,17,ALL,69.6471
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1094,15,ALL,72.9333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,1094,13,ALL,84.1538
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,SSS,,BEd or Equivalent,Qualified,245,5,ALL,49.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,SSS,,MEd or Equivalent,Qualified,260,5,ALL,52.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,SSS,,NCE,Qualified,276,6,ALL,46.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,50,2,ALL,25.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,45,2,ALL,22.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,45,2,ALL,22.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,110,4,ALL,27.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,59,2,ALL,29.5
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,JSS,,Grade II or Equivalent,Unqualified,555,7,ALL,79.2857
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,JSS,,NCE,Qualified,509,6,ALL,84.8333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,JSS,,PGDE,Qualified,251,3,ALL,83.6667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1627,18,ALL,90.3889
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1458,16,ALL,91.125
