session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,524,7,ALL,74.9
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,519,7,ALL,74.1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Public,SSS,,,Unqualified,147,2,ALL,73.5
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Public,SSS,,BEd or Equivalent,Qualified,143,2,ALL,71.5
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Public,SSS,,NCE,Qualified,143,2,ALL,71.5
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Adult & Non-Formal Education,,,Unqualified,142,2,ALL,71.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,69,1,ALL,69.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,213,3,ALL,71.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,207,3,ALL,69.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,JSS,,BEd or Equivalent,Qualified,223,3,ALL,74.3
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,JSS,,NCE,Qualified,223,3,ALL,74.3
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,JSS,,PGDE,Qualified,223,3,ALL,74.3
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,684,9,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,760,10,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,684,9,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,684,9,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,684,9,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,684,9,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,SSS,,BEd or Equivalent,Qualified,218,3,ALL,72.7
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,SSS,,Grade II or Equivalent,Unqualified,76,1,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Public,SSS,,NCE,Qualified,145,2,ALL,72.5
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Adult & Non-Formal Education,,,Unqualified,63,1,ALL,63.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,58,1,ALL,58.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,63,1,ALL,63.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,58,1,ALL,58.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,58,1,ALL,58.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,JSS,,,Unqualified,68,1,ALL,68.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,JSS,,Grade II or Equivalent,Unqualified,205,3,ALL,68.3
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,JSS,,NCE,Qualified,125,2,ALL,62.5
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,453,7,ALL,64.7
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,338,5,ALL,67.6
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,406,6,ALL,67.7
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,454,7,ALL,64.9
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,453,7,ALL,64.7
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,Pre-Primary/Primary,Primary 6,,Unqualified,344,5,ALL,68.8
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,SSS,,,Unqualified,61,1,ALL,61.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,Private,SSS,,BEd or Equivalent,Qualified,293,5,ALL,58.6
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,60,1,ALL,60.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,61,1,ALL,61.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,179,3,ALL,59.7
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,JSS,,,Unqualified,134,2,ALL,67.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,JSS,,BEd or Equivalent,Qualified,129,2,ALL,64.5
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,JSS,,NCE,Qualified,129,2,ALL,64.5
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,344,5,ALL,68.8
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,334,5,ALL,66.8
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,437,6,ALL,72.8
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,324,5,ALL,64.8
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,325,5,ALL,65.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,275,4,ALL,68.8
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,SSS,,,Unqualified,126,2,ALL,63.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,SSS,,BEd or Equivalent,Qualified,119,2,ALL,59.5
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,SSS,,Grade II or Equivalent,Unqualified,63,1,ALL,63.0
2022/2023,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,Private,SSS,,MEd or Equivalent,Qualified,59,1,ALL,59.0
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Public,JSS,,BEd or Equivalent,Qualified,222,3,ALL,74.0
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Public,JSS,,Grade II or Equivalent,Unqualified,228,3,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Public,JSS,,PGDE,Qualified,222,3,ALL,74.0
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Public,SSS,,BEd or Equivalent,Qualified,71,1,ALL,71.0
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Public,SSS,,MEd or Equivalent,Qualified,212,3,ALL,70.7
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Public,SSS,,NCE,Qualified,141,2,ALL,70.5
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,Public,JSS,,BEd or Equivalent,Qualified,151,2,ALL,75.5
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,Public,JSS,,Grade II or Equivalent,Unqualified,152,2,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,Public,JSS,,NCE,Qualified,227,3,ALL,75.7
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,Public,SSS,,BEd or Equivalent,Qualified,348,5,ALL,69.6
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,Public,SSS,,PGDE,Qualified,70,1,ALL,70.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Adult & Non-Formal Education,,,Unqualified,72,1,ALL,72.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,66,1,ALL,66.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,72,1,ALL,72.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,66,1,ALL,66.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,133,2,ALL,66.5
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,133,2,ALL,66.5
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,JSS,,,Unqualified,226,3,ALL,75.3
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,JSS,,Grade II or Equivalent,Unqualified,302,4,ALL,75.5
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,JSS,,PGDE,Qualified,143,2,ALL,71.5
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,,,Unqualified,152,2,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,304,4,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,152,2,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,,NCE,Qualified,760,10,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,532,7,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,594,8,ALL,74.2
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,444,6,ALL,74.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,456,6,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,532,7,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,456,6,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,SSS,,BEd or Equivalent,Qualified,144,2,ALL,72.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,SSS,,NCE,Qualified,144,2,ALL,72.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Public,SSS,,PGDE,Qualified,144,2,ALL,72.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Adult & Non-Formal Education,,,Unqualified,73,1,ALL,73.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,211,3,ALL,70.3
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,437,6,ALL,72.8
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,70,1,ALL,70.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,JSS,,BEd or Equivalent,Qualified,372,5,ALL,74.4
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,JSS,,Grade II or Equivalent,Unqualified,76,1,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,,,Unqualified,380,5,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,304,4,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,684,9,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,532,7,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,532,7,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,456,6,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,456,6,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,456,6,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,456,6,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,SSS,,,Unqualified,152,2,ALL,76.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,SSS,,BEd or Equivalent,Qualified,73,1,ALL,73.0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,SSS,,NCE,Qualified,145,2,ALL,72.5
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Public,SSS,,PGDE,Qualified,73,1,ALL,73.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,67,1,ALL,67.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,73,1,ALL,73.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,67,1,ALL,67.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,67,1,ALL,67.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,67,1,ALL,67.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,JSS,,BEd or Equivalent,Qualified,296,4,ALL,74.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,JSS,,NCE,Qualified,74,1,ALL,74.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,JSS,,PGDE,Qualified,148,2,ALL,74.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,532,7,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,519,7,ALL,74.1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,372,5,ALL,74.4
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,380,5,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,374,5,ALL,74.8
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,371,5,ALL,74.2
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,SSS,,BEd or Equivalent,Qualified,136,2,ALL,68.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,SSS,,Grade II or Equivalent,Unqualified,150,2,ALL,75.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Public,SSS,,PGDE,Qualified,136,2,ALL,68.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Adult & Non-Formal Education,,,Unqualified,73,1,ALL,73.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,73,1,ALL,73.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,210,3,ALL,70.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,140,2,ALL,70.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,70,1,ALL,70.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,JSS,,BEd or Equivalent,Qualified,304,4,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,JSS,,NCE,Qualified,76,1,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,JSS,,PGDE,Qualified,152,2,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,531,7,ALL,75.9
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Pre-Primary/Primary,Primary 2,,Unqualified,532,7,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,532,7,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,532,7,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,456,6,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,456,6,ALL,76.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,SSS,,BEd or Equivalent,Qualified,144,2,ALL,72.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,SSS,,MEd or Equivalent,Qualified,144,2,ALL,72.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Public,SSS,,PGDE,Qualified,144,2,ALL,72.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Adult & Non-Formal Education,,,Unqualified,59,1,ALL,59.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,56,1,ALL,56.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,59,1,ALL,59.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,56,1,ALL,56.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,JSS,,BEd or Equivalent,Qualified,186,3,ALL,62.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,JSS,,NCE,Qualified,371,6,ALL,61.8
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,428,6,ALL,71.3
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Pre-Primary/Primary,Primary 2,,Unqualified,417,6,ALL,69.5
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,442,7,ALL,63.1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,449,7,ALL,64.1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,388,6,ALL,64.7
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,455,7,ALL,65.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,SSS,,BEd or Equivalent,Qualified,183,3,ALL,61.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,SSS,,Grade II or Equivalent,Unqualified,61,1,ALL,61.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Private,SSS,,NCE,Qualified,122,2,ALL,61.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,190,3,ALL,63.3
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,119,2,ALL,59.5
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,Private,JSS,,BEd or Equivalent,Qualified,194,3,ALL,64.7
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,Private,JSS,,Grade II or Equivalent,Unqualified,140,2,ALL,70.0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,Private,JSS,,MEd or Equivalent,Qualified,65,1,ALL,65.0
