session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,30,1,ALL,21.5
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,106,4,ALL,19.25
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,827,20,ALL,27.3864
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,754,18,ALL,27.45
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,754,18,ALL,27.45
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,681,16,ALL,27.5556
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,608,15,ALL,26.8485
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,632,15,ALL,27.0882
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,91,3,ALL,22.0
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,45,1,ALL,22.0
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,36,1,ALL,26.5
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,36,1,ALL,26.5
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,857,21,ALL,27.1304
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,831,20,ALL,26.9111
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,701,17,ALL,26.8684
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,675,16,ALL,27.3333
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,623,15,ALL,27.5152
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,597,14,ALL,27.1875
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Adult & Non-Formal Education,,,Unqualified,24,1,ALL,17.5
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,42,1,ALL,20.3333
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,18,0,ALL,26.0
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,106,3,ALL,22.1429
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,42,1,ALL,20.3333
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,JSS,,BEd or Equivalent,Qualified,234,5,ALL,31.0
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,JSS,,Grade II or Equivalent,Unqualified,289,6,ALL,32.3846
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,JSS,,NCE,Qualified,126,3,ALL,30.6667
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,535,13,ALL,26.8966
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,462,11,ALL,26.92
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,,NCE,Qualified,438,10,ALL,27.7391
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,462,11,ALL,26.92
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,827,20,ALL,27.3864
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,851,21,ALL,26.9565
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,657,16,ALL,27.3429
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,706,17,ALL,27.0526
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,730,17,ALL,27.2564
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,681,16,ALL,27.5556
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,SSS,,Grade II or Equivalent,Unqualified,175,4,ALL,28.3333
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,SSS,,NCE,Qualified,159,4,ALL,29.0
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,Public,SSS,,PGDE,Qualified,119,3,ALL,29.0
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Adult & Non-Formal Education,,,Unqualified,54,1,ALL,26.3333
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,100,3,ALL,24.3333
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,36,1,ALL,26.5
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,36,1,ALL,26.5
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,18,0,ALL,26.0
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,54,1,ALL,26.3333
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,JSS,,BEd or Equivalent,Qualified,225,4,ALL,32.8
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,JSS,,Grade II or Equivalent,Unqualified,172,4,ALL,31.25
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,JSS,,MEd or Equivalent,Qualified,216,4,ALL,31.5
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,,,Unqualified,441,11,ALL,26.7917
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,467,11,ALL,27.24
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,,NCE,Qualified,441,11,ALL,26.7917
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,,PGDE,Qualified,441,11,ALL,26.7917
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,779,19,ALL,27.0238
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,753,18,ALL,27.425
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,675,16,ALL,27.3333
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,727,17,ALL,27.1538
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,753,18,ALL,27.425
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,649,16,ALL,27.0286
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,SSS,,MEd or Equivalent,Qualified,135,3,ALL,28.0
2022/2023,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,Public,SSS,,PGDE,Qualified,342,8,ALL,29.2941
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,42,2,ALL,15.25
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,12,0,ALL,17.0
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,47,2,ALL,13.8
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,559,13,ALL,27.1667
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,608,15,ALL,26.8485
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,583,14,ALL,27.4194
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,535,13,ALL,26.8966
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,413,10,ALL,27.3636
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,413,10,ALL,27.3636
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,413,10,ALL,27.3636
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,487,12,ALL,27.2692
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,Private,Adult & Non-Formal Education,,,Unqualified,9,0,ALL,13.0
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,54,2,ALL,19.5
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,18,0,ALL,26.0
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,27,1,ALL,19.5
2022/2023,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,36,1,ALL,26.0
