session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North West,Jigawa,Auyo,Kafur,"G/Tandu Primary School, G Tandu",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,57,1,ALL,57.0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,Private,SSS,,Grade II or Equivalent,Unqualified,382,6,ALL,63.7
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Female,Public,JSS,,NCE,Qualified,952,13,ALL,73.2
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafaradau Primary School, Kafardau",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,56,1,ALL,56.0
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafur Primary School, Kafur",Male,Private,Adult & Non-Formal Education,,,Unqualified,62,1,ALL,62.0
2022/2023,North West,Jigawa,Auyo,Kafur,"Shinge Primary School, Shinge",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,64,1,ALL,64.0
2022/2023,North West,Jigawa,Auyo,Tsidir,"Afarmo Primary School, Afarmo",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,68,1,ALL,68.0
2022/2023,North West,Jigawa,Auyo,Tsidir,"Akubushin Primary School, Akubushin",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,63,1,ALL,63.0
2022/2023,North West,Jigawa,Auyo,Tsidir,Galadimawa Nomadic Primary School,Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,69,1,ALL,69.0
2022/2023,North West,Jigawa,Auyo,Tsidir,"Junior Secondary School, Adaha",Male,Public,JSS,,PGDE,Qualified,655,9,ALL,72.8
2022/2023,North West,Jigawa,Auyo,Tsidir,"Kataudi Primary School, Kataudi",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Auyo,Tsidir,"Shiyo Primary School, Shiyo",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,68,1,ALL,68.0
2022/2023,North West,Jigawa,Auyo,Unik,Abuja Gl Nomadic Primary School,Female,Public,Adult & Non-Formal Education,,NCE,Qualified,65,1,ALL,65.0
2022/2023,North West,Jigawa,Auyo,Unik,"Junior Secondary School, Gasanya",Female,Public,JSS,,BEd or Equivalent,Qualified,213,3,ALL,71.0
2022/2023,North West,Jigawa,Auyo,Unik,"Junior Secondary School, Unik",Female,Public,JSS,,Grade II or Equivalent,Unqualified,367,5,ALL,73.4
2022/2023,North West,Jigawa,Auyo,Unik,"Junior Secondary School, Unik Babba",Male,Public,JSS,,BEd or Equivalent,Qualified,503,7,ALL,71.9
2022/2023,North West,Jigawa,Auyo,Unik,"Kigin Primary School, Kigin",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,65,1,ALL,65.0
2022/2023,North West,Jigawa,Auyo,Unik,"Unik Babba Primary School, Unik Babba",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,69,1,ALL,69.0
2022/2023,North West,Jigawa,Babura,Babura,"Akula Primary School, Babura Town",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Babura,"Alhaji Sani Babura Primary School, Kofar Yamma Tsallake",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,64,1,ALL,64.0
2022/2023,North West,Jigawa,Babura,Babura,Babura Academy Nursery And Primary School,Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,68,1,ALL,68.0
2022/2023,North West,Jigawa,Babura,Babura,"Babura Gabas Primary School, Babura",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Babura,"Babura Kudu Primary School, Babura",Male,Public,Adult & Non-Formal Education,,,Unqualified,72,1,ALL,72.0
2022/2023,North West,Jigawa,Babura,Babura,"Babura Model Islamiya Primary School, Babura",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,65,1,ALL,65.0
2022/2023,North West,Jigawa,Babura,Babura,"Babura Modelprimary School, Babura",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Babura,"Govt. Girls Unity Sss/ Junior Arabic Secondary School, Babura",Female,Public,JSS,,BEd or Equivalent,Qualified,283,4,ALL,70.8
2022/2023,North West,Jigawa,Babura,Babura,Jss Gurfai Babura,Female,Public,JSS,,NCE,Qualified,220,3,ALL,73.3
2022/2023,North West,Jigawa,Babura,Babura,Jss Muftahus Sunnah Al-Islamiyya  Babura,Male,Public,JSS,,BEd or Equivalent,Qualified,588,8,ALL,73.5
2022/2023,North West,Jigawa,Babura,Babura,Jss Muni,Female,Public,SSS,,NCE,Qualified,410,6,ALL,68.3
2022/2023,North West,Jigawa,Babura,Babura,Jss Sahab Academy Babura,Male,Public,SSS,,BEd or Equivalent,Qualified,352,5,ALL,70.4
2022/2023,North West,Jigawa,Babura,Babura,"Junior Arabic Secondary School, Babura Arewa",Female,Public,SSS,,NCE,Qualified,265,4,ALL,66.2
2022/2023,North West,Jigawa,Babura,Babura,"Junior Secondary School, Alhaji Sani Babura",Female,Public,SSS,,,Unqualified,141,2,ALL,70.5
2022/2023,North West,Jigawa,Babura,Babura,"Junior Secondary School, Babura Kudu",Male,Public,SSS,,MEd or Equivalent,Qualified,417,6,ALL,69.5
2022/2023,North West,Jigawa,Babura,Babura,"Madinatul Ahabab Islamiyya Primary School, Babura Kofar Yamma",Female,Public,Adult & Non-Formal Education,,,Unqualified,71,1,ALL,71.0
2022/2023,North West,Jigawa,Babura,Babura,Muftahus Sunnah Al-Islamiyya Primary School Babura,Male,Public,Adult & Non-Formal Education,,,Unqualified,71,1,ALL,71.0
2022/2023,North West,Jigawa,Babura,Babura,"Sahab Academy Schools, Babura",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,70,1,ALL,70.0
2022/2023,North West,Jigawa,Babura,Babura,"Tsangaya Islamiya M. Primary School, Babura",Male,Public,Adult & Non-Formal Education,,,Unqualified,70,1,ALL,70.0
2022/2023,North West,Jigawa,Babura,Batali,"Ballada Primary School, Ballada",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,66,1,ALL,66.0
2022/2023,North West,Jigawa,Babura,Batali,"Batali Primary School, Batali",Male,Public,Adult & Non-Formal Education,,,Unqualified,71,1,ALL,71.0
2022/2023,North West,Jigawa,Babura,Batali,"Dankanoprimary School, Dankano",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,71,1,ALL,71.0
2022/2023,North West,Jigawa,Babura,Batali,"Garin Ganau Primary School, Garin Ganau",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,68,1,ALL,68.0
2022/2023,North West,Jigawa,Babura,Batali,"Janmutum Primary School, Janmutum",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Batali,"Junior Secondary School, Batali",Female,Public,SSS,,NCE,Qualified,274,4,ALL,68.5
2022/2023,North West,Jigawa,Babura,Batali,"Junior Secondary School, Garin Ganau",Male,Public,SSS,,,Unqualified,146,2,ALL,73.0
2022/2023,North West,Jigawa,Babura,Batali,"Kufan Shirinya Primary School, Kufan Shirinya",Male,Public,Adult & Non-Formal Education,,,Unqualified,72,1,ALL,72.0
2022/2023,North West,Jigawa,Babura,Batali,"Malamawa Primary School, Malamawa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,64,1,ALL,64.0
2022/2023,North West,Jigawa,Babura,Batali,"Rataye Primary School, Rataye",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,65,1,ALL,65.0
2022/2023,North West,Jigawa,Babura,Batali,"Ung Toro Primary School, Unguwar Toro",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,64,1,ALL,64.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Bata Primary School, Bata",Male,Public,Adult & Non-Formal Education,,,Unqualified,72,1,ALL,72.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Danmarkeprimary School, Danmarke",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Dorawa Primary School, Dorawa",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,136,2,ALL,68.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Garun Gudinyaprimary School, Garun Gudunya",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,65,1,ALL,65.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Jansa Primary School, Jansa",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,68,1,ALL,68.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Junior Secondary School, Dorawa",Male,Public,SSS,,PGDE,Qualified,143,2,ALL,71.5
2022/2023,North West,Jigawa,Babura,Dorawa,"Junior Secondary School, Garun Gudinya",Female,Public,JSS,,BEd or Equivalent,Qualified,287,4,ALL,71.8
2022/2023,North West,Jigawa,Babura,Dorawa,"Kunyafa Primary School, Kunyafa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,66,1,ALL,66.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Manga Primary School, Manga",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,66,1,ALL,66.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Santarbi Primary School, Santarbi",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,53,1,ALL,53.0
2022/2023,North West,Jigawa,Babura,Dorawa,"Ung Tsamiya Nomadicprimary School, Unguwar Tsamiya",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,55,1,ALL,55.0
2022/2023,North West,Jigawa,Babura,Garu,"Abarmawa Nomadicp Rimary School, Abarmawa",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,58,1,ALL,58.0
2022/2023,North West,Jigawa,Babura,Garu,"Botsotsuwa Primary School, Botsotsuwa",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,53,1,ALL,53.0
2022/2023,North West,Jigawa,Babura,Garu,"Danyayi Primary School, Danyayi",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,58,1,ALL,58.0
2022/2023,North West,Jigawa,Babura,Garu,"Gidan Gide Primary School, Gidan Gide",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,56,1,ALL,56.0
2022/2023,North West,Jigawa,Babura,Garu,"Jaunareprimary School, Jaunare",Male,Private,Adult & Non-Formal Education,,,Unqualified,61,1,ALL,61.0
2022/2023,North West,Jigawa,Babura,Garu,"Junior Secondary School, Giginya",Female,Public,JSS,,NCE,Qualified,352,5,ALL,70.4
2022/2023,North West,Jigawa,Babura,Garu,"Kandi Primary School, Kandi",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,54,1,ALL,54.0
2022/2023,North West,Jigawa,Babura,Garu,"Kwando Primary School, Kwando",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,54,1,ALL,54.0
2022/2023,North West,Jigawa,Babura,Garu,"Marken Biki Primary School, Marken Biki",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,58,1,ALL,58.0
2022/2023,North West,Jigawa,Babura,Garu,"Sarkin Baka Primary School, Sarkin Baka",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,57,1,ALL,57.0
2022/2023,North West,Jigawa,Babura,Garu,"Yammaulu Primary School, Yammaulu",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,55,1,ALL,55.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Achiya Primary School, Achiya",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,52,1,ALL,52.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Bule Primary School, Bule",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,54,1,ALL,54.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Danzago Primary School, Danzago",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,58,1,ALL,58.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Gasakoli Primary School, Gasakoli",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,59,1,ALL,59.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Giginya Primary School, Giginya",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,57,1,ALL,57.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Jemawa Primary School, Jemawa",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,56,1,ALL,56.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Junior Secondary School, Haladawa",Male,Public,JSS,,Grade II or Equivalent,Unqualified,760,10,ALL,76.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Kyankyaro Primary School, Kyankyaro",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,52,1,ALL,52.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Masko Primary School, Masko",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,56,1,ALL,56.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Sarkin Kida Memorial Academy, Jigawar Danali",Female,Private,Adult & Non-Formal Education,,,Unqualified,57,1,ALL,57.0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Yarkirya Primary School, Yarkirya",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,56,1,ALL,56.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Aduware Primary School, Aduware",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,71,1,ALL,71.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Chirinbi Primary School, Chirinbi",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Dorayi Primary School, Dorayi",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,66,1,ALL,66.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Girdo Primary School, Girdo",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Insharuwa Primary School, Insharuwa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,66,1,ALL,66.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Jigawar Fulani Nomadic Primary School, Jigawar Fulani",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Junior Secondary School, Jigawar Danali",Female,Public,JSS,,,Unqualified,680,9,ALL,75.6
2022/2023,North West,Jigawa,Babura,Insharuwa,"Kyara Nomadic Primary School, Kyara",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Muni Nomadicprimary School, Muni",Male,Public,Adult & Non-Formal Education,,,Unqualified,70,1,ALL,70.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Tasawa Primary School, Tasawa",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,65,1,ALL,65.0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Zuru Primary School, Zuru",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,67,1,ALL,67.0
2022/2023,North West,Jigawa,Babura,Jigawa,"Duzau Primary School, Duzau",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,63,1,ALL,63.0
2022/2023,North West,Jigawa,Babura,Jigawa,"Gurfai Primary School, Gurfai",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,70,1,ALL,70.0
2022/2023,North West,Jigawa,Babura,Jigawa,"Jigawa I Primary School, Jigawa I",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,65,1,ALL,65.0
2022/2023,North West,Jigawa,Babura,Jigawa,"Jigawa Ii Primary School, Jagawa",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,70,1,ALL,70.0
