session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Private,SSS,,BEd or Equivalent,Qualified,81,2,ALL,40.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Private,SSS,,Grade II or Equivalent,Unqualified,215,5,ALL,43.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Private,SSS,,MEd or Equivalent,Qualified,203,5,ALL,40.6
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,JSS,,Grade II or Equivalent,Unqualified,246,5,ALL,49.2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,JSS,,NCE,Qualified,280,6,ALL,46.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,JSS,,PGDE,Qualified,280,6,ALL,46.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,SSS,,Grade II or Equivalent,Unqualified,215,5,ALL,43.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,SSS,,PGDE,Qualified,326,8,ALL,40.8
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,140,3,ALL,46.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,93,2,ALL,46.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,93,2,ALL,46.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,93,2,ALL,46.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,JSS,,,Unqualified,234,4,ALL,58.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,JSS,,BEd or Equivalent,Qualified,444,8,ALL,55.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,JSS,,NCE,Qualified,111,2,ALL,55.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,824,15,ALL,54.9
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1001,18,ALL,55.6
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,750,13,ALL,57.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,729,13,ALL,56.1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,685,12,ALL,57.1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,559,10,ALL,55.9
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,SSS,,MEd or Equivalent,Qualified,363,7,ALL,51.9
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,SSS,,NCE,Qualified,155,3,ALL,51.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,,Unqualified,108,2,ALL,54.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,96,2,ALL,48.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,108,2,ALL,54.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,96,2,ALL,48.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,96,2,ALL,48.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,JSS,,,Unqualified,231,4,ALL,57.8
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,JSS,,BEd or Equivalent,Qualified,219,4,ALL,54.8
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,JSS,,NCE,Qualified,219,4,ALL,54.8
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,732,13,ALL,56.3
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,805,13,ALL,61.9
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 3,,Unqualified,603,10,ALL,60.3
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,617,11,ALL,56.1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,562,10,ALL,56.2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,630,10,ALL,63.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,SSS,,BEd or Equivalent,Qualified,206,4,ALL,51.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,SSS,,MEd or Equivalent,Qualified,103,2,ALL,51.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,SSS,,NCE,Qualified,257,5,ALL,51.4
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,,Unqualified,104,2,ALL,52.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,94,2,ALL,47.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,104,2,ALL,52.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,141,3,ALL,47.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,94,2,ALL,47.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,JSS,,,Unqualified,283,5,ALL,56.6
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,JSS,,Grade II or Equivalent,Unqualified,679,12,ALL,56.6
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,,,Unqualified,663,11,ALL,60.3
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,483,9,ALL,53.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,784,13,ALL,60.3
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,,NCE,Qualified,537,10,ALL,53.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,964,17,ALL,56.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,771,14,ALL,55.1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1054,17,ALL,62.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,686,12,ALL,57.2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,637,11,ALL,57.9
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,714,13,ALL,54.9
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,SSS,,MEd or Equivalent,Qualified,195,4,ALL,48.8
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,SSS,,NCE,Qualified,146,3,ALL,48.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,SSS,,PGDE,Qualified,195,4,ALL,48.8
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,,Unqualified,105,2,ALL,52.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,244,5,ALL,48.8
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,158,3,ALL,52.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,146,3,ALL,48.7
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,98,2,ALL,49.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,JSS,,MEd or Equivalent,Qualified,286,5,ALL,57.2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,JSS,,NCE,Qualified,458,8,ALL,57.2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,,,Unqualified,240,4,ALL,60.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,840,14,ALL,60.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,,NCE,Qualified,1186,21,ALL,56.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1241,21,ALL,59.1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 2,,Unqualified,843,14,ALL,60.2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,830,15,ALL,55.3
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,774,13,ALL,59.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,715,12,ALL,59.6
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,745,12,ALL,62.1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,SSS,,BEd or Equivalent,Qualified,99,2,ALL,49.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,SSS,,MEd or Equivalent,Qualified,347,7,ALL,49.6
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,SSS,,NCE,Qualified,248,5,ALL,49.6
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Adult & Non-Formal Education,,,Unqualified,102,2,ALL,51.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,98,2,ALL,49.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,102,2,ALL,51.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,98,2,ALL,49.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,816,14,ALL,58.3
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,660,12,ALL,55.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,680,12,ALL,56.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,673,12,ALL,56.1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,575,10,ALL,57.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,644,11,ALL,58.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Adult & Non-Formal Education,,,Unqualified,109,2,ALL,54.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,109,2,ALL,54.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,152,3,ALL,50.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,152,3,ALL,50.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,872,14,ALL,62.3
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,792,14,ALL,56.6
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,858,15,ALL,57.2
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,776,13,ALL,59.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,661,11,ALL,60.1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,694,12,ALL,57.8
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,,Unqualified,82,2,ALL,41.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,75,2,ALL,37.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,82,2,ALL,41.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,75,2,ALL,37.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,75,2,ALL,37.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,75,2,ALL,37.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,,,Unqualified,402,8,ALL,50.2
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,,NCE,Qualified,1142,25,ALL,45.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,714,15,ALL,47.6
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,512,10,ALL,51.2
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,656,15,ALL,43.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,438,9,ALL,48.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 5,,Unqualified,437,9,ALL,48.6
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,486,11,ALL,44.2
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,,Unqualified,86,2,ALL,43.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,75,2,ALL,37.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,86,2,ALL,43.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,75,2,ALL,37.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,75,2,ALL,37.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,75,2,ALL,37.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,,,Unqualified,343,7,ALL,49.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,392,8,ALL,49.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,,NCE,Qualified,292,6,ALL,48.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,,PGDE,Qualified,340,7,ALL,48.6
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,638,14,ALL,45.6
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,481,10,ALL,48.1
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,498,11,ALL,45.3
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,437,9,ALL,48.6
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,506,11,ALL,46.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 6,,Unqualified,471,9,ALL,52.3
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,JSS,,,Unqualified,232,4,ALL,58.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,JSS,,BEd or Equivalent,Qualified,218,4,ALL,54.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,JSS,,PGDE,Qualified,218,4,ALL,54.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,SSS,,BEd or Equivalent,Qualified,103,2,ALL,51.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,SSS,,Grade II or Equivalent,Unqualified,157,3,ALL,52.3
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,SSS,,PGDE,Qualified,154,3,ALL,51.3
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,JSS,,BEd or Equivalent,Qualified,506,9,ALL,56.2
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,JSS,,Grade II or Equivalent,Unqualified,239,4,ALL,59.8
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,SSS,,Grade II or Equivalent,Unqualified,339,6,ALL,56.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,SSS,,MEd or Equivalent,Qualified,105,2,ALL,52.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,SSS,,PGDE,Qualified,105,2,ALL,52.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,,Unqualified,99,2,ALL,49.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,96,2,ALL,48.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,96,2,ALL,48.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,96,2,ALL,48.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,686,12,ALL,57.2
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 2,,Unqualified,783,13,ALL,60.2
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,745,13,ALL,57.3
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,848,14,ALL,60.6
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,591,11,ALL,53.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 6,,Unqualified,706,12,ALL,58.8
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,101,2,ALL,50.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,103,2,ALL,51.5
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,152,3,ALL,50.7
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,617,11,ALL,56.1
