session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,820,13,ALL,29.4857
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,Public,SSS,,,Unqualified,96,1,ALL,30.25
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,Public,SSS,,BEd or Equivalent,Qualified,203,3,ALL,31.875
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,Public,SSS,,Grade II or Equivalent,Unqualified,203,3,ALL,31.875
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,Public,SSS,,NCE,Qualified,96,1,ALL,30.25
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Adult & Non-Formal Education,,,Unqualified,43,1,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,75,1,ALL,23.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,32,1,ALL,20.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,75,1,ALL,23.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,JSS,,BEd or Equivalent,Qualified,725,9,ALL,35.0769
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1020,16,ALL,29.8605
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,954,14,ALL,30.025
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,790,12,ALL,30.1212
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,856,13,ALL,29.9167
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,790,12,ALL,30.1212
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,691,10,ALL,30.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,SSS,,BEd or Equivalent,Qualified,198,3,ALL,31.125
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,SSS,,Grade II or Equivalent,Unqualified,234,3,ALL,32.6667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Public,SSS,,NCE,Qualified,198,3,ALL,31.125
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Adult & Non-Formal Education,,,Unqualified,26,1,ALL,11.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,14,0,ALL,17.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,26,1,ALL,16.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,73,1,ALL,23.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,26,1,ALL,16.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,,,Unqualified,608,9,ALL,29.4231
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,485,7,ALL,30.55
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,243,4,ALL,30.6
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,,NCE,Qualified,577,9,ALL,30.25
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,303,5,ALL,29.3846
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,820,13,ALL,29.4857
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,880,13,ALL,29.9459
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,790,12,ALL,30.1212
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,759,12,ALL,29.8438
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,Primary 5,,Unqualified,638,10,ALL,29.7407
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,698,10,ALL,30.3103
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Adult & Non-Formal Education,,,Unqualified,21,0,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,53,1,ALL,22.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,64,1,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,43,1,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,43,1,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,,,Unqualified,527,8,ALL,30.1364
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1151,18,ALL,29.5714
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,,PGDE,Qualified,592,9,ALL,29.8
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,790,12,ALL,30.1212
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,856,13,ALL,29.9167
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,822,13,ALL,29.5714
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,790,12,ALL,30.1212
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,724,11,ALL,30.3667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,724,11,ALL,30.3667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,91,2,ALL,23.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,59,1,ALL,24.6667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,33,1,ALL,20.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,JSS,,BEd or Equivalent,Qualified,307,4,ALL,35.0909
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,JSS,,MEd or Equivalent,Qualified,281,4,ALL,35.4
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,JSS,,NCE,Qualified,346,5,ALL,33.4615
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1032,16,ALL,30.2093
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1002,15,ALL,30.0238
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,941,14,ALL,29.625
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,972,15,ALL,29.8293
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,820,13,ALL,29.4857
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,820,13,ALL,29.4857
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,SSS,,BEd or Equivalent,Qualified,299,4,ALL,31.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,SSS,,Grade II or Equivalent,Unqualified,75,1,ALL,31.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Public,SSS,,PGDE,Qualified,203,3,ALL,31.875
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,96,2,ALL,24.2
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,43,1,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,53,1,ALL,22.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,75,1,ALL,23.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,JSS,,BEd or Equivalent,Qualified,102,1,ALL,32.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,JSS,,Grade II or Equivalent,Unqualified,203,3,ALL,36.5714
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,JSS,,NCE,Qualified,560,7,ALL,35.25
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,1119,17,ALL,29.9574
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,987,15,ALL,29.5714
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,987,15,ALL,29.5714
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1085,17,ALL,29.6957
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,856,13,ALL,29.9167
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,790,12,ALL,30.1212
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,SSS,,BEd or Equivalent,Qualified,419,6,ALL,33.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Public,SSS,,PGDE,Qualified,210,3,ALL,33.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Adult & Non-Formal Education,,,Unqualified,33,1,ALL,20.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,157,3,ALL,22.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,66,1,ALL,27.6667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,14,0,ALL,17.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,33,1,ALL,20.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,JSS,,,Unqualified,153,2,ALL,32.1667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,JSS,,BEd or Equivalent,Qualified,90,1,ALL,37.6667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,JSS,,Grade II or Equivalent,Unqualified,205,3,ALL,36.8571
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,JSS,,MEd or Equivalent,Qualified,384,5,ALL,34.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,JSS,,NCE,Qualified,205,3,ALL,36.8571
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1245,19,ALL,29.566
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1397,21,ALL,30.3103
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,,NCE,Qualified,334,5,ALL,30.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,365,5,ALL,30.6
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,880,13,ALL,29.9459
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,972,15,ALL,29.8293
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1093,17,ALL,29.913
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1063,16,ALL,29.7333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1093,17,ALL,29.913
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,941,14,ALL,29.625
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,SSS,,BEd or Equivalent,Qualified,341,5,ALL,33.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,SSS,,MEd or Equivalent,Qualified,128,2,ALL,32.2
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Public,SSS,,NCE,Qualified,309,4,ALL,32.4167
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,53,1,ALL,22.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,106,2,ALL,22.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,32,1,ALL,20.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,139,3,ALL,25.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,85,2,ALL,21.4
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,JSS,,BEd or Equivalent,Qualified,612,8,ALL,35.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,JSS,,Grade II or Equivalent,Unqualified,344,5,ALL,33.3077
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1481,22,ALL,30.0645
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,658,10,ALL,29.5714
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,,PGDE,Qualified,724,11,ALL,30.3667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1151,17,ALL,30.1875
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1053,16,ALL,30.1136
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1119,17,ALL,29.9574
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1020,16,ALL,29.8605
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,1085,17,ALL,29.6957
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1020,16,ALL,29.8605
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,SSS,,,Unqualified,245,3,ALL,34.2222
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,SSS,,BEd or Equivalent,Qualified,292,4,ALL,33.3636
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Public,SSS,,NCE,Qualified,269,4,ALL,33.8
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Adult & Non-Formal Education,,,Unqualified,59,1,ALL,24.6667
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,65,1,ALL,20.5
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,52,1,ALL,22.0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,JSS,,BEd or Equivalent,Qualified,115,1,ALL,36.25
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,JSS,,Grade II or Equivalent,Unqualified,281,4,ALL,35.4
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,JSS,,MEd or Equivalent,Qualified,141,2,ALL,35.4
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,JSS,,NCE,Qualified,294,4,ALL,33.6364
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1032,16,ALL,30.2093
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,910,14,ALL,30.1579
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,941,14,ALL,29.625
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,941,14,ALL,29.625
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,698,10,ALL,30.3103
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,Pre-Primary/Primary,Primary 6,,Unqualified,790,12,ALL,30.1212
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,SSS,,Grade II or Equivalent,Unqualified,341,5,ALL,33.0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,SSS,,NCE,Qualified,85,1,ALL,35.6667
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Public,SSS,,PGDE,Qualified,191,3,ALL,34.4286
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,32,1,ALL,20.0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,43,1,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,86,1,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,86,1,ALL,27.0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,JSS,,BEd or Equivalent,Qualified,267,4,ALL,33.6
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,JSS,,Grade II or Equivalent,Unqualified,280,4,ALL,35.2
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,JSS,,PGDE,Qualified,229,3,ALL,36.0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,921,14,ALL,29.7179
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,888,13,ALL,30.2162
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,888,13,ALL,30.2162
