session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,JSS,,PGDE,Qualified,84,5,ALL,16.8
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,480,30,ALL,16.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,407,22,ALL,18.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,349,19,ALL,18.3684
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,393,21,ALL,18.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,Pre-Primary/Primary,Primary 5,,Unqualified,349,22,ALL,15.8636
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,364,20,ALL,18.2
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,SSS,,BEd or Equivalent,Qualified,68,4,ALL,17.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Public,SSS,,PGDE,Qualified,151,8,ALL,18.875
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,,Unqualified,3,1,ALL,3.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,40,2,ALL,20.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,11,1,ALL,11.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,9,1,ALL,9.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,26,1,ALL,26.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,6,1,ALL,6.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,JSS,,BEd or Equivalent,Qualified,68,4,ALL,17.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,JSS,,MEd or Equivalent,Qualified,80,4,ALL,20.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,JSS,,NCE,Qualified,88,5,ALL,17.6
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,,,Unqualified,93,4,ALL,23.25
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,119,7,ALL,17.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,,NCE,Qualified,423,24,ALL,17.625
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,212,12,ALL,17.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,331,19,ALL,17.4211
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,410,23,ALL,17.8261
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,370,17,ALL,21.7647
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,331,19,ALL,17.4211
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,251,14,ALL,17.9286
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,317,18,ALL,17.6111
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,SSS,,BEd or Equivalent,Qualified,21,2,ALL,10.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,SSS,,MEd or Equivalent,Qualified,121,6,ALL,20.1667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Public,SSS,,PGDE,Qualified,25,2,ALL,12.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Adult & Non-Formal Education,,,Unqualified,18,1,ALL,18.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31,1,ALL,31.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,36,1,ALL,36.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,18,1,ALL,18.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,22,2,ALL,11.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,JSS,,BEd or Equivalent,Qualified,211,10,ALL,21.1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,203,10,ALL,20.3
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,,NCE,Qualified,451,23,ALL,19.6087
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,,PGDE,Qualified,233,12,ALL,19.4167
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,378,19,ALL,19.8947
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,Primary 2,,Unqualified,364,18,ALL,20.2222
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,349,17,ALL,20.5294
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,349,17,ALL,20.5294
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,276,14,ALL,19.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,305,15,ALL,20.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,SSS,,BEd or Equivalent,Qualified,119,5,ALL,23.8
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Public,SSS,,NCE,Qualified,68,3,ALL,22.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Adult & Non-Formal Education,,,Unqualified,12,1,ALL,12.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,17,1,ALL,17.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,17,1,ALL,17.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,JSS,,BEd or Equivalent,Qualified,36,2,ALL,18.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,JSS,,NCE,Qualified,48,3,ALL,16.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,JSS,,PGDE,Qualified,160,10,ALL,16.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,331,21,ALL,15.7619
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,370,24,ALL,15.4167
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,344,22,ALL,15.6364
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,331,21,ALL,15.7619
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Pre-Primary/Primary,Primary 5,,Unqualified,265,16,ALL,16.5625
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,Pre-Primary/Primary,Primary 6,,Unqualified,291,17,ALL,17.1176
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,SSS,,BEd or Equivalent,Qualified,53,3,ALL,17.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Private,SSS,,Grade II or Equivalent,Unqualified,121,6,ALL,20.1667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Adult & Non-Formal Education,,,Unqualified,9,1,ALL,9.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,18,2,ALL,9.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,18,2,ALL,9.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,9,2,ALL,4.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,JSS,,Grade II or Equivalent,Unqualified,72,4,ALL,18.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,JSS,,MEd or Equivalent,Qualified,76,5,ALL,15.2
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,JSS,,NCE,Qualified,76,5,ALL,15.2
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,334,22,ALL,15.1818
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,349,25,ALL,13.96
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,334,24,ALL,13.9167
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,320,23,ALL,13.913
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,291,19,ALL,15.3158
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,Pre-Primary/Primary,Primary 6,,Unqualified,291,19,ALL,15.3158
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,SSS,,BEd or Equivalent,Qualified,59,4,ALL,14.75
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,SSS,,MEd or Equivalent,Qualified,59,4,ALL,14.75
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Private,SSS,,NCE,Qualified,68,5,ALL,13.6
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,23,2,ALL,11.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,11,2,ALL,5.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,23,2,ALL,11.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,11,2,ALL,5.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,JSS,,,Unqualified,72,3,ALL,24.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,JSS,,BEd or Equivalent,Qualified,84,4,ALL,21.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,JSS,,MEd or Equivalent,Qualified,68,3,ALL,22.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,397,28,ALL,14.1786
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,331,23,ALL,14.3913
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,370,18,ALL,20.5556
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,357,25,ALL,14.28
