"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","79","78","53","16","17","0","1","25","38","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","89","88","61","25","17","8","1","27","36","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","65","64","47","16","16","0","1","17","32","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","52","51","37","15","15","0","1","14","21","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","82","81","61","24","16","8","1","20","37","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dabule","North East","Yobe","Nguru","Dabule","","72","71","50","16","16","0","1","21","35","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","150","148","98","40","41","0","2","50","59","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","55","54","37","16","16","0","1","17","22","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","51","50","38","24","25","0","1","12","14","0"
"2019/2020","Female","all","NABTEB","University","ward","Dagona","North East","Yobe","Bade","Dagona","","187","184","128","40","42","0","3","56","88","0"
"2019/2020","Female","all","NABTEB","University","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","96","95","69","41","33","8","1","26","29","8"
"2019/2020","Female","all","NABTEB","University","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","69","68","53","33","33","0","1","15","21","0"
"2019/2020","Female","all","NABTEB","University","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","105","103","74","25","17","8","2","29","49","8"
"2019/2020","Female","all","NABTEB","University","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","187","184","138","48","49","0","3","46","90","0"
"2019/2020","Female","all","NABTEB","University","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","107","105","77","40","41","0","2","28","37","0"
"2019/2020","Female","all","NABTEB","University","ward","Dabule","North East","Yobe","Nguru","Dabule","","58","57","42","16","16","0","1","15","26","0"
"2019/2020","Female","all","NABTEB","University","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","161","159","118","57","49","8","2","41","62","8"
"2019/2020","Female","all","NABTEB","University","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","173","170","125","57","49","8","3","45","68","8"
"2019/2020","Female","all","NABTEB","University","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","218","215","153","48","48","0","3","62","105","0"
"2019/2020","Female","all","NECO","College of Education","ward","Dagona","North East","Yobe","Bade","Dagona","","107","105","72","23","19","4","2","33","50","4"
"2019/2020","Female","all","NECO","College of Education","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","396","390","268","98","87","13","6","122","170","13"
"2019/2020","Female","all","NECO","College of Education","ward","Katuzu","North East","Yobe","Bade","Katuzu","","469","462","337","116","100","16","7","125","221","16"
"2019/2020","Female","all","NECO","College of Education","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","192","189","122","35","31","4","3","67","87","4"
"2019/2020","Female","all","NECO","College of Education","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","260","256","181","64","62","4","4","75","118","4"
"2019/2020","Female","all","NECO","College of Education","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","298","294","209","81","74","7","4","85","128","7"
"2019/2020","Female","all","NECO","College of Education","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","387","382","278","99","86","13","5","104","179","13"
"2019/2020","Female","all","NECO","College of Education","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","203","200","137","41","37","4","3","63","96","4"
"2019/2020","Female","all","NECO","College of Education","ward","Dabule","North East","Yobe","Nguru","Dabule","","285","281","196","70","62","8","4","85","126","8"
"2019/2020","Female","all","NECO","College of Education","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","109","107","83","40","36","4","2","24","43","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","115","113","81","29","25","4","2","32","53","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Bindigari/Fawari","North East","Yobe","Damaturu","Bindigari/Fawari","","808","796","595","222","188","35","12","201","372","35"
"2019/2020","Female","all","NECO","Polytechnic","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","521","514","374","139","123","16","7","140","235","16"
"2019/2020","Female","all","NECO","Polytechnic","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","528","520","367","122","111","11","8","153","245","11"
"2019/2020","Female","all","NECO","Polytechnic","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","169","166","113","29","25","4","3","53","84","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","172","169","119","41","37","4","3","50","79","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","128","126","93","35","31","4","2","33","59","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","102","100","75","35","31","4","2","25","41","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","155","153","116","41","37","4","2","37","76","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Dabule","North East","Yobe","Nguru","Dabule","","125","123","95","40","36","4","2","28","55","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","297","292","206","69","61","8","5","86","137","8"
"2019/2020","Female","all","NECO","Polytechnic","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","98","97","72","23","19","4","1","25","49","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","98","97","72","35","31","4","1","25","38","4"
"2019/2020","Female","all","NECO","University","ward","Dagona","North East","Yobe","Bade","Dagona","","318","314","217","65","56","10","4","97","152","10"
"2019/2020","Female","all","NECO","University","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","182","179","128","53","44","9","3","51","76","9"
"2019/2020","Female","all","NECO","University","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","123","121","87","41","37","4","2","34","47","4"
"2019/2020","Female","all","NECO","University","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","198","195","128","35","31","4","3","67","94","4"
"2019/2020","Female","all","NECO","University","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","320","316","220","69","55","14","4","96","151","14"
"2019/2020","Female","all","NECO","University","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","184","181","122","45","38","8","3","59","76","8"
"2019/2020","Female","all","NECO","University","ward","Dabule","North East","Yobe","Nguru","Dabule","","98","97","66","23","19","4","1","31","44","4"
"2019/2020","Female","all","NECO","University","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","301","297","227","93","86","7","4","70","134","7"
"2019/2020","Female","all","NECO","University","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","333","328","243","111","100","11","5","85","133","11"
"2019/2020","Female","all","NECO","University","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","443","437","306","111","99","12","6","131","195","12"
"2019/2020","Female","all","WAEC","College of Education","ward","Dagona","North East","Yobe","Bade","Dagona","","124","122","79","25","22","3","2","43","55","3"
"2019/2020","Female","all","WAEC","College of Education","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","539","531","365","143","132","11","8","166","223","11"
"2019/2020","Female","all","WAEC","College of Education","ward","Katuzu","North East","Yobe","Bade","Katuzu","","646","635","440","159","136","23","11","195","281","23"
"2019/2020","Female","all","WAEC","College of Education","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","236","233","170","46","38","8","3","63","124","8"
"2019/2020","Female","all","WAEC","College of Education","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","295","291","211","87","77","10","4","80","124","10"
"2019/2020","Female","all","WAEC","College of Education","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","374","368","261","102","93","9","6","107","160","9"
"2019/2020","Female","all","WAEC","College of Education","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","485","479","345","137","125","12","6","134","208","12"
"2019/2020","Female","all","WAEC","College of Education","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","294","290","197","76","66","10","4","93","122","10"
"2019/2020","Female","all","WAEC","College of Education","ward","Dabule","North East","Yobe","Nguru","Dabule","","374","368","254","97","88","9","6","114","157","9"
"2019/2020","Female","all","WAEC","College of Education","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","139","137","104","51","44","7","2","33","54","7"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","159","157","110","51","44","7","2","47","60","7"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Bindigari/Fawari","North East","Yobe","Damaturu","Bindigari/Fawari","","985","970","714","279","252","27","15","256","436","27"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","660","650","469","188","169","19","10","181","282","19"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","694","685","486","173","154","19","9","199","313","19"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","194","191","129","41","38","3","3","62","88","3"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","233","230","158","56","49","7","3","72","103","7"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","156","154","115","45","43","2","2","39","69","2"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","137","135","100","41","38","3","2","35","59","3"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","186","183","134","51","49","2","3","49","83","2"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Dabule","North East","Yobe","Nguru","Dabule","","186","183","129","46","44","2","3","54","83","2"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","357","351","247","87","77","10","6","104","160","10"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","120","118","80","30","27","3","2","38","50","3"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","122","120","90","36","33","3","2","30","54","3"
"2019/2020","Female","all","WAEC","University","ward","Dagona","North East","Yobe","Bade","Dagona","","466","459","316","112","98","14","7","143","204","14"
"2019/2020","Female","all","WAEC","University","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","213","210","153","71","66","5","3","57","83","5"
"2019/2020","Female","all","WAEC","University","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","183","180","125","56","49","7","3","55","70","7"
"2019/2020","Female","all","WAEC","University","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","249","245","171","56","49","7","4","74","116","7"
"2019/2020","Female","all","WAEC","University","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","467","460","328","117","103","15","7","132","210","15"
"2019/2020","Female","all","WAEC","University","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","259","256","185","66","60","6","3","71","119","6"
"2019/2020","Female","all","WAEC","University","ward","Dabule","North East","Yobe","Nguru","Dabule","","135","133","93","36","33","3","2","40","57","3"
"2019/2020","Female","all","WAEC","University","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","377","371","261","102","88","14","6","110","160","14"
"2019/2020","Female","all","WAEC","University","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","445","438","328","136","120","16","7","110","191","16"
"2019/2020","Female","all","WAEC","University","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","507","500","349","133","120","13","7","151","216","13"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Dagona","North East","Yobe","Bade","Dagona","","10","10","7","0","0","0","0","3","7","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","30","30","22","8","8","0","0","8","16","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Katuzu","North East","Yobe","Bade","Katuzu","","35","35","24","0","0","0","0","10","24","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","8","8","6","0","0","0","0","2","6","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","17","17","11","7","7","0","0","6","6","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","20","20","12","0","0","0","0","8","12","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","26","26","17","15","15","0","0","9","6","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","10","10","8","7","7","0","0","2","2","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Dabule","North East","Yobe","Nguru","Dabule","","18","18","12","0","0","0","0","6","12","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","8","8","5","6","6","0","0","3","0","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Bindigari/Fawari","North East","Yobe","Damaturu","Bindigari/Fawari","","42","42","30","7","7","0","0","12","23","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","31","31","18","7","7","0","0","13","12","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","31","31","20","0","0","0","0","11","20","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","8","8","6","0","0","0","0","2","6","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","9","9","6","0","0","0","0","3","6","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Dabule","North East","Yobe","Nguru","Dabule","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","19","19","10","0","0","0","0","9","10","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","8","8","5","6","6","0","0","3","0","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Dagona","North East","Yobe","Bade","Dagona","","28","28","19","0","0","0","0","9","19","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","10","10","8","7","7","0","0","2","2","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","8","8","6","6","6","0","0","2","0","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","26","26","17","8","8","0","0","9","12","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","18","18","12","8","8","0","0","6","6","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Dabule","North East","Yobe","Nguru","Dabule","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","20","20","11","8","8","0","0","9","6","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","21","21","15","7","7","0","0","6","7","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","26","26","16","0","0","0","0","10","16","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Dagona","North East","Yobe","Bade","Dagona","","10","10","5","0","0","0","0","5","5","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","43","43","27","12","12","0","0","16","15","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Katuzu","North East","Yobe","Bade","Katuzu","","43","43","23","12","12","0","0","20","12","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","15","15","8","6","6","0","0","7","3","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","29","29","21","12","12","0","0","8","9","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","40","40","27","12","12","0","0","13","15","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","47","47","33","12","12","0","0","14","21","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","23","23","14","0","0","0","0","9","14","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Dabule","North East","Yobe","Nguru","Dabule","","33","33","20","12","12","0","0","13","9","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","10","10","8","5","5","0","0","2","3","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","10","10","8","5","5","0","0","2","3","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Bindigari/Fawari","North East","Yobe","Damaturu","Bindigari/Fawari","","87","87","61","12","12","0","0","26","49","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","56","56","39","12","12","0","0","17","27","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","56","56","38","12","12","0","0","18","26","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","15","15","8","0","0","0","0","7","8","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","15","15","8","6","6","0","0","7","3","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","15","15","11","6","6","0","0","4","6","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","10","10","5","5","5","0","0","5","0","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","15","15","11","0","0","0","0","4","11","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Dabule","North East","Yobe","Nguru","Dabule","","15","15","11","6","6","0","0","4","6","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","32","32","24","12","12","0","0","8","12","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","10","10","5","0","0","0","0","5","5","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","10","10","5","5","5","0","0","5","0","0"
"2019/2020","Female","disabled","NECO","University","ward","Dagona","North East","Yobe","Bade","Dagona","","40","40","23","6","6","0","0","17","18","0"
"2019/2020","Female","disabled","NECO","University","ward","Damakasu","North East","Yobe","Damaturu","Damakasu","","26","26","17","6","6","0","0","9","11","0"
"2019/2020","Female","disabled","NECO","University","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","10","10","8","5","5","0","0","2","3","0"
"2019/2020","Female","disabled","NECO","University","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","18","18","12","0","0","0","0","6","12","0"
"2019/2020","Female","disabled","NECO","University","ward","Damakarwa/Kusur","North East","Yobe","Geidam","Damakarwa/Kusur","","35","35","21","6","6","0","0","14","15","0"
"2019/2020","Female","disabled","NECO","University","ward","Bulanguwa","North East","Yobe","Nguru","Bulanguwa","","21","21","11","6","6","0","0","10","6","0"
"2019/2020","Female","disabled","NECO","University","ward","Dabule","North East","Yobe","Nguru","Dabule","","13","13","9","6","6","0","0","4","3","0"
"2019/2020","Female","disabled","NECO","University","ward","Bare-Bare/Bauya/Lalai Dumbulwa","North East","Yobe","Potiskum","Bare-Bare/Bauya/Lalai Dumbulwa","","34","34","24","12","12","0","0","10","12","0"
"2019/2020","Female","disabled","NECO","University","ward","Bolewa 'A'","North East","Yobe","Potiskum","Bolewa 'A'","","42","42","30","12","12","0","0","12","18","0"
"2019/2020","Female","disabled","NECO","University","ward","Bolewa 'B'","North East","Yobe","Potiskum","Bolewa 'B'","","47","47","29","18","18","0","0","18","12","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Dagona","North East","Yobe","Bade","Dagona","","13","13","9","0","0","0","0","4","9","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Gwio-Kura","North East","Yobe","Bade","Gwio-Kura","","55","55","36","15","18","0","0","19","21","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Katuzu","North East","Yobe","Bade","Katuzu","","51","51","33","9","11","0","0","18","24","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Damaturu Central","North East","Yobe","Damaturu","Damaturu Central","","20","20","13","0","0","0","0","7","13","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Asheikri","North East","Yobe","Geidam","Asheikri","","29","29","19","9","11","0","0","10","10","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Balle/Gallaba/Meleri","North East","Yobe","Geidam","Balle/Gallaba/Meleri","","50","50","33","10","12","0","0","17","23","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Bulabulin","North East","Yobe","Nguru","Bulabulin","","55","55","37","14","14","0","0","18","23","0"
