session,gender,disability_scope,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,Polytechnic,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,437,430,298,116,99,17,7,132,182,17
2019/2020,Female,all,NABTEB,Polytechnic,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,334,329,209,68,57,11,5,120,141,11
2019/2020,Female,all,NABTEB,Polytechnic,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,302,298,209,88,79,9,4,89,121,9
2019/2020,Female,all,NABTEB,Polytechnic,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,310,305,196,61,49,12,5,109,135,12
2019/2020,Female,all,NABTEB,Polytechnic,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,214,211,138,61,49,12,3,73,77,12
2019/2020,Female,all,NABTEB,Polytechnic,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,167,165,116,41,36,5,2,49,75,5
2019/2020,Female,all,NABTEB,Polytechnic,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,71,70,49,20,21,0,1,21,29,0
2019/2020,Female,all,NABTEB,Polytechnic,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,151,149,102,41,35,6,2,47,61,6
2019/2020,Female,all,NABTEB,Polytechnic,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,465,458,284,102,85,17,7,174,182,17
2019/2020,Female,all,NABTEB,Polytechnic,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,167,165,102,34,28,6,2,63,68,6
2019/2020,Female,all,NABTEB,Polytechnic,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,112,110,67,13,14,0,2,43,54,0
2019/2020,Female,all,NABTEB,Polytechnic,ward,Aguda,South West,Lagos,Surulere,Aguda,,179,176,125,47,43,4,3,51,78,4
2019/2020,Female,all,NABTEB,Polytechnic,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,195,192,129,41,36,5,3,63,88,5
2019/2020,Female,all,NABTEB,University,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,226,223,146,54,49,6,3,77,92,6
2019/2020,Female,all,NABTEB,University,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,163,161,111,41,36,5,2,50,70,5
2019/2020,Female,all,NABTEB,University,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,79,78,53,20,21,0,1,25,33,0
2019/2020,Female,all,NABTEB,University,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,179,176,102,34,28,6,3,74,68,6
2019/2020,Female,all,NABTEB,University,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,91,90,58,27,28,0,1,32,31,0
2019/2020,Female,all,NABTEB,University,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,374,369,245,88,77,12,5,124,157,12
2019/2020,Female,all,NABTEB,University,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,310,306,191,61,50,11,4,115,130,11
2019/2020,Female,all,NABTEB,University,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,386,380,245,81,70,12,6,135,164,12
2019/2020,Female,all,NABTEB,University,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,71,70,49,20,21,0,1,21,29,0
2019/2020,Female,all,NABTEB,University,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,238,235,147,47,42,6,3,88,100,6
2019/2020,Female,all,NABTEB,University,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,267,263,165,61,49,12,4,98,104,12
2019/2020,Female,all,NABTEB,University,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,123,121,80,34,28,6,2,41,46,6
2019/2020,Female,all,NABTEB,University,ward,Aguda,South West,Lagos,Surulere,Aguda,,108,106,71,27,28,0,2,35,44,0
2019/2020,Female,all,NABTEB,University,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,282,278,178,61,49,12,4,100,117,12
2019/2020,Female,all,NECO,College of Education,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,203,200,144,66,55,11,3,56,78,11
2019/2020,Female,all,NECO,College of Education,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,190,187,120,48,43,5,3,67,72,5
2019/2020,Female,all,NECO,College of Education,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,544,536,337,108,92,16,8,199,229,16
2019/2020,Female,all,NECO,College of Education,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,138,136,96,42,37,5,2,40,54,5
2019/2020,Female,all,NECO,College of Education,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,177,174,120,48,43,5,3,54,72,5
2019/2020,Female,all,NECO,College of Education,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,613,604,406,151,129,22,9,198,255,22
2019/2020,Female,all,NECO,College of Education,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,255,251,148,42,37,5,4,103,106,5
2019/2020,Female,all,NECO,College of Education,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,323,319,196,66,56,10,4,123,130,10
2019/2020,Female,all,NECO,College of Education,ward,Aguda,South West,Lagos,Surulere,Aguda,,462,455,305,121,104,17,7,150,184,17
2019/2020,Female,all,NECO,College of Education,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,125,123,80,30,25,5,2,43,50,5
2019/2020,Female,all,NECO,Polytechnic,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,393,387,244,90,80,10,6,143,154,10
2019/2020,Female,all,NECO,Polytechnic,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,863,851,561,205,178,27,12,290,356,27
2019/2020,Female,all,NECO,Polytechnic,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,609,600,385,132,116,16,9,215,253,16
2019/2020,Female,all,NECO,Polytechnic,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,570,562,386,145,123,22,8,176,241,22
2019/2020,Female,all,NECO,Polytechnic,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,640,630,406,145,123,22,10,224,261,22
2019/2020,Female,all,NECO,Polytechnic,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,410,404,269,115,99,16,6,135,154,16
2019/2020,Female,all,NECO,Polytechnic,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,311,306,197,72,61,11,5,109,125,11
2019/2020,Female,all,NECO,Polytechnic,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,125,123,88,42,37,5,2,35,46,5
2019/2020,Female,all,NECO,Polytechnic,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,264,260,164,54,49,5,4,96,110,5
2019/2020,Female,all,NECO,Polytechnic,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,871,859,526,168,147,21,12,333,358,21
2019/2020,Female,all,NECO,Polytechnic,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,320,315,205,66,55,11,5,110,139,11
2019/2020,Female,all,NECO,Polytechnic,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,186,183,116,36,31,5,3,67,80,5
2019/2020,Female,all,NECO,Polytechnic,ward,Aguda,South West,Lagos,Surulere,Aguda,,333,328,221,79,67,12,5,107,142,12
2019/2020,Female,all,NECO,Polytechnic,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,337,332,229,85,74,11,5,103,144,11
2019/2020,Female,all,NECO,University,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,406,400,264,108,92,16,6,136,156,16
2019/2020,Female,all,NECO,University,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,307,302,213,91,80,11,5,89,122,11
2019/2020,Female,all,NECO,University,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,147,145,96,36,31,5,2,49,60,5
2019/2020,Female,all,NECO,University,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,423,417,273,85,68,17,6,144,188,17
2019/2020,Female,all,NECO,University,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,155,153,100,48,43,5,2,53,52,5
2019/2020,Female,all,NECO,University,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,643,634,417,138,123,15,9,217,279,15
2019/2020,Female,all,NECO,University,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,540,532,346,120,104,16,8,186,226,16
2019/2020,Female,all,NECO,University,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,756,745,501,168,147,21,11,244,333,21
2019/2020,Female,all,NECO,University,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,164,162,104,42,37,5,2,58,62,5
2019/2020,Female,all,NECO,University,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,506,498,321,108,92,16,8,177,213,16
2019/2020,Female,all,NECO,University,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,501,494,317,102,92,10,7,177,215,10
2019/2020,Female,all,NECO,University,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,229,226,144,48,43,5,3,82,96,5
2019/2020,Female,all,NECO,University,ward,Aguda,South West,Lagos,Surulere,Aguda,,203,200,140,60,49,11,3,60,80,11
2019/2020,Female,all,NECO,University,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,591,583,386,132,110,22,8,197,254,22
2019/2020,Female,all,WAEC,College of Education,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,250,246,163,57,55,2,4,83,106,2
2019/2020,Female,all,WAEC,College of Education,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,254,250,170,57,50,7,4,80,113,7
2019/2020,Female,all,WAEC,College of Education,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,674,664,438,140,127,13,10,226,298,13
2019/2020,Female,all,WAEC,College of Education,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,179,176,116,47,44,3,3,60,69,3
2019/2020,Female,all,WAEC,College of Education,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,236,233,167,62,55,7,3,66,105,7
2019/2020,Female,all,WAEC,College of Education,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,723,712,471,187,172,15,11,241,284,15
2019/2020,Female,all,WAEC,College of Education,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,329,324,199,57,50,7,5,125,142,7
2019/2020,Female,all,WAEC,College of Education,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,378,372,239,84,78,6,6,133,155,6
2019/2020,Female,all,WAEC,College of Education,ward,Aguda,South West,Lagos,Surulere,Aguda,,641,631,412,155,139,16,10,219,257,16
2019/2020,Female,all,WAEC,College of Education,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,158,156,105,36,33,3,2,51,69,3
2019/2020,Female,all,WAEC,Polytechnic,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,490,483,301,104,94,10,7,182,197,10
2019/2020,Female,all,WAEC,Polytechnic,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,1176,1159,779,295,266,29,17,380,484,29
2019/2020,Female,all,WAEC,Polytechnic,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,770,758,474,155,144,11,12,284,319,11
2019/2020,Female,all,WAEC,Polytechnic,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,652,643,438,181,166,15,9,205,257,15
2019/2020,Female,all,WAEC,Polytechnic,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,802,791,521,181,167,14,11,270,340,14
2019/2020,Female,all,WAEC,Polytechnic,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,503,496,344,135,122,13,7,152,209,13
2019/2020,Female,all,WAEC,Polytechnic,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,432,426,286,98,89,9,6,140,188,9
2019/2020,Female,all,WAEC,Polytechnic,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,141,139,98,36,33,3,2,41,62,3
2019/2020,Female,all,WAEC,Polytechnic,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,341,336,214,78,72,6,5,122,136,6
2019/2020,Female,all,WAEC,Polytechnic,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,1215,1197,775,274,244,30,18,422,501,30
2019/2020,Female,all,WAEC,Polytechnic,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,403,397,250,88,83,5,6,147,162,5
2019/2020,Female,all,WAEC,Polytechnic,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,246,242,159,52,44,8,4,83,107,8
2019/2020,Female,all,WAEC,Polytechnic,ward,Aguda,South West,Lagos,Surulere,Aguda,,445,438,293,124,111,13,7,145,169,13
2019/2020,Female,all,WAEC,Polytechnic,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,494,487,329,114,100,14,7,158,215,14
2019/2020,Female,all,WAEC,University,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,591,582,384,150,139,11,9,198,234,11
2019/2020,Female,all,WAEC,University,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,395,389,275,109,100,9,6,114,166,9
2019/2020,Female,all,WAEC,University,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,162,160,101,36,33,3,2,59,65,3
2019/2020,Female,all,WAEC,University,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,458,451,279,93,83,10,7,172,186,10
2019/2020,Female,all,WAEC,University,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,220,217,152,57,50,7,3,65,95,7
2019/2020,Female,all,WAEC,University,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,910,896,576,192,171,21,14,320,384,21
2019/2020,Female,all,WAEC,University,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,754,742,485,171,155,16,12,257,314,16
2019/2020,Female,all,WAEC,University,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,973,959,627,217,193,24,14,332,410,24
2019/2020,Female,all,WAEC,University,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,200,197,127,42,39,3,3,70,85,3
2019/2020,Female,all,WAEC,University,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,616,607,388,135,122,13,9,219,253,13
2019/2020,Female,all,WAEC,University,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,736,725,474,160,144,16,11,251,314,16
2019/2020,Female,all,WAEC,University,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,308,303,203,62,55,7,5,100,141,7
2019/2020,Female,all,WAEC,University,ward,Aguda,South West,Lagos,Surulere,Aguda,,278,274,188,73,66,7,4,86,115,7
2019/2020,Female,all,WAEC,University,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,731,720,478,166,149,17,11,242,312,17
2019/2020,Female,disabled,NABTEB,College of Education,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,32,32,18,14,14,0,0,14,4,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,38,38,26,14,14,0,0,12,12,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,32,32,18,14,14,0,0,14,4,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Aguda,South West,Lagos,Surulere,Aguda,,36,36,22,14,14,0,0,14,8,0
2019/2020,Female,disabled,NABTEB,College of Education,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,32,32,18,14,14,0,0,14,4,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,51,51,31,21,21,0,0,20,10,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,39,39,22,14,14,0,0,17,8,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,36,36,22,14,14,0,0,14,8,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,32,32,18,7,7,0,0,14,11,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,32,32,18,14,14,0,0,14,4,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,19,19,13,7,7,0,0,6,6,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,55,55,31,21,21,0,0,24,10,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,19,19,9,7,7,0,0,10,2,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,16,16,9,0,0,0,0,7,9,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Aguda,South West,Lagos,Surulere,Aguda,,20,20,13,7,7,0,0,7,6,0
2019/2020,Female,disabled,NABTEB,Polytechnic,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,27,27,18,7,7,0,0,9,11,0
2019/2020,Female,disabled,NABTEB,University,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,32,32,18,14,14,0,0,14,4,0
2019/2020,Female,disabled,NABTEB,University,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,19,19,13,7,7,0,0,6,6,0
2019/2020,Female,disabled,NABTEB,University,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,University,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,23,23,13,7,7,0,0,10,6,0
2019/2020,Female,disabled,NABTEB,University,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,University,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,48,48,27,21,21,0,0,21,6,0
2019/2020,Female,disabled,NABTEB,University,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,32,32,18,7,7,0,0,14,11,0
2019/2020,Female,disabled,NABTEB,University,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,48,48,27,21,21,0,0,21,6,0
2019/2020,Female,disabled,NABTEB,University,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,University,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,35,35,22,14,14,0,0,13,8,0
2019/2020,Female,disabled,NABTEB,University,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,35,35,18,14,14,0,0,17,4,0
2019/2020,Female,disabled,NABTEB,University,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,University,ward,Aguda,South West,Lagos,Surulere,Aguda,,16,16,9,7,7,0,0,7,2,0
2019/2020,Female,disabled,NABTEB,University,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,32,32,18,14,14,0,0,14,4,0
2019/2020,Female,disabled,NECO,College of Education,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,21,21,16,6,6,0,0,5,10,0
2019/2020,Female,disabled,NECO,College of Education,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,17,17,12,6,6,0,0,5,6,0
2019/2020,Female,disabled,NECO,College of Education,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,69,68,40,12,12,0,1,28,28,0
2019/2020,Female,disabled,NECO,College of Education,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,17,17,12,6,6,0,0,5,6,0
2019/2020,Female,disabled,NECO,College of Education,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,26,26,16,6,6,0,0,10,10,0
2019/2020,Female,disabled,NECO,College of Education,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,83,81,48,12,12,0,2,33,36,0
2019/2020,Female,disabled,NECO,College of Education,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,30,30,16,6,6,0,0,14,10,0
2019/2020,Female,disabled,NECO,College of Education,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,38,38,20,12,12,0,0,18,8,0
