"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Akaka","South West","Ogun","Remo North","Akaka","","99","98","71","32","26","6","1","27","40","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","166","164","120","51","45","6","2","44","70","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","96","95","71","32","26","6","1","24","40","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","206","203","143","51","45","6","3","60","92","6"
"2019/2020","Female","all","NABTEB","University","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","75","74","52","19","19","0","1","22","34","0"
"2019/2020","Female","all","NABTEB","University","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","254","250","180","64","51","13","4","70","117","13"
"2019/2020","Female","all","NABTEB","University","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","84","83","56","13","13","0","1","27","43","0"
"2019/2020","Female","all","NABTEB","University","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","69","68","44","19","19","0","1","24","26","0"
"2019/2020","Female","all","NABTEB","University","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","144","142","105","45","39","6","2","37","61","6"
"2019/2020","Female","all","NABTEB","University","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","133","131","93","38","38","0","2","38","56","0"
"2019/2020","Female","all","NABTEB","University","ward","Akaka","South West","Ogun","Remo North","Akaka","","124","122","86","26","19","7","2","36","61","7"
"2019/2020","Female","all","NABTEB","University","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","103","101","71","26","19","7","2","30","46","7"
"2019/2020","Female","all","NABTEB","University","ward","Abalabi","South West","Ogun","Sagamu","Abalabi","","169","167","116","39","32","7","2","51","78","7"
"2019/2020","Female","all","NABTEB","University","ward","Abigi","South West","Ogun","Sagamu","Abigi","","60","59","37","19","19","0","1","22","19","0"
"2019/2020","Female","all","NABTEB","University","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","145","143","101","39","32","7","2","42","63","7"
"2019/2020","Female","all","NECO","College of Education","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","278","274","198","83","76","7","4","76","116","7"
"2019/2020","Female","all","NECO","College of Education","ward","Elega","South West","Ogun","Abeokuta North","Elega","","300","296","208","73","65","8","4","88","135","8"
"2019/2020","Female","all","NECO","College of Education","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","596","588","424","129","113","16","8","164","295","16"
"2019/2020","Female","all","NECO","College of Education","ward","Ake I","South West","Ogun","Abeokuta South","Ake I","","324","319","225","78","70","8","5","94","147","8"
"2019/2020","Female","all","NECO","College of Education","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","233","229","167","62","54","8","4","62","106","8"
"2019/2020","Female","all","NECO","College of Education","ward","Ijade/Imepe I","South West","Ogun","Ijebu Ode","Ijade/Imepe I","","489","481","353","119","102","17","8","128","234","17"
"2019/2020","Female","all","NECO","College of Education","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","161","159","109","36","32","4","2","50","73","4"
"2019/2020","Female","all","NECO","College of Education","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","234","231","150","47","38","9","3","81","103","9"
"2019/2020","Female","all","NECO","College of Education","ward","Akaka","South West","Ogun","Remo North","Akaka","","405","399","305","109","97","12","6","94","196","12"
"2019/2020","Female","all","NECO","College of Education","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","242","238","174","57","49","8","4","64","118","8"
"2019/2020","Female","all","NECO","College of Education","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","538","530","390","135","119","16","8","140","256","16"
"2019/2020","Female","all","NECO","College of Education","ward","Abalabi","South West","Ogun","Sagamu","Abalabi","","348","343","246","93","81","12","5","97","154","12"
"2019/2020","Female","all","NECO","College of Education","ward","Abigi","South West","Ogun","Sagamu","Abigi","","494","487","349","119","103","16","7","138","231","16"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","494","487","369","125","108","17","7","118","244","17"
"2019/2020","Female","all","NECO","Polytechnic","ward","Elega","South West","Ogun","Abeokuta North","Elega","","512","504","345","114","102","12","8","159","232","12"
"2019/2020","Female","all","NECO","Polytechnic","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","260","257","187","62","54","8","3","70","125","8"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ake I","South West","Ogun","Abeokuta South","Ake I","","284","280","198","67","59","8","4","82","131","8"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","198","195","129","36","32","4","3","66","93","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ijade/Imepe I","South West","Ogun","Ijebu Ode","Ijade/Imepe I","","155","153","119","47","43","4","2","34","73","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","368","363","257","83","70","13","5","106","174","13"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","129","127","88","31","27","4","2","39","58","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Akaka","South West","Ogun","Remo North","Akaka","","165","163","122","47","43","4","2","41","76","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","310","306","225","87","75","13","4","81","137","13"
"2019/2020","Female","all","NECO","Polytechnic","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","169","166","126","42","38","4","3","40","84","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","382","376","260","94","81","13","6","116","167","13"
"2019/2020","Female","all","NECO","University","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","145","143","95","31","27","4","2","48","65","4"
"2019/2020","Female","all","NECO","University","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","509","501","370","120","108","12","8","131","250","12"
"2019/2020","Female","all","NECO","University","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","165","163","109","42","38","4","2","54","68","4"
"2019/2020","Female","all","NECO","University","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","135","133","92","31","27","4","2","41","62","4"
"2019/2020","Female","all","NECO","University","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","285","281","198","73","65","8","4","83","126","8"
"2019/2020","Female","all","NECO","University","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","243","239","180","68","65","4","4","59","113","4"
"2019/2020","Female","all","NECO","University","ward","Akaka","South West","Ogun","Remo North","Akaka","","192","189","126","36","32","4","3","63","91","4"
"2019/2020","Female","all","NECO","University","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","193","190","134","47","43","4","3","56","87","4"
"2019/2020","Female","all","NECO","University","ward","Abalabi","South West","Ogun","Sagamu","Abalabi","","362","356","229","68","60","8","6","127","161","8"
"2019/2020","Female","all","NECO","University","ward","Abigi","South West","Ogun","Sagamu","Abigi","","99","98","62","21","22","0","1","36","41","0"
"2019/2020","Female","all","NECO","University","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","278","274","194","67","59","8","4","80","128","8"
"2019/2020","Female","all","WAEC","College of Education","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","322","317","228","84","76","8","5","89","144","8"
"2019/2020","Female","all","WAEC","College of Education","ward","Elega","South West","Ogun","Abeokuta North","Elega","","416","409","294","98","90","8","7","115","196","8"
"2019/2020","Female","all","WAEC","College of Education","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","767","755","531","187","176","11","12","224","344","11"
"2019/2020","Female","all","WAEC","College of Education","ward","Ake I","South West","Ogun","Abeokuta South","Ake I","","435","429","307","111","100","12","6","122","195","12"
"2019/2020","Female","all","WAEC","College of Education","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","321","316","228","84","80","4","5","88","145","4"
"2019/2020","Female","all","WAEC","College of Education","ward","Ijade/Imepe I","South West","Ogun","Ijebu Ode","Ijade/Imepe I","","564","555","414","159","146","13","9","141","255","13"
"2019/2020","Female","all","WAEC","College of Education","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","254","250","173","66","61","5","4","77","107","5"
"2019/2020","Female","all","WAEC","College of Education","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","291","287","197","66","60","6","4","90","132","6"
"2019/2020","Female","all","WAEC","College of Education","ward","Akaka","South West","Ogun","Remo North","Akaka","","613","604","453","188","171","17","9","151","266","17"
"2019/2020","Female","all","WAEC","College of Education","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","374","368","256","103","91","12","6","112","153","12"
"2019/2020","Female","all","WAEC","College of Education","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","694","684","500","168","156","12","10","184","332","12"
"2019/2020","Female","all","WAEC","College of Education","ward","Abalabi","South West","Ogun","Sagamu","Abalabi","","482","475","343","122","111","11","7","132","221","11"
"2019/2020","Female","all","WAEC","College of Education","ward","Abigi","South West","Ogun","Sagamu","Abigi","","614","605","445","150","141","9","9","160","295","9"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","566","558","405","150","136","14","8","153","255","14"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Elega","South West","Ogun","Abeokuta North","Elega","","619","610","432","155","142","13","9","178","278","13"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","319","314","229","79","75","4","5","85","150","4"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ake I","South West","Ogun","Abeokuta South","Ake I","","351","346","238","75","70","5","5","108","163","5"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","251","247","164","52","45","7","4","83","112","7"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ijade/Imepe I","South West","Ogun","Ijebu Ode","Ijade/Imepe I","","177","174","124","52","45","7","3","50","72","7"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","405","399","287","112","101","11","6","112","175","11"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","177","174","124","47","40","7","3","50","77","7"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Akaka","South West","Ogun","Remo North","Akaka","","223","220","160","65","59","6","3","60","94","6"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","414","408","292","122","110","12","6","116","171","12"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","228","225","173","70","66","4","3","52","103","4"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","495","488","346","122","116","6","7","142","224","6"
"2019/2020","Female","all","WAEC","University","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","167","165","117","37","35","2","2","48","80","2"
"2019/2020","Female","all","WAEC","University","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","663","653","472","169","151","18","10","181","303","18"
"2019/2020","Female","all","WAEC","University","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","214","211","147","52","45","7","3","64","96","7"
"2019/2020","Female","all","WAEC","University","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","173","170","126","51","45","6","3","44","76","6"
"2019/2020","Female","all","WAEC","University","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","404","398","289","127","111","16","6","109","163","16"
"2019/2020","Female","all","WAEC","University","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","290","285","207","80","70","10","5","78","127","10"
"2019/2020","Female","all","WAEC","University","ward","Akaka","South West","Ogun","Remo North","Akaka","","292","288","207","56","50","6","4","81","151","6"
"2019/2020","Female","all","WAEC","University","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","227","224","163","61","55","6","3","61","103","6"
"2019/2020","Female","all","WAEC","University","ward","Abalabi","South West","Ogun","Sagamu","Abalabi","","423","417","277","89","80","9","6","140","189","9"
"2019/2020","Female","all","WAEC","University","ward","Abigi","South West","Ogun","Sagamu","Abigi","","131","129","89","33","30","3","2","40","57","3"
"2019/2020","Female","all","WAEC","University","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","392","386","274","93","85","8","6","112","182","8"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","11","11","6","6","6","0","0","5","1","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Elega","South West","Ogun","Abeokuta North","Elega","","23","23","14","12","12","0","0","9","3","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","38","38","26","6","7","0","0","12","20","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ake I","South West","Ogun","Abeokuta South","Ake I","","23","23","15","6","6","0","0","8","10","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","23","23","15","12","12","0","0","8","4","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ijade/Imepe I","South West","Ogun","Ijebu Ode","Ijade/Imepe I","","35","35","23","12","12","0","0","12","12","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","11","11","7","6","6","0","0","4","2","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","11","11","6","0","0","0","0","5","6","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Akaka","South West","Ogun","Remo North","Akaka","","26","26","17","13","13","0","0","9","5","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","14","14","10","6","7","0","0","4","5","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","44","44","30","18","21","0","0","14","13","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Abalabi","South West","Ogun","Sagamu","Abalabi","","23","23","13","6","6","0","0","10","8","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Abigi","South West","Ogun","Sagamu","Abigi","","35","35","20","12","14","0","0","15","9","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","29","29","17","12","12","0","0","12","6","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Elega","South West","Ogun","Abeokuta North","Elega","","26","26","17","6","6","0","0","9","12","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","23","23","15","12","13","0","0","8","4","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ake I","South West","Ogun","Abeokuta South","Ake I","","23","23","15","12","12","0","0","8","4","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","11","11","7","0","0","0","0","4","7","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ijade/Imepe I","South West","Ogun","Ijebu Ode","Ijade/Imepe I","","11","11","7","6","6","0","0","4","2","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","23","23","15","12","13","0","0","8","4","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","11","11","7","6","6","0","0","4","2","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Akaka","South West","Ogun","Remo North","Akaka","","11","11","6","6","6","0","0","5","1","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","23","23","15","12","13","0","0","8","4","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","11","11","7","6","6","0","0","4","2","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","29","29","17","12","12","0","0","12","6","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","11","11","6","6","6","0","0","5","1","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","23","23","15","6","7","0","0","8","10","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","11","11","7","0","0","0","0","4","7","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","11","11","7","6","6","0","0","4","2","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","20","20","14","6","6","0","0","6","9","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","23","23","13","12","12","0","0","10","2","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Akaka","South West","Ogun","Remo North","Akaka","","11","11","6","0","0","0","0","5","6","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","11","11","7","6","6","0","0","4","2","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Abalabi","South West","Ogun","Sagamu","Abalabi","","23","23","13","6","7","0","0","10","8","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Abigi","South West","Ogun","Sagamu","Abigi","","11","11","6","6","6","0","0","5","1","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","23","23","13","6","7","0","0","10","8","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","19","19","13","5","5","0","0","6","9","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Elega","South West","Ogun","Abeokuta North","Elega","","34","34","23","9","9","0","0","11","13","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","57","57","37","14","14","0","0","20","22","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ake I","South West","Ogun","Abeokuta South","Ake I","","32","32","23","10","12","0","0","9","14","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","25","25","16","10","12","0","0","9","7","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ijade/Imepe I","South West","Ogun","Ijebu Ode","Ijade/Imepe I","","55","55","37","10","12","0","0","18","28","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","18","18","13","4","5","0","0","5","8","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","22","22","13","5","5","0","0","9","9","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Akaka","South West","Ogun","Remo North","Akaka","","52","52","37","10","10","0","0","15","27","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","26","26","17","5","5","0","0","9","12","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","72","71","47","15","15","0","1","24","33","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Abalabi","South West","Ogun","Sagamu","Abalabi","","31","31","19","10","10","0","0","12","10","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Abigi","South West","Ogun","Sagamu","Abigi","","49","49","34","15","15","0","0","15","19","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","56","55","37","5","5","0","1","18","32","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Elega","South West","Ogun","Abeokuta North","Elega","","51","51","33","10","11","0","0","18","24","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","32","32","23","10","12","0","0","9","14","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ake I","South West","Ogun","Abeokuta South","Ake I","","36","36","24","10","12","0","0","12","14","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","22","22","16","5","6","0","0","6","11","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ijade/Imepe I","South West","Ogun","Ijebu Ode","Ijade/Imepe I","","15","15","13","5","6","0","0","2","8","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","38","38","23","10","12","0","0","15","14","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","16","16","10","5","5","0","0","6","5","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Akaka","South West","Ogun","Remo North","Akaka","","12","12","9","5","5","0","0","3","5","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ayegbami","South West","Ogun","Remo North","Ayegbami","","31","31","20","9","9","0","0","11","10","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Igan/Ajina","South West","Ogun","Remo North","Igan/Ajina","","12","12","9","5","5","0","0","3","5","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ado Odo I","South West","Ogun","Sagamu","Ado Odo I","","44","44","26","10","10","0","0","18","17","0"
"2019/2020","Female","disabled","NECO","University","ward","Ago Oko","South West","Ogun","Abeokuta North","Ago Oko","","15","15","9","5","5","0","0","6","5","0"
"2019/2020","Female","disabled","NECO","University","ward","Gbagura","South West","Ogun","Abeokuta North","Gbagura","","42","42","30","10","10","0","0","12","21","0"
"2019/2020","Female","disabled","NECO","University","ward","Ago-Egun/Ijesa","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","","12","12","6","5","6","0","0","6","2","0"
"2019/2020","Female","disabled","NECO","University","ward","Ake II","South West","Ogun","Abeokuta South","Ake II","","12","12","6","5","6","0","0","6","2","0"
"2019/2020","Female","disabled","NECO","University","ward","Ijade/Imepe II","South West","Ogun","Ijebu Ode","Ijade/Imepe II","","40","39","27","11","11","0","1","12","16","0"
"2019/2020","Female","disabled","NECO","University","ward","Ijasi/Idepo","South West","Ogun","Ijebu Ode","Ijasi/Idepo","","25","25","19","10","10","0","0","6","10","0"
