session,zone,state,lga,ward,school,gender,disability_scope,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,disabled,NECO,Polytechnic,19,19,14,5,5,0,2.0,0,5,9,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,disabled,WAEC,Polytechnic,22,22,15,5,5,0,2.0,0,7,10,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,all,NABTEB,College of Education,50,49,34,17,17,0,2.1,1,15,17,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,all,NECO,College of Education,99,98,70,33,30,3,2.0,1,28,37,3
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,all,WAEC,College of Education,126,124,88,35,31,4,2.0,2,36,53,4
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,disabled,NABTEB,College of Education,10,10,6,5,6,0,2.1,0,4,1,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,disabled,NECO,College of Education,11,11,8,5,5,0,2.0,0,3,3,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,disabled,WAEC,College of Education,11,11,7,5,5,0,2.0,0,4,2,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,all,NABTEB,College of Education,55,54,37,11,12,0,2.1,1,17,26,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,all,NECO,College of Education,108,106,70,28,25,3,2.0,2,36,42,3
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,all,WAEC,College of Education,126,124,88,39,35,4,2.0,2,36,49,4
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,disabled,NABTEB,College of Education,10,10,6,0,0,0,2.1,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,disabled,NECO,College of Education,11,11,6,5,5,0,2.0,0,5,1,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,disabled,WAEC,College of Education,11,11,7,5,5,0,2.0,0,4,2,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,all,NABTEB,College of Education,93,92,62,22,17,5,2.1,1,30,40,5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,all,NECO,College of Education,187,184,126,38,30,8,2.0,3,58,88,8
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,all,WAEC,College of Education,239,235,159,52,44,8,2.0,4,76,107,8
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,disabled,NABTEB,College of Education,10,10,6,0,0,0,2.1,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,disabled,NECO,College of Education,17,17,11,0,0,0,2.0,0,6,11,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,disabled,WAEC,College of Education,19,19,10,5,5,0,2.0,0,9,5,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,all,NABTEB,College of Education,93,92,62,11,12,0,2.1,1,30,51,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,all,NECO,College of Education,179,176,109,28,25,3,2.0,3,67,81,3
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,all,WAEC,College of Education,230,227,144,48,40,8,2.0,3,83,96,8
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,disabled,NABTEB,College of Education,10,10,6,0,0,0,2.1,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,disabled,NECO,College of Education,14,14,8,5,5,0,2.0,0,6,3,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,disabled,WAEC,College of Education,22,22,13,5,5,0,2.0,0,9,8,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,all,NABTEB,College of Education,101,100,71,28,23,5,2.1,1,29,43,5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,all,NECO,College of Education,181,178,121,47,41,6,2.0,3,57,74,6
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,all,WAEC,College of Education,244,240,154,61,49,12,2.0,4,86,93,12
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,disabled,NABTEB,College of Education,10,10,6,5,6,0,2.1,0,4,1,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,disabled,NECO,College of Education,17,17,11,5,5,0,2.0,0,6,6,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,disabled,WAEC,College of Education,24,24,15,5,5,0,2.0,0,9,10,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,all,NABTEB,College of Education,122,120,81,28,23,5,2.1,2,39,53,5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,all,NECO,College of Education,226,223,149,47,41,6,2.0,3,74,102,6
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,all,WAEC,College of Education,290,286,189,61,53,8,2.0,4,97,128,8
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,disabled,NABTEB,College of Education,10,10,6,0,0,0,2.1,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,disabled,NECO,College of Education,19,19,14,5,5,0,2.0,0,5,9,0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,disabled,WAEC,College of Education,30,30,18,5,5,0,2.0,0,12,13,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,all,NABTEB,Polytechnic,57,56,40,22,17,5,2.0,1,16,18,5
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,all,NECO,Polytechnic,93,92,70,28,25,3,2.0,1,22,42,3
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,all,WAEC,Polytechnic,131,129,93,43,35,8,2.0,2,36,50,8
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,disabled,NABTEB,Polytechnic,10,10,6,6,6,0,2.0,0,4,0,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,disabled,NECO,Polytechnic,11,11,8,5,5,0,2.0,0,3,3,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,disabled,WAEC,Polytechnic,11,11,7,4,4,0,2.0,0,4,3,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,all,NABTEB,Polytechnic,57,56,37,17,17,0,2.0,1,19,20,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,all,NECO,Polytechnic,93,92,67,28,25,3,2.0,1,25,39,3
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,all,WAEC,Polytechnic,121,119,83,35,31,4,2.0,2,36,48,4
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,disabled,NABTEB,Polytechnic,10,10,6,6,6,0,2.0,0,4,0,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,disabled,NECO,Polytechnic,11,11,8,5,5,0,2.0,0,3,3,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,disabled,WAEC,Polytechnic,11,11,7,4,4,0,2.0,0,4,3,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,all,NABTEB,Polytechnic,55,54,34,11,11,0,2.0,1,20,23,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,all,NECO,Polytechnic,101,100,62,19,15,4,2.0,1,38,43,4
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,all,WAEC,Polytechnic,126,124,83,26,22,4,2.0,2,41,57,4
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,disabled,NABTEB,Polytechnic,10,10,6,0,0,0,2.0,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,disabled,NECO,Polytechnic,11,11,6,0,0,0,2.0,0,5,6,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,disabled,WAEC,Polytechnic,11,11,7,4,4,0,2.0,0,4,3,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,all,NABTEB,Polytechnic,50,49,31,5,6,0,2.0,1,18,26,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,all,NECO,Polytechnic,87,86,50,9,10,0,2.0,1,36,41,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,all,WAEC,Polytechnic,123,121,78,30,27,3,2.0,2,43,48,3
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,disabled,NABTEB,Polytechnic,10,10,6,0,0,0,2.0,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,disabled,NECO,Polytechnic,11,11,6,0,0,0,2.0,0,5,6,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,disabled,WAEC,Polytechnic,11,11,7,4,4,0,2.0,0,4,3,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,all,NABTEB,University,98,97,68,28,23,5,1.8,1,29,40,5
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,all,NECO,University,170,167,123,52,46,6,1.8,3,44,71,6
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,all,WAEC,University,274,270,184,87,75,12,1.8,4,86,97,12
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,disabled,NABTEB,University,13,13,9,6,6,0,1.8,0,4,3,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,disabled,NECO,University,22,22,14,5,5,0,1.8,0,8,9,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,disabled,WAEC,University,32,32,20,9,9,0,1.8,0,12,11,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,all,NABTEB,University,93,92,65,28,23,5,1.8,1,27,37,5
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,all,NECO,University,161,159,109,43,41,2,1.8,2,50,66,2
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,all,WAEC,University,258,254,182,69,58,11,1.8,4,72,113,11
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,disabled,NABTEB,University,10,10,6,5,6,0,1.8,0,4,1,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,disabled,NECO,University,20,20,11,5,5,0,1.8,0,9,6,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,disabled,WAEC,University,30,30,18,4,4,0,1.8,0,12,14,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,all,NABTEB,College of Education,98,97,65,17,12,5,2.1,1,32,48,5
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,all,NECO,College of Education,234,231,154,38,36,2,2.0,3,77,116,2
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,all,WAEC,College of Education,266,262,177,69,58,11,2.0,4,85,108,11
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,disabled,NABTEB,College of Education,10,10,6,0,0,0,2.1,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,disabled,NECO,College of Education,25,25,17,0,0,0,2.0,0,8,17,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,disabled,WAEC,College of Education,30,30,18,4,4,0,2.0,0,12,14,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,all,NABTEB,College of Education,98,97,62,17,17,0,2.1,1,35,45,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,all,NECO,College of Education,226,223,151,47,41,6,2.0,3,72,104,6
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,all,WAEC,College of Education,268,264,172,48,40,8,2.0,4,92,124,8
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,disabled,NABTEB,College of Education,10,10,6,0,0,0,2.1,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,disabled,NECO,College of Education,25,25,17,5,5,0,2.0,0,8,12,0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,disabled,WAEC,College of Education,36,35,20,4,4,0,2.0,1,15,16,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,all,NABTEB,University,98,97,65,22,17,5,1.8,1,32,43,5
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,all,NECO,University,204,201,132,38,36,2,1.8,3,69,94,2
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,all,WAEC,University,263,259,172,65,53,12,1.8,4,87,107,12
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,disabled,NABTEB,University,10,10,6,6,6,0,1.8,0,4,0,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,disabled,NECO,University,22,22,14,5,5,0,1.8,0,8,9,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,disabled,WAEC,University,27,27,18,5,4,1,1.8,0,9,13,1
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,all,NABTEB,University,107,105,68,17,12,5,1.8,2,37,51,5
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,all,NECO,University,223,220,149,38,36,2,1.8,3,71,111,2
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,all,WAEC,University,263,259,164,52,44,8,1.8,4,95,112,8
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,disabled,NABTEB,University,10,10,6,0,0,0,1.8,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,disabled,NECO,University,25,25,14,5,5,0,1.8,0,11,9,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,disabled,WAEC,University,30,30,18,5,4,1,1.8,0,12,13,1
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,all,NABTEB,Polytechnic,104,102,77,33,29,4,2.0,2,25,44,4
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,all,NECO,Polytechnic,166,164,121,52,46,6,2.0,2,43,69,6
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,all,WAEC,Polytechnic,219,216,156,69,58,11,2.0,3,60,87,11
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,disabled,NABTEB,Polytechnic,13,13,9,6,6,0,2.0,0,4,3,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,disabled,NECO,Polytechnic,20,20,14,5,5,0,2.0,0,6,9,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,disabled,WAEC,Polytechnic,24,24,15,5,4,1,2.0,0,9,10,1
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,all,NABTEB,Polytechnic,88,87,62,22,23,0,2.0,1,25,40,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,all,NECO,Polytechnic,161,159,112,43,41,2,2.0,2,47,69,2
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,all,WAEC,Polytechnic,216,213,149,52,44,8,2.0,3,64,97,8
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,disabled,NABTEB,Polytechnic,10,10,6,6,6,0,2.0,0,4,0,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,disabled,NECO,Polytechnic,20,20,14,5,5,0,2.0,0,6,9,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,disabled,WAEC,Polytechnic,24,24,18,4,4,0,2.0,0,6,14,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,all,NABTEB,University,50,49,31,11,11,0,1.8,1,18,20,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,all,NECO,University,87,86,59,19,15,4,1.8,1,27,40,4
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,all,WAEC,University,121,119,81,35,31,4,1.8,2,38,46,4
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,disabled,NABTEB,University,10,10,6,0,0,0,1.8,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,disabled,NECO,University,14,14,8,0,0,0,1.8,0,6,8,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,disabled,WAEC,University,16,16,10,4,5,0,1.8,0,6,6,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,all,NABTEB,University,60,59,37,11,11,0,1.8,1,22,26,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,all,NECO,University,108,106,70,24,20,4,1.8,2,36,46,4
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,all,WAEC,University,134,132,83,26,22,4,1.8,2,49,57,4
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,disabled,NABTEB,University,10,10,6,0,0,0,1.8,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,disabled,NECO,University,14,14,8,5,5,0,1.8,0,6,3,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,disabled,WAEC,University,19,19,10,4,4,0,1.8,0,9,6,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,all,NABTEB,College of Education,98,97,62,17,17,0,2.1,1,35,45,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,all,NECO,College of Education,176,173,112,28,25,3,2.0,3,61,84,3
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,all,WAEC,College of Education,211,208,134,43,35,8,2.0,3,74,91,8
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,disabled,NABTEB,College of Education,10,10,6,0,0,0,2.1,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,disabled,NECO,College of Education,14,14,8,0,0,0,2.0,0,6,8,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,disabled,WAEC,College of Education,16,16,10,4,4,0,2.0,0,6,6,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,all,NABTEB,College of Education,117,115,71,17,17,0,2.1,2,44,54,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,all,NECO,College of Education,220,217,146,33,30,3,2.0,3,71,113,3
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,all,WAEC,College of Education,249,245,162,43,35,8,2.0,4,83,119,8
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,disabled,NABTEB,College of Education,10,10,6,0,0,0,2.1,0,4,6,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,disabled,NECO,College of Education,17,17,11,0,0,0,2.0,0,6,11,0
2019/2020,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,disabled,WAEC,College of Education,22,22,13,5,5,0,2.0,0,9,8,0
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,all,NABTEB,University,125,123,84,39,35,4,1.8,2,39,45,4
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,all,NECO,University,204,201,132,57,51,6,1.8,3,69,75,6
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,all,WAEC,University,290,286,204,82,71,11,1.8,4,82,122,11
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,disabled,NABTEB,University,10,10,6,5,6,0,1.8,0,4,1,0
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,disabled,NECO,University,17,17,11,5,5,0,1.8,0,6,6,0
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,disabled,WAEC,University,24,24,15,4,4,0,1.8,0,9,11,0
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,all,NABTEB,University,130,128,90,28,23,5,1.8,2,38,62,5
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,all,NECO,University,204,201,140,47,41,6,1.8,3,61,93,6
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,all,WAEC,University,293,289,197,69,58,11,1.8,4,92,128,11
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,disabled,NABTEB,University,10,10,6,0,0,0,1.8,0,4,6,0
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,disabled,NECO,University,19,19,14,5,5,0,1.8,0,5,9,0
2019/2020,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,disabled,WAEC,University,24,24,15,4,5,0,1.8,0,9,11,0
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,all,NABTEB,Polytechnic,93,92,62,22,17,5,2.0,1,30,40,5
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,all,NECO,Polytechnic,170,167,115,43,41,2,2.0,3,52,72,2
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,all,WAEC,Polytechnic,216,213,154,65,58,7,2.0,3,59,89,7
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,disabled,NABTEB,Polytechnic,10,10,6,0,0,0,2.0,0,4,6,0
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,disabled,NECO,Polytechnic,17,17,11,5,5,0,2.0,0,6,6,0
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,disabled,WAEC,Polytechnic,19,19,13,4,4,0,2.0,0,6,9,0
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,all,NABTEB,Polytechnic,101,100,68,17,12,5,2.0,1,32,51,5
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,all,NECO,Polytechnic,206,203,137,43,41,2,2.0,3,66,94,2
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,all,WAEC,Polytechnic,232,229,156,52,44,8,2.0,3,73,104,8
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,disabled,NABTEB,Polytechnic,10,10,6,0,0,0,2.0,0,4,6,0
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,disabled,NECO,Polytechnic,19,19,14,5,5,0,2.0,0,5,9,0
2019/2020,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,disabled,WAEC,Polytechnic,22,22,13,4,4,0,2.0,0,9,9,0
2019/2020,South South,Delta,Oshimili South,Agu,"Government Secondary School, Agu",Female,all,NABTEB,Polytechnic,78,77,50,17,17,0,2.0,1,27,33,0
