"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Female","disabled","NABTEB","College of Education","12","12","10","0","0","0","2.1","0","2","10","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Female","disabled","NECO","College of Education","21","21","15","6","6","0","2.0","0","6","9","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Female","disabled","WAEC","College of Education","28","28","18","5","6","0","2.0","0","10","13","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Male","all","NABTEB","College of Education","112","110","77","24","17","7","2.1","2","33","53","7"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Male","all","NECO","College of Education","219","216","149","41","37","4","2.0","3","67","108","4"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Male","all","WAEC","College of Education","294","290","192","56","49","7","2.0","4","98","137","7"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Male","disabled","NABTEB","College of Education","11","11","6","0","0","0","2.1","0","6","6","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Male","disabled","NECO","College of Education","18","18","11","0","0","0","2.0","0","7","11","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Community Secondary School, Gwio-Kura","Male","disabled","WAEC","College of Education","25","25","15","5","6","0","2.0","0","10","10","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Female","all","NABTEB","College of Education","41","40","31","23","24","0","2.1","1","9","8","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Female","all","NECO","College of Education","79","78","58","22","24","0","2.0","1","20","35","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Female","all","WAEC","College of Education","109","107","79","36","33","3","2.0","2","28","44","3"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Female","disabled","NABTEB","College of Education","8","8","5","6","6","0","2.1","0","3","0","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Female","disabled","NECO","College of Education","10","10","5","5","5","0","2.0","0","5","0","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Female","disabled","WAEC","College of Education","15","15","10","5","6","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Male","all","NABTEB","College of Education","51","50","35","16","17","0","2.1","1","15","19","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Male","all","NECO","College of Education","90","89","64","23","19","4","2.0","1","25","42","4"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Male","all","WAEC","College of Education","127","125","93","36","33","3","2.0","2","32","57","3"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Male","disabled","NABTEB","College of Education","8","8","5","0","0","0","2.1","0","3","5","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Male","disabled","NECO","College of Education","13","13","9","6","6","0","2.0","0","4","3","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Comprehensive High School, Gwio-Kura","Male","disabled","WAEC","College of Education","18","18","13","5","6","0","2.0","0","5","8","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Female","all","NABTEB","Polytechnic","75","74","54","25","17","8","2.0","1","20","29","8"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Female","all","NECO","Polytechnic","115","113","81","29","25","4","2.0","2","32","53","4"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Female","all","WAEC","Polytechnic","159","157","110","51","44","7","2.0","2","47","60","7"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Female","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Female","disabled","NECO","Polytechnic","10","10","8","5","5","0","2.0","0","2","3","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Female","disabled","WAEC","Polytechnic","11","11","7","5","6","0","2.0","0","4","3","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Male","all","NABTEB","Polytechnic","72","71","50","16","17","0","2.0","1","21","35","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Male","all","NECO","Polytechnic","118","116","81","23","19","4","2.0","2","35","58","4"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Male","all","WAEC","Polytechnic","162","160","117","46","38","8","2.0","2","43","72","8"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Male","disabled","NABTEB","Polytechnic","8","8","6","0","0","0","2.0","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Male","disabled","NECO","Polytechnic","10","10","8","0","0","0","2.0","0","2","8","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Government Secondary School, Gwio-Kura","Male","disabled","WAEC","Polytechnic","11","11","7","5","6","0","2.0","0","4","3","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Female","all","NABTEB","College of Education","56","55","35","8","8","0","2.1","1","20","27","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Female","all","NECO","College of Education","110","108","72","23","19","4","2.0","2","36","50","4"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Female","all","WAEC","College of Education","134","132","92","36","33","3","2.0","2","40","57","3"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Female","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Female","disabled","NECO","College of Education","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Female","disabled","WAEC","College of Education","10","10","7","4","5","0","2.0","0","3","2","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Male","all","NABTEB","College of Education","63","62","45","16","17","0","2.1","1","17","29","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Male","all","NECO","College of Education","114","112","72","23","19","4","2.0","2","40","49","4"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Male","all","WAEC","College of Education","137","135","98","25","22","3","2.0","2","37","73","3"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Male","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Male","disabled","NECO","College of Education","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Bade","Gwio-Kura","Unity College, Gashua","Male","disabled","WAEC","College of Education","10","10","7","0","0","0","2.0","0","3","7","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Female","all","NABTEB","College of Education","49","48","32","8","8","0","2.1","1","16","24","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Female","all","NECO","College of Education","85","84","61","29","25","4","2.0","1","23","33","4"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Female","all","WAEC","College of Education","107","105","75","31","27","4","2.0","2","30","44","4"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Female","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Female","disabled","NECO","College of Education","10","10","5","5","5","0","2.0","0","5","0","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Female","disabled","WAEC","College of Education","8","8","6","4","5","0","2.0","0","2","2","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Male","all","NABTEB","College of Education","48","47","31","8","8","0","2.1","1","16","24","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Male","all","NECO","College of Education","88","87","59","17","12","5","2.0","1","28","42","5"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Male","all","WAEC","College of Education","117","115","82","30","27","3","2.0","2","33","52","3"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Male","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Male","disabled","NECO","College of Education","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Community Secondary School, Katuzu","Male","disabled","WAEC","College of Education","8","8","6","4","5","0","2.0","0","2","2","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Female","all","NABTEB","College of Education","65","64","44","16","16","0","2.1","1","20","29","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Female","all","NECO","College of Education","136","134","99","35","31","4","2.0","2","35","65","4"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Female","all","WAEC","College of Education","179","176","121","36","33","3","2.0","3","55","85","3"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Female","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Female","disabled","NECO","College of Education","10","10","5","5","5","0","2.0","0","5","0","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Female","disabled","WAEC","College of Education","14","14","9","0","0","0","2.0","0","5","9","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Male","all","NABTEB","College of Education","69","68","47","16","17","0","2.1","1","21","32","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Male","all","NECO","College of Education","136","134","96","29","25","4","2.0","2","38","67","4"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Male","all","WAEC","College of Education","175","172","120","41","38","3","2.0","3","52","80","3"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Male","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Male","disabled","NECO","College of Education","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Comprehensive High School, Katuzu","Male","disabled","WAEC","College of Education","13","13","9","4","5","0","2.0","0","4","4","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Female","all","NABTEB","College of Education","67","66","44","16","16","0","2.1","1","22","29","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Female","all","NECO","College of Education","112","110","78","23","19","4","2.0","2","32","55","4"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Female","all","WAEC","College of Education","185","182","120","46","38","8","2.0","3","62","75","8"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Female","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Female","disabled","NECO","College of Education","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Female","disabled","WAEC","College of Education","16","16","9","4","5","0","2.0","0","7","4","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Male","all","NABTEB","College of Education","75","74","54","16","17","0","2.1","1","20","38","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Male","all","NECO","College of Education","115","113","81","23","19","4","2.0","2","32","58","4"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Male","all","WAEC","College of Education","171","168","121","36","33","3","2.0","3","47","85","3"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Male","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Male","disabled","NECO","College of Education","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Government Secondary School, Katuzu","Male","disabled","WAEC","College of Education","13","13","9","4","5","0","2.0","0","4","4","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Female","all","NABTEB","College of Education","75","74","51","16","16","0","2.1","1","23","35","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Female","all","NECO","College of Education","133","131","96","29","25","4","2.0","2","35","67","4"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Female","all","WAEC","College of Education","173","170","122","46","38","8","2.0","3","48","77","8"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Female","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Female","disabled","NECO","College of Education","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Female","disabled","WAEC","College of Education","10","10","7","0","0","0","2.0","0","3","7","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Male","all","NABTEB","College of Education","82","81","61","24","25","0","2.1","1","20","37","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Male","all","NECO","College of Education","155","153","108","29","25","4","2.0","2","45","79","4"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Male","all","WAEC","College of Education","188","185","128","41","38","3","2.0","3","57","88","3"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Male","disabled","NABTEB","College of Education","8","8","6","0","0","0","2.1","0","2","6","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Male","disabled","NECO","College of Education","12","12","8","0","0","0","2.0","0","4","8","0"
"2019/2020","North East","Yobe","Bade","Katuzu","Unity College, Gashua","Male","disabled","WAEC","College of Education","14","14","9","5","6","0","2.0","0","5","5","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Female","all","NABTEB","Polytechnic","109","107","73","33","25","8","2.0","2","34","41","8"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Female","all","NECO","Polytechnic","200","197","143","52","44","9","2.0","3","54","90","9"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Female","all","WAEC","Polytechnic","255","251","180","76","71","5","2.0","4","71","104","5"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Female","disabled","NABTEB","Polytechnic","12","12","9","7","7","0","2.0","0","3","2","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Female","disabled","NECO","Polytechnic","28","28","19","6","6","0","2.0","0","9","14","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Female","disabled","WAEC","Polytechnic","39","38","26","10","11","0","2.0","1","12","16","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Male","all","NABTEB","Polytechnic","122","120","93","33","25","8","2.0","2","27","60","8"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Male","all","NECO","Polytechnic","232","229","174","57","50","8","2.0","3","55","117","8"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Male","all","WAEC","Polytechnic","287","283","202","71","66","5","2.0","4","81","132","5"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Male","disabled","NABTEB","Polytechnic","13","13","9","0","0","0","2.0","0","4","9","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Male","disabled","NECO","Polytechnic","26","26","17","0","0","0","2.0","0","9","17","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Community Secondary School, Bindigari/Fawari","Male","disabled","WAEC","Polytechnic","38","37","25","5","6","0","2.0","1","12","20","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Female","all","NABTEB","Polytechnic","112","110","83","33","25","8","2.0","2","27","50","8"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Female","all","NECO","Polytechnic","230","227","169","53","44","9","2.0","3","58","116","9"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Female","all","WAEC","Polytechnic","263","259","187","65","60","6","2.0","4","72","121","6"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Female","disabled","NABTEB","Polytechnic","11","11","9","0","0","0","2.0","0","2","9","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Female","disabled","NECO","Polytechnic","23","23","16","0","0","0","2.0","0","7","16","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Female","disabled","WAEC","Polytechnic","27","27","20","5","6","0","2.0","0","7","15","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Male","all","NABTEB","Polytechnic","135","133","85","24","16","8","2.0","2","48","62","8"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Male","all","NECO","Polytechnic","242","238","160","41","37","4","2.0","4","78","119","4"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Male","all","WAEC","Polytechnic","306","301","206","71","60","11","2.0","5","95","135","11"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Male","disabled","NABTEB","Polytechnic","13","13","9","0","0","0","2.0","0","4","9","0"
"2019/2020","North East","Yobe","Damaturu","Bindigari/Fawari","Comprehensive High School, Bindigari/Fawari","Male","disabled","NECO","Polytechnic","26","26","17","6","6","0","2.0","0","9","11","0"
