"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South West","Osun","Ede North","Apaso","Comprehensive High School, Apaso","Male","disabled","WAEC","Polytechnic","28","28","17","4","4","0","2.0","0","11","14","0"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Female","all","NABTEB","Polytechnic","101","100","67","20","15","5","2.0","1","33","47","5"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Female","all","NECO","Polytechnic","231","228","153","53","49","4","2.0","3","75","100","4"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Female","all","WAEC","Polytechnic","286","282","183","72","65","7","2.0","4","99","111","7"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Female","disabled","NABTEB","Polytechnic","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Female","disabled","NECO","Polytechnic","24","24","14","4","5","0","2.0","0","10","11","0"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Female","disabled","WAEC","Polytechnic","33","33","22","7","7","0","2.0","0","11","15","0"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Male","all","NABTEB","Polytechnic","92","91","66","24","21","4","2.0","1","25","41","4"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Male","all","NECO","Polytechnic","217","214","146","49","44","5","2.0","3","68","98","5"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Male","all","WAEC","Polytechnic","250","246","168","52","43","9","2.0","4","78","116","9"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Male","disabled","NABTEB","Polytechnic","11","11","7","5","5","0","2.0","0","4","3","0"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Male","disabled","NECO","Polytechnic","22","22","12","4","5","0","2.0","0","10","8","0"
"2019/2020","South West","Osun","Ede North","Apaso","Government Secondary School, Apaso","Male","disabled","WAEC","Polytechnic","28","28","17","3","4","0","2.0","0","11","14","0"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Female","all","NABTEB","University","77","76","56","25","21","4","1.8","1","20","31","4"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Female","all","NECO","University","127","125","85","29","27","2","1.8","2","40","57","2"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Female","all","WAEC","University","184","181","120","38","32","6","1.8","3","61","83","6"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Female","disabled","NABTEB","University","8","8","5","4","4","0","1.8","0","3","1","0"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Female","disabled","NECO","University","15","15","10","4","5","0","1.8","0","5","6","0"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Female","disabled","WAEC","University","23","23","14","4","4","0","1.8","0","9","11","0"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Male","all","NABTEB","University","72","71","49","15","15","0","1.8","1","22","35","0"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Male","all","NECO","University","138","136","93","37","35","2","1.8","2","43","56","2"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Male","all","WAEC","University","179","176","120","45","40","5","1.8","3","56","76","5"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Male","disabled","NABTEB","University","8","8","5","0","0","0","1.8","0","3","5","0"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Male","disabled","NECO","University","15","15","10","4","5","0","1.8","0","5","6","0"
"2019/2020","South West","Osun","Ede North","Apaso","Unity College, Ede North","Male","disabled","WAEC","University","23","23","14","3","4","0","1.8","0","9","12","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Female","all","NABTEB","Polytechnic","95","94","66","25","21","4","2.0","1","28","42","4"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Female","all","NECO","Polytechnic","149","147","97","37","35","2","2.0","2","50","61","2"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Female","all","WAEC","Polytechnic","212","209","140","55","50","5","2.0","3","69","86","5"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Female","disabled","NABTEB","Polytechnic","10","10","7","4","4","0","2.0","0","3","2","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Female","disabled","NECO","Polytechnic","20","20","12","4","5","0","2.0","0","8","8","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Female","disabled","WAEC","Polytechnic","25","25","17","7","7","0","2.0","0","8","11","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Male","all","NABTEB","Polytechnic","106","104","70","29","25","4","2.0","2","34","41","4"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Male","all","NECO","Polytechnic","177","174","112","41","40","1","2.0","3","62","72","1"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Male","all","WAEC","Polytechnic","268","264","176","62","54","8","2.0","4","88","115","8"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Male","disabled","NABTEB","Polytechnic","13","13","7","5","5","0","2.0","0","6","3","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Male","disabled","NECO","Polytechnic","24","24","14","4","4","0","2.0","0","10","11","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Community Secondary School, Akarabata","Male","disabled","WAEC","Polytechnic","32","32","19","7","7","0","2.0","0","13","13","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Female","all","NABTEB","Polytechnic","108","106","77","30","26","4","2.0","2","29","48","4"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Female","all","NECO","Polytechnic","198","195","128","41","40","1","2.0","3","67","87","1"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Female","all","WAEC","Polytechnic","217","214","143","55","50","5","2.0","3","71","89","5"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Female","disabled","NABTEB","Polytechnic","10","10","7","4","4","0","2.0","0","3","2","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Female","disabled","NECO","Polytechnic","22","22","15","4","5","0","2.0","0","7","11","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Female","disabled","WAEC","Polytechnic","23","23","14","7","7","0","2.0","0","9","8","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Male","all","NABTEB","Polytechnic","99","98","68","24","21","4","2.0","1","30","43","4"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Male","all","NECO","Polytechnic","192","189","124","45","40","5","2.0","3","65","80","5"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Male","all","WAEC","Polytechnic","229","226","154","55","50","5","2.0","3","72","100","5"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Male","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Male","disabled","NECO","Polytechnic","19","19","11","4","4","0","2.0","0","8","8","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Comprehensive High School, Akarabata","Male","disabled","WAEC","Polytechnic","25","25","17","7","7","0","2.0","0","8","11","0"
"2019/2020","South West","Osun","Ife Central","Akarabata","Government Secondary School, Akarabata","Female","all","NABTEB","University","79","78","49","20","15","5","1.8","1","29","30","5"
