"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Female","all","NABTEB","College of Education","47","46","28","9","10","0","2.1","1","18","20","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Female","all","NECO","College of Education","69","68","37","16","13","3","2.0","1","31","22","3"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Female","all","WAEC","College of Education","110","108","60","18","17","1","2.0","2","48","43","1"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Female","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","3","4","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Female","disabled","NECO","College of Education","8","8","4","4","4","0","2.0","0","4","0","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Female","disabled","WAEC","College of Education","9","9","4","2","3","0","2.0","0","5","2","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Male","all","NABTEB","College of Education","54","53","30","9","10","0","2.1","1","23","22","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Male","all","NECO","College of Education","90","89","50","16","13","3","2.0","1","39","34","3"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Male","all","WAEC","College of Education","130","128","72","25","23","2","2.0","2","56","48","2"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Male","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Male","disabled","NECO","College of Education","8","8","4","0","0","0","2.0","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Comprehensive High School, Bangu","Male","disabled","WAEC","College of Education","11","11","6","3","3","0","2.0","0","5","3","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Female","all","NABTEB","University","31","31","17","4","5","0","1.8","0","14","13","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Female","all","NECO","University","67","66","35","12","9","3","1.8","1","31","24","3"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Female","all","WAEC","University","84","83","47","15","13","2","1.8","1","36","33","2"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Female","disabled","NABTEB","University","7","7","4","0","0","0","1.8","0","3","4","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Female","disabled","NECO","University","7","7","3","0","0","0","1.8","0","4","3","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Female","disabled","WAEC","University","9","9","4","0","0","0","1.8","0","5","4","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Male","all","NABTEB","University","39","38","21","4","5","0","1.8","1","17","18","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Male","all","NECO","University","83","82","44","16","13","3","1.8","1","38","28","3"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Male","all","WAEC","University","106","104","58","18","17","1","1.8","2","46","41","1"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Male","disabled","NABTEB","University","7","7","4","0","0","0","1.8","0","3","4","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Male","disabled","NECO","University","9","9","5","3","3","0","1.8","0","4","2","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Government Secondary School, Bangu","Male","disabled","WAEC","University","11","11","6","3","3","0","1.8","0","5","3","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Female","all","NABTEB","University","91","90","50","13","14","0","1.8","1","40","38","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Female","all","NECO","University","182","179","99","27","26","1","1.8","3","80","73","1"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Female","all","WAEC","University","232","229","134","46","40","6","1.8","3","95","88","6"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Female","disabled","NABTEB","University","9","9","4","0","0","0","1.8","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Female","disabled","NECO","University","21","21","11","0","0","0","1.8","0","10","11","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Female","disabled","WAEC","University","34","33","19","6","7","0","1.8","1","14","14","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Male","all","NABTEB","University","89","88","50","13","10","3","1.8","1","38","38","3"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Male","all","NECO","University","180","177","101","35","30","5","1.8","3","76","67","5"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Male","all","WAEC","University","217","214","125","37","33","4","1.8","3","89","88","4"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Male","disabled","NABTEB","University","11","11","6","0","0","0","1.8","0","5","6","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Male","disabled","NECO","University","23","23","13","4","4","0","1.8","0","10","10","0"
"2019/2020","North East","Gombe","Balanga","Bangu","Unity College, Balanga","Male","disabled","WAEC","University","29","29","15","3","3","0","1.8","0","14","13","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Female","all","NABTEB","College of Education","93","92","54","18","14","4","2.1","1","38","37","4"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Female","all","NECO","College of Education","178","175","95","35","34","1","2.0","3","80","61","1"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Female","all","WAEC","College of Education","234","231","127","43","40","3","2.0","3","104","84","3"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Female","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Female","disabled","NECO","College of Education","14","14","7","4","4","0","2.0","0","7","4","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Female","disabled","WAEC","College of Education","20","20","11","3","4","0","2.0","0","9","9","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Male","all","NABTEB","College of Education","89","88","45","13","9","4","2.1","1","43","33","4"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Male","all","NECO","College of Education","202","199","111","39","34","5","2.0","3","88","73","5"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Male","all","WAEC","College of Education","255","251","144","43","40","3","2.0","4","107","101","3"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Male","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Male","disabled","NECO","College of Education","14","14","7","4","4","0","2.0","0","7","4","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Community Secondary School, Dadiya","Male","disabled","WAEC","College of Education","22","22","11","3","3","0","2.0","0","11","8","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Female","all","NABTEB","College of Education","64","63","39","18","14","4","2.1","1","24","22","4"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Female","all","NECO","College of Education","116","114","69","30","29","1","2.0","2","45","38","1"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Female","all","WAEC","College of Education","162","160","102","43","40","3","2.0","2","58","60","3"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Female","disabled","NABTEB","College of Education","7","7","4","4","4","0","2.1","0","4","0","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Female","disabled","NECO","College of Education","7","7","5","3","3","0","2.0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Female","disabled","WAEC","College of Education","11","11","6","3","3","0","2.0","0","5","3","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Male","all","NABTEB","College of Education","66","65","37","18","19","0","2.1","1","28","20","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Male","all","NECO","College of Education","135","133","79","35","34","1","2.0","2","54","45","1"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Male","all","WAEC","College of Education","164","162","93","40","37","3","2.0","2","69","54","3"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Male","disabled","NABTEB","College of Education","7","7","4","4","4","0","2.1","0","4","0","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Male","disabled","NECO","College of Education","11","11","6","4","4","0","2.0","0","5","2","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Comprehensive High School, Dadiya","Male","disabled","WAEC","College of Education","11","11","6","3","3","0","2.0","0","5","3","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Female","all","NABTEB","Polytechnic","95","94","57","18","14","4","2.0","1","37","40","4"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Female","all","NECO","Polytechnic","185","182","108","43","39","4","2.0","3","74","65","4"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Female","all","WAEC","Polytechnic","219","216","130","46","40","6","2.0","3","86","84","6"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Female","disabled","NABTEB","Polytechnic","9","9","6","0","0","0","2.0","0","3","6","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Female","disabled","NECO","Polytechnic","20","20","12","4","4","0","2.0","0","8","8","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Female","disabled","WAEC","Polytechnic","22","22","13","6","6","0","2.0","0","9","7","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Male","all","NABTEB","Polytechnic","106","104","59","22","19","3","2.0","2","45","38","3"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Male","all","NECO","Polytechnic","211","208","119","47","43","4","2.0","3","89","73","4"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Male","all","WAEC","Polytechnic","225","222","129","40","37","3","2.0","3","93","90","3"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Male","disabled","NABTEB","Polytechnic","9","9","6","4","4","0","2.0","0","3","3","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Male","disabled","NECO","Polytechnic","22","22","12","4","4","0","2.0","0","10","8","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Government Secondary School, Dadiya","Male","disabled","WAEC","Polytechnic","24","24","13","3","3","0","2.0","0","11","10","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Female","all","NABTEB","University","97","96","52","22","19","3","1.8","1","44","31","3"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Female","all","NECO","University","176","173","99","27","26","1","1.8","3","74","73","1"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Female","all","WAEC","University","226","223","132","43","37","6","1.8","3","91","89","6"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Female","disabled","NABTEB","University","11","11","6","4","5","0","1.8","0","5","3","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Female","disabled","NECO","University","20","20","10","0","0","0","1.8","0","10","10","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Female","disabled","WAEC","University","24","24","11","3","3","0","1.8","0","13","8","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Male","all","NABTEB","University","97","96","54","13","9","4","1.8","1","42","42","4"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Male","all","NECO","University","174","171","104","39","34","5","1.8","3","67","65","5"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Male","all","WAEC","University","213","210","123","34","30","4","1.8","3","87","89","4"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Male","disabled","NABTEB","University","9","9","4","0","0","0","1.8","0","5","4","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Male","disabled","NECO","University","17","17","9","4","4","0","1.8","0","8","6","0"
"2019/2020","North East","Gombe","Balanga","Dadiya","Unity College, Balanga","Male","disabled","WAEC","University","27","27","15","3","3","0","1.8","0","12","13","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Female","all","NABTEB","College of Education","104","102","61","18","14","4","2.1","2","41","44","4"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Female","all","NECO","College of Education","172","169","94","35","30","5","2.0","3","75","59","5"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Female","all","WAEC","College of Education","278","274","160","61","53","8","2.0","4","114","99","8"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Female","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","3","4","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Female","disabled","NECO","College of Education","14","14","7","0","0","0","2.0","0","7","7","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Female","disabled","WAEC","College of Education","22","22","11","3","3","0","2.0","0","11","8","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Male","all","NABTEB","College of Education","106","104","63","18","14","4","2.1","2","41","46","4"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Male","all","NECO","College of Education","196","193","117","39","39","0","2.0","3","76","79","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Male","all","WAEC","College of Education","276","272","155","52","47","5","2.0","4","117","103","5"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Male","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","3","4","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Male","disabled","NECO","College of Education","14","14","7","4","4","0","2.0","0","7","4","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Community Secondary School, Ajiya","Male","disabled","WAEC","College of Education","22","22","11","3","3","0","2.0","0","11","8","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Female","all","NABTEB","Polytechnic","93","92","50","13","10","3","2.0","1","42","38","3"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Female","all","NECO","Polytechnic","207","204","121","39","34","5","2.0","3","83","83","5"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Female","all","WAEC","Polytechnic","230","227","137","43","37","6","2.0","3","90","94","6"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Female","disabled","NABTEB","Polytechnic","7","7","4","0","0","0","2.0","0","3","4","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Female","disabled","NECO","Polytechnic","14","14","7","0","0","0","2.0","0","7","7","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Female","disabled","WAEC","Polytechnic","18","18","10","3","3","0","2.0","0","8","8","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Male","all","NABTEB","Polytechnic","104","102","57","13","14","0","2.0","2","45","45","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Male","all","NECO","Polytechnic","242","238","125","35","34","1","2.0","4","113","90","1"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Male","all","WAEC","Polytechnic","255","251","146","43","40","3","2.0","4","105","103","3"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Male","disabled","NABTEB","Polytechnic","7","7","4","0","0","0","2.0","0","4","4","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Male","disabled","NECO","Polytechnic","18","18","9","4","4","0","2.0","0","9","5","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Comprehensive High School, Ajiya","Male","disabled","WAEC","Polytechnic","18","18","9","3","3","0","2.0","0","9","6","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Government Secondary School, Ajiya","Female","all","NABTEB","Polytechnic","64","63","34","9","9","0","2.0","1","29","26","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Government Secondary School, Ajiya","Female","all","NECO","Polytechnic","118","116","63","24","22","2","2.0","2","53","39","2"
"2019/2020","North East","Gombe","Gombe","Ajiya","Government Secondary School, Ajiya","Female","all","WAEC","Polytechnic","147","145","81","25","23","2","2.0","2","64","57","2"
"2019/2020","North East","Gombe","Gombe","Ajiya","Government Secondary School, Ajiya","Female","disabled","NABTEB","Polytechnic","7","7","4","0","0","0","2.0","0","3","4","0"
"2019/2020","North East","Gombe","Gombe","Ajiya","Government Secondary School, Ajiya","Female","disabled","NECO","Polytechnic","9","9","5","3","3","0","2.0","0","4","2","0"
