"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Female","all","NECO","University","128","126","85","30","25","5","1.8","2","41","56","5"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Female","all","WAEC","University","183","180","115","35","30","5","1.8","3","65","80","5"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Female","disabled","NABTEB","University","10","10","6","0","0","0","1.8","0","4","6","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Female","disabled","NECO","University","17","17","12","0","0","0","1.8","0","5","12","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Female","disabled","WAEC","University","22","22","13","0","0","0","1.8","0","9","13","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Male","all","NABTEB","University","83","82","53","20","21","0","1.8","1","29","32","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Male","all","NECO","University","161","159","107","30","25","5","1.8","2","52","78","5"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Male","all","WAEC","University","221","218","134","35","30","5","1.8","3","84","99","5"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Male","disabled","NABTEB","University","10","10","6","0","0","0","1.8","0","4","6","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Male","disabled","NECO","University","20","20","12","0","0","0","1.8","0","8","12","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Government Secondary School, Betso","Male","disabled","WAEC","University","27","27","16","6","6","0","1.8","0","11","11","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Female","all","NABTEB","University","115","113","86","52","43","9","1.8","2","27","35","9"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Female","all","NECO","University","200","197","142","53","50","3","1.8","3","55","90","3"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Female","all","WAEC","University","284","280","190","70","61","9","1.8","4","90","120","9"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Female","disabled","NABTEB","University","13","13","10","10","10","0","1.8","0","3","0","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Female","disabled","NECO","University","23","23","15","0","0","0","1.8","0","8","15","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Female","disabled","WAEC","University","30","30","19","6","6","0","1.8","0","11","14","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Male","all","NABTEB","University","109","107","75","30","22","9","1.8","2","32","44","9"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Male","all","NECO","University","230","227","164","68","67","1","1.8","3","63","97","1"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Male","all","WAEC","University","288","284","202","58","48","10","1.8","4","82","144","10"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Male","disabled","NABTEB","University","13","13","6","0","0","0","1.8","0","6","6","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Male","disabled","NECO","University","26","26","15","0","0","0","1.8","0","11","15","0"
"2019/2020","North East","Adamawa","Mubi North","Betso","Unity College, Mubi North","Male","disabled","WAEC","University","37","36","24","6","6","0","1.8","1","12","18","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Female","all","NABTEB","College of Education","129","127","86","31","22","9","2.1","2","41","56","9"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Female","all","NECO","College of Education","217","214","142","45","42","3","2.0","3","72","97","3"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Female","all","WAEC","College of Education","338","333","216","70","61","9","2.0","5","117","146","9"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Female","disabled","NABTEB","College of Education","14","14","7","0","0","0","2.1","0","7","7","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Female","disabled","NECO","College of Education","29","29","19","7","8","0","2.0","0","10","12","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Female","disabled","WAEC","College of Education","39","38","24","6","6","0","2.0","1","14","19","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Male","all","NABTEB","College of Education","118","116","75","31","22","9","2.1","2","41","45","9"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Male","all","NECO","College of Education","242","238","152","53","50","3","2.0","4","86","99","3"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Male","all","WAEC","College of Education","325","320","207","64","55","9","2.0","5","113","144","9"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Male","disabled","NABTEB","College of Education","14","14","7","0","0","0","2.1","0","7","7","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Male","disabled","NECO","College of Education","26","26","16","0","0","0","2.0","0","10","16","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Community Secondary School, Digil","Male","disabled","WAEC","College of Education","39","38","24","6","6","0","2.0","1","14","19","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Female","all","NABTEB","College of Education","86","85","60","21","22","0","2.1","1","25","40","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Female","all","NECO","College of Education","154","152","101","38","34","4","2.0","2","51","63","4"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Female","all","WAEC","College of Education","205","202","140","52","48","4","2.0","3","62","89","4"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Female","disabled","NABTEB","College of Education","11","11","7","0","0","0","2.1","0","4","7","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Female","disabled","NECO","College of Education","14","14","9","7","7","0","2.0","0","5","3","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Female","disabled","WAEC","College of Education","19","19","10","6","6","0","2.0","0","9","5","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Male","all","NABTEB","College of Education","100","99","71","21","22","0","2.1","1","28","50","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Male","all","NECO","College of Education","200","197","126","38","34","4","2.0","3","71","89","4"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Male","all","WAEC","College of Education","248","244","168","64","55","9","2.0","4","76","105","9"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Male","disabled","NABTEB","College of Education","11","11","7","0","0","0","2.1","0","4","7","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Male","disabled","NECO","College of Education","20","20","12","0","0","0","2.0","0","8","12","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Comprehensive High School, Digil","Male","disabled","WAEC","College of Education","22","22","13","6","6","0","2.0","0","9","8","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Female","all","NABTEB","College of Education","131","129","82","31","32","0","2.1","2","47","51","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Female","all","NECO","College of Education","251","247","174","60","59","1","2.0","4","73","115","1"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Female","all","WAEC","College of Education","360","355","228","81","73","8","2.0","5","127","147","8"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Female","disabled","NABTEB","College of Education","14","14","7","0","0","0","2.1","0","7","7","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Female","disabled","NECO","College of Education","29","29","19","8","8","0","2.0","0","10","11","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Female","disabled","WAEC","College of Education","43","42","25","6","6","0","2.0","1","17","19","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Male","all","NABTEB","College of Education","134","132","82","31","22","9","2.1","2","50","51","9"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Male","all","NECO","College of Education","230","227","148","38","34","4","2.0","3","79","111","4"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Male","all","WAEC","College of Education","359","354","224","76","67","9","2.0","5","130","149","9"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Male","disabled","NABTEB","College of Education","14","14","7","0","0","0","2.1","0","7","7","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Male","disabled","NECO","College of Education","29","29","16","0","0","0","2.0","0","13","16","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Government Secondary School, Digil","Male","disabled","WAEC","College of Education","37","36","22","6","6","0","2.0","1","14","17","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Female","all","NABTEB","University","74","73","50","20","21","0","1.8","1","23","29","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Female","all","NECO","University","143","141","94","38","34","4","1.8","2","47","57","4"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Female","all","WAEC","University","171","168","117","41","36","5","1.8","3","51","77","5"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Female","disabled","NABTEB","University","11","11","7","0","0","0","1.8","0","4","7","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Female","disabled","NECO","University","17","17","9","7","8","0","1.8","0","8","3","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Female","disabled","WAEC","University","25","25","17","0","0","0","1.8","0","8","17","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Male","all","NABTEB","University","72","71","46","11","11","0","1.8","1","25","36","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Male","all","NECO","University","131","129","88","30","25","5","1.8","2","41","59","5"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Male","all","WAEC","University","164","162","114","41","36","5","1.8","2","48","74","5"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Male","disabled","NABTEB","University","11","11","7","0","0","0","1.8","0","4","7","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Male","disabled","NECO","University","17","17","12","0","0","0","1.8","0","5","12","0"
"2019/2020","North East","Adamawa","Mubi North","Digil","Unity College, Mubi North","Male","disabled","WAEC","University","22","22","13","6","6","0","1.8","0","9","8","0"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Female","all","NABTEB","University","132","130","82","31","22","9","1.8","2","48","52","9"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Female","all","NECO","University","236","232","155","45","42","3","1.8","4","77","110","3"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Female","all","WAEC","University","306","301","200","58","48","10","1.8","5","101","142","10"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Female","disabled","NABTEB","University","19","19","10","0","0","0","1.8","0","9","10","0"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Female","disabled","NECO","University","32","32","19","0","0","0","1.8","0","13","19","0"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Female","disabled","WAEC","University","39","38","24","6","6","0","1.8","1","14","19","0"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Male","all","NABTEB","University","134","132","86","31","22","9","1.8","2","46","55","9"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Male","all","NECO","University","254","250","152","38","34","4","1.8","4","98","115","4"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Male","all","WAEC","University","296","292","199","52","42","10","1.8","4","93","147","10"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Male","disabled","NABTEB","University","19","19","10","0","0","0","1.8","0","9","10","0"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Male","disabled","NECO","University","32","32","19","0","0","0","1.8","0","13","19","0"
"2019/2020","North East","Adamawa","Numan","Bare","Community Secondary School, Bare","Male","disabled","WAEC","University","43","42","25","6","6","0","1.8","1","17","19","0"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Female","all","NABTEB","College of Education","117","115","75","21","22","0","2.1","2","40","54","0"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Female","all","NECO","College of Education","200","197","132","45","42","3","2.0","3","65","88","3"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Female","all","WAEC","College of Education","259","255","165","52","42","10","2.0","4","90","114","10"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Female","disabled","NABTEB","College of Education","10","10","6","0","0","0","2.1","0","4","6","0"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Female","disabled","NECO","College of Education","20","20","12","0","0","0","2.0","0","8","12","0"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Female","disabled","WAEC","College of Education","24","24","16","6","6","0","2.0","0","8","11","0"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Male","all","NABTEB","College of Education","118","116","75","21","22","0","2.1","2","41","55","0"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Male","all","NECO","College of Education","224","221","142","53","50","3","2.0","3","79","90","3"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Male","all","WAEC","College of Education","265","261","171","52","48","4","2.0","4","90","120","4"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Male","disabled","NABTEB","College of Education","10","10","6","0","0","0","2.1","0","4","6","0"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Male","disabled","NECO","College of Education","20","20","12","7","8","0","2.0","0","8","6","0"
"2019/2020","North East","Adamawa","Numan","Bare","Comprehensive High School, Bare","Male","disabled","WAEC","College of Education","22","22","13","6","6","0","2.0","0","9","8","0"
"2019/2020","North East","Adamawa","Numan","Bare","Government Secondary School, Bare","Female","all","NABTEB","College of Education","117","115","78","30","22","9","2.1","2","37","47","9"
"2019/2020","North East","Adamawa","Numan","Bare","Government Secondary School, Bare","Female","all","NECO","College of Education","239","235","155","53","50","3","2.0","4","80","102","3"
"2019/2020","North East","Adamawa","Numan","Bare","Government Secondary School, Bare","Female","all","WAEC","College of Education","265","261","179","64","55","9","2.0","4","82","116","9"
"2019/2020","North East","Adamawa","Numan","Bare","Government Secondary School, Bare","Female","disabled","NABTEB","College of Education","10","10","6","0","0","0","2.1","0","4","6","0"
"2019/2020","North East","Adamawa","Numan","Bare","Government Secondary School, Bare","Female","disabled","NECO","College of Education","23","23","15","0","0","0","2.0","0","8","15","0"
"2019/2020","North East","Adamawa","Numan","Bare","Government Secondary School, Bare","Female","disabled","WAEC","College of Education","25","25","17","6","6","0","2.0","0","8","11","0"
