"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South South","Cross River","Abi","Adadama","Community Secondary School, Adadama","Male","disabled","WAEC","Polytechnic","17","17","13","4","4","0","2.0","0","4","9","0"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Female","all","NABTEB","College of Education","44","43","32","11","12","0","2.1","1","11","22","0"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Female","all","NECO","College of Education","70","69","50","24","21","3","2.0","1","19","26","3"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Female","all","WAEC","College of Education","111","109","80","35","33","2","2.0","2","29","46","2"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Female","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","1","0"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Female","disabled","NECO","College of Education","9","9","6","4","4","0","2.0","0","3","3","0"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Female","disabled","WAEC","College of Education","13","13","8","4","4","0","2.0","0","5","5","0"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Male","all","NABTEB","College of Education","48","47","32","11","12","0","2.1","1","15","21","0"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Male","all","NECO","College of Education","89","88","68","24","21","3","2.0","1","20","44","3"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Male","all","WAEC","College of Education","133","131","97","38","33","5","2.0","2","34","59","5"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Male","disabled","NABTEB","College of Education","7","7","5","3","3","0","2.1","0","2","2","0"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Male","disabled","NECO","College of Education","11","11","6","4","4","0","2.0","0","5","3","0"
"2019/2020","South South","Cross River","Abi","Adadama","Comprehensive High School, Adadama","Male","disabled","WAEC","College of Education","15","15","10","4","4","0","2.0","0","5","7","0"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Female","all","NABTEB","University","94","93","67","19","16","3","1.8","1","26","48","3"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Female","all","NECO","University","178","175","115","41","34","7","1.8","3","60","74","7"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Female","all","WAEC","University","266","262","175","55","51","4","1.8","4","87","120","4"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Female","disabled","NABTEB","University","8","8","5","4","4","0","1.8","0","3","2","0"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Female","disabled","NECO","University","14","14","10","4","4","0","1.8","0","4","6","0"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Female","disabled","WAEC","University","19","19","13","3","4","0","1.8","0","6","10","0"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Male","all","NABTEB","University","110","108","77","22","21","1","1.8","2","31","55","1"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Male","all","NECO","University","208","205","144","45","38","7","1.8","3","61","100","7"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Male","all","WAEC","University","331","326","217","62","54","8","1.8","5","109","156","8"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Male","disabled","NABTEB","University","8","8","5","4","4","0","1.8","0","3","2","0"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Male","disabled","NECO","University","15","15","9","4","4","0","1.8","0","6","5","0"
"2019/2020","South South","Cross River","Abi","Adadama","Government Secondary School, Adadama","Male","disabled","WAEC","University","27","27","17","3","4","0","1.8","0","10","14","0"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Female","all","NABTEB","College of Education","94","93","67","22","21","1","2.1","1","26","45","1"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Female","all","NECO","College of Education","177","174","124","45","38","7","2.0","3","50","80","7"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Female","all","WAEC","College of Education","216","213","156","62","54","8","2.0","3","57","95","8"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Female","disabled","NABTEB","College of Education","10","10","7","4","4","0","2.1","0","3","4","0"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Female","disabled","NECO","College of Education","21","21","15","4","4","0","2.0","0","6","11","0"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Female","disabled","WAEC","College of Education","27","27","17","7","7","0","2.0","0","10","11","0"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Male","all","NABTEB","College of Education","94","93","69","19","16","3","2.1","1","24","50","3"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Male","all","NECO","College of Education","164","162","112","36","34","2","2.0","2","50","77","2"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Male","all","WAEC","College of Education","205","202","143","52","43","9","2.0","3","59","92","9"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Male","disabled","NABTEB","College of Education","9","9","7","3","3","0","2.1","0","2","3","0"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Male","disabled","NECO","College of Education","18","18","11","4","4","0","2.0","0","7","8","0"
"2019/2020","South South","Cross River","Abi","Adadama","Unity College, Abi","Male","disabled","WAEC","College of Education","24","24","15","3","4","0","2.0","0","9","12","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Female","all","NABTEB","College of Education","87","86","61","11","8","3","2.1","1","25","50","3"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Female","all","NECO","College of Education","210","207","142","49","42","7","2.0","3","65","94","7"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Female","all","WAEC","College of Education","258","254","181","62","54","8","2.0","4","73","119","8"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Female","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","3","4","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Female","disabled","NECO","College of Education","24","24","15","4","4","0","2.0","0","9","11","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Female","disabled","WAEC","College of Education","29","29","19","7","7","0","2.0","0","10","13","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Male","all","NABTEB","College of Education","89","88","57","11","12","0","2.1","1","31","46","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Male","all","NECO","College of Education","197","194","133","41","34","7","2.0","3","61","92","7"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Male","all","WAEC","College of Education","263","259","177","52","47","5","2.0","4","82","126","5"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Male","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","3","4","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Male","disabled","NECO","College of Education","18","18","11","4","4","0","2.0","0","7","8","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Community Secondary School, Afafanyi/Igonigoni","Male","disabled","WAEC","College of Education","25","25","16","3","4","0","2.0","0","9","13","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Female","all","NABTEB","College of Education","87","86","61","22","21","1","2.1","1","25","39","1"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Female","all","NECO","College of Education","149","147","109","41","34","7","2.0","2","38","69","7"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Female","all","WAEC","College of Education","225","222","165","59","54","5","2.0","3","57","107","5"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Female","disabled","NABTEB","College of Education","13","13","8","4","4","0","2.1","0","5","4","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Female","disabled","NECO","College of Education","20","20","14","4","4","0","2.0","0","6","10","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Female","disabled","WAEC","College of Education","31","31","21","7","7","0","2.0","0","10","15","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Male","all","NABTEB","College of Education","104","102","72","19","16","3","2.1","2","30","53","3"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Male","all","NECO","College of Education","175","172","125","41","34","7","2.0","3","47","84","7"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Male","all","WAEC","College of Education","232","229","168","55","51","4","2.0","3","61","114","4"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Male","disabled","NABTEB","College of Education","15","15","11","4","4","0","2.1","0","4","7","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Male","disabled","NECO","College of Education","23","23","14","4","4","0","2.0","0","9","11","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Comprehensive High School, Afafanyi/Igonigoni","Male","disabled","WAEC","College of Education","35","34","24","7","7","0","2.0","1","10","17","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Female","all","NABTEB","Polytechnic","85","84","58","11","8","3","2.0","1","26","47","3"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Female","all","NECO","Polytechnic","131","129","95","36","34","2","2.0","2","34","59","2"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Female","all","WAEC","Polytechnic","204","201","138","49","40","9","2.0","3","63","89","9"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Female","disabled","NABTEB","Polytechnic","8","8","4","0","0","0","2.0","0","4","4","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Female","disabled","NECO","Polytechnic","8","8","6","3","3","0","2.0","0","2","2","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Female","disabled","WAEC","Polytechnic","15","15","8","3","4","0","2.0","0","7","6","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Male","all","NABTEB","Polytechnic","85","84","53","11","8","3","2.0","1","31","42","3"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Male","all","NECO","Polytechnic","155","153","100","32","29","3","2.0","2","53","68","3"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Male","all","WAEC","Polytechnic","213","210","145","49","43","6","2.0","3","65","96","6"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Male","disabled","NABTEB","Polytechnic","8","8","4","0","0","0","2.0","0","4","4","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Male","disabled","NECO","Polytechnic","10","10","6","3","3","0","2.0","0","4","2","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Government Secondary School, Afafanyi/Igonigoni","Male","disabled","WAEC","Polytechnic","17","17","13","3","4","0","2.0","0","4","10","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Female","all","NABTEB","College of Education","51","50","35","15","12","3","2.1","1","15","21","3"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Female","all","NECO","College of Education","94","93","73","36","34","2","2.0","1","20","37","2"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Female","all","WAEC","College of Education","128","126","93","45","40","5","2.0","2","33","49","5"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Female","disabled","NABTEB","College of Education","8","8","4","4","4","0","2.1","0","4","1","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Female","disabled","NECO","College of Education","8","8","6","3","3","0","2.0","0","2","2","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Female","disabled","WAEC","College of Education","13","13","8","3","4","0","2.0","0","5","6","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Male","all","NABTEB","College of Education","59","58","42","15","12","3","2.1","1","16","27","3"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Male","all","NECO","College of Education","109","107","84","36","34","2","2.0","2","23","49","2"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Male","all","WAEC","College of Education","146","144","114","52","47","5","2.0","2","30","63","5"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Male","disabled","NABTEB","College of Education","8","8","4","4","4","0","2.1","0","4","1","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Male","disabled","NECO","College of Education","8","8","6","3","3","0","2.0","0","2","2","0"
"2019/2020","South South","Cross River","Abi","Afafanyi/Igonigoni","Unity College, Abi","Male","disabled","WAEC","College of Education","13","13","8","3","4","0","2.0","0","5","6","0"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Female","all","NABTEB","Polytechnic","100","99","79","26","25","1","2.0","1","20","53","1"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Female","all","NECO","Polytechnic","164","162","122","49","42","7","2.0","2","40","74","7"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Female","all","WAEC","Polytechnic","214","211","152","66","58","8","2.0","3","59","87","8"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Female","disabled","NABTEB","Polytechnic","8","8","4","4","4","0","2.0","0","4","1","0"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Female","disabled","NECO","Polytechnic","15","15","11","4","4","0","2.0","0","4","7","0"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Female","disabled","WAEC","Polytechnic","20","20","13","4","4","0","2.0","0","7","10","0"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Male","all","NABTEB","Polytechnic","105","103","82","30","29","1","2.0","2","21","52","1"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Male","all","NECO","Polytechnic","203","200","154","57","50","7","2.0","3","46","98","7"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Male","all","WAEC","Polytechnic","235","232","179","69","58","11","2.0","3","53","111","11"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Male","disabled","NABTEB","Polytechnic","10","10","7","4","4","0","2.0","0","3","4","0"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Male","disabled","NECO","Polytechnic","15","15","11","4","4","0","2.0","0","4","7","0"
"2019/2020","South South","Cross River","Abi","Ebom","Community Secondary School, Ebom","Male","disabled","WAEC","Polytechnic","22","22","15","3","4","0","2.0","0","7","12","0"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Female","all","NABTEB","University","87","86","61","15","12","3","1.8","1","25","46","3"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Female","all","NECO","University","166","164","109","36","34","2","1.8","2","55","74","2"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Female","all","WAEC","University","207","204","138","49","43","6","1.8","3","66","90","6"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Female","disabled","NABTEB","University","10","10","7","4","4","0","1.8","0","3","4","0"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Female","disabled","NECO","University","20","20","11","4","4","0","1.8","0","9","8","0"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Female","disabled","WAEC","University","27","27","17","3","4","0","1.8","0","10","14","0"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Male","all","NABTEB","University","111","109","79","19","16","3","1.8","2","30","60","3"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Male","all","NECO","University","184","181","124","45","38","7","1.8","3","57","80","7"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Male","all","WAEC","University","235","232","161","52","43","9","1.8","3","71","110","9"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Male","disabled","NABTEB","University","13","13","8","4","4","0","1.8","0","5","4","0"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Male","disabled","NECO","University","21","21","12","4","4","0","1.8","0","9","8","0"
"2019/2020","South South","Cross River","Abi","Ebom","Comprehensive High School, Ebom","Male","disabled","WAEC","University","31","31","19","7","7","0","1.8","0","12","13","0"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Female","all","NABTEB","College of Education","69","68","54","22","21","1","2.1","1","14","33","1"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Female","all","NECO","College of Education","111","109","84","36","34","2","2.0","2","25","49","2"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Female","all","WAEC","College of Education","154","152","121","49","43","6","2.0","2","31","72","6"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Female","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","1","0"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Female","disabled","NECO","College of Education","8","8","6","3","3","0","2.0","0","2","2","0"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Female","disabled","WAEC","College of Education","13","13","10","3","4","0","2.0","0","3","7","0"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Male","all","NABTEB","College of Education","78","77","57","19","16","3","2.1","1","20","38","3"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Male","all","NECO","College of Education","130","128","99","45","38","7","2.0","2","29","55","7"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Male","all","WAEC","College of Education","202","199","145","55","47","8","2.0","3","54","91","8"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Male","disabled","NABTEB","College of Education","8","8","4","4","4","0","2.1","0","4","1","0"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Male","disabled","NECO","College of Education","10","10","8","3","3","0","2.0","0","2","5","0"
"2019/2020","South South","Cross River","Abi","Ebom","Government Secondary School, Ebom","Male","disabled","WAEC","College of Education","15","15","10","3","4","0","2.0","0","5","8","0"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Female","all","NABTEB","College of Education","71","70","52","15","12","3","2.1","1","18","37","3"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Female","all","NECO","College of Education","136","134","93","41","34","7","2.0","2","41","52","7"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Female","all","WAEC","College of Education","207","204","150","59","51","8","2.0","3","54","92","8"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Female","disabled","NABTEB","College of Education","8","8","5","4","4","0","2.1","0","3","2","0"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Female","disabled","NECO","College of Education","10","10","6","3","3","0","2.0","0","4","2","0"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Female","disabled","WAEC","College of Education","18","18","11","3","4","0","2.0","0","7","8","0"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Male","all","NABTEB","College of Education","98","97","66","19","16","3","2.1","1","31","48","3"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Male","all","NECO","College of Education","187","184","128","41","34","7","2.0","3","56","87","7"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Male","all","WAEC","College of Education","270","266","181","66","58","8","2.0","4","85","116","8"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Male","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","1","0"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Male","disabled","NECO","College of Education","15","15","9","4","4","0","2.0","0","6","5","0"
"2019/2020","South South","Cross River","Abi","Ebom","Unity College, Abi","Male","disabled","WAEC","College of Education","22","22","15","3","4","0","2.0","0","7","12","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Female","all","NABTEB","Polytechnic","100","99","74","22","21","1","2.0","1","25","52","1"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Female","all","NECO","Polytechnic","177","174","134","57","50","7","2.0","3","40","78","7"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Female","all","WAEC","Polytechnic","212","209","160","62","54","8","2.0","3","49","98","8"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Female","disabled","NABTEB","Polytechnic","9","9","7","3","3","0","2.0","0","2","3","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Female","disabled","NECO","Polytechnic","23","23","17","4","4","0","2.0","0","6","13","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Female","disabled","WAEC","Polytechnic","29","29","19","7","7","0","2.0","0","10","13","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Male","all","NABTEB","Polytechnic","108","106","80","22","21","1","2.0","2","26","58","1"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Male","all","NECO","Polytechnic","225","222","165","57","50","7","2.0","3","57","108","7"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Male","all","WAEC","Polytechnic","263","259","190","69","62","7","2.0","4","69","122","7"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Male","disabled","NABTEB","Polytechnic","14","14","10","4","4","0","2.0","0","4","7","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Male","disabled","NECO","Polytechnic","28","28","19","4","4","0","2.0","0","9","15","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Community Secondary School, Abuochiche","Male","disabled","WAEC","Polytechnic","37","36","24","7","7","0","2.0","1","12","18","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Female","all","NABTEB","University","100","99","71","22","21","1","1.8","1","28","50","1"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Female","all","NECO","University","203","200","139","49","42","7","1.8","3","61","91","7"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Female","all","WAEC","University","263","259","183","69","62","7","1.8","4","76","115","7"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Female","disabled","NABTEB","University","12","12","7","4","4","0","1.8","0","5","4","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Female","disabled","NECO","University","21","21","15","4","4","0","1.8","0","6","11","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Female","disabled","WAEC","University","30","30","20","7","7","0","1.8","0","10","13","0"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Male","all","NABTEB","University","125","123","88","22","21","1","1.8","2","35","66","1"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Male","all","NECO","University","259","255","169","53","46","7","1.8","4","86","117","7"
"2019/2020","South South","Cross River","Bekwarra","Abuochiche","Comprehensive High School, Abuochiche","Male","all","WAEC","University","289","285","198","69","58","11","1.8","4","87","129","11"
