"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Female","all","NABTEB","Polytechnic","94","93","56","21","18","3","2.0","1","37","36","3"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Female","all","NECO","Polytechnic","186","183","118","52","47","5","2.0","3","65","66","5"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Female","all","WAEC","Polytechnic","238","234","148","58","52","6","2.0","4","86","90","6"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Female","disabled","NABTEB","Polytechnic","10","10","6","4","4","0","2.0","0","4","3","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Female","disabled","NECO","Polytechnic","23","23","14","4","4","0","2.0","0","9","11","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Female","disabled","WAEC","Polytechnic","27","27","14","6","6","0","2.0","0","13","9","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Male","all","NABTEB","Polytechnic","110","108","66","24","22","2","2.0","2","42","43","2"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Male","all","NECO","Polytechnic","200","197","126","48","43","5","2.0","3","71","79","5"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Male","all","WAEC","Polytechnic","258","254","149","61","55","6","2.0","4","105","89","6"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Male","disabled","NABTEB","Polytechnic","13","13","7","4","4","0","2.0","0","6","3","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Male","disabled","NECO","Polytechnic","23","23","14","4","4","0","2.0","0","9","11","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Community Secondary School, Abofia","Male","disabled","WAEC","Polytechnic","29","29","16","6","6","0","2.0","0","13","11","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Female","all","NABTEB","Polytechnic","96","95","59","21","18","3","2.0","1","36","39","3"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Female","all","NECO","Polytechnic","187","184","122","54","50","4","2.0","3","62","67","4"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Female","all","WAEC","Polytechnic","245","241","146","61","55","6","2.0","4","95","85","6"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Female","disabled","NABTEB","Polytechnic","8","8","4","4","4","0","2.0","0","4","1","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Female","disabled","NECO","Polytechnic","15","15","10","4","4","0","2.0","0","5","6","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Female","disabled","WAEC","Polytechnic","22","22","12","6","6","0","2.0","0","10","7","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Male","all","NABTEB","Polytechnic","130","128","85","24","22","2","2.0","2","43","62","2"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Male","all","NECO","Polytechnic","215","212","135","44","39","5","2.0","3","77","91","5"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Male","all","WAEC","Polytechnic","319","314","192","74","64","10","2.0","5","122","119","10"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Male","disabled","NABTEB","Polytechnic","11","11","7","3","4","0","2.0","0","4","4","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Male","disabled","NECO","Polytechnic","17","17","12","4","4","0","2.0","0","5","8","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Comprehensive High School, Abofia","Male","disabled","WAEC","Polytechnic","25","25","13","3","3","0","2.0","0","12","10","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Female","all","NABTEB","University","54","53","33","14","11","3","1.8","1","20","19","3"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Female","all","NECO","University","108","106","65","33","31","2","1.8","2","41","32","2"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Female","all","WAEC","University","148","146","96","37","32","5","1.8","2","50","59","5"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Female","disabled","NABTEB","University","7","7","4","2","3","0","1.8","0","3","2","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Female","disabled","NECO","University","10","10","5","3","3","0","1.8","0","5","2","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Female","disabled","WAEC","University","18","18","11","3","3","0","1.8","0","7","9","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Male","all","NABTEB","University","57","56","36","14","14","0","1.8","1","20","22","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Male","all","NECO","University","109","107","66","26","23","3","1.8","2","41","40","3"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Male","all","WAEC","University","145","143","89","37","32","5","1.8","2","54","53","5"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Male","disabled","NABTEB","University","7","7","4","2","3","0","1.8","0","3","2","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Male","disabled","NECO","University","11","11","6","4","4","0","1.8","0","6","2","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Government Secondary School, Abofia","Male","disabled","WAEC","University","15","15","9","3","3","0","1.8","0","6","7","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Female","all","NABTEB","University","57","56","31","10","11","0","1.8","1","25","21","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Female","all","NECO","University","100","99","60","22","19","3","1.8","1","39","38","3"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Female","all","WAEC","University","150","148","90","31","29","2","1.8","2","58","59","2"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Female","disabled","NABTEB","University","7","7","4","2","3","0","1.8","0","3","2","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Female","disabled","NECO","University","10","10","6","4","4","0","1.8","0","4","2","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Female","disabled","WAEC","University","13","13","7","3","3","0","1.8","0","6","5","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Male","all","NABTEB","University","54","53","31","10","11","0","1.8","1","22","21","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Male","all","NECO","University","103","101","58","18","16","2","1.8","2","43","40","2"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Male","all","WAEC","University","133","131","80","28","26","2","1.8","2","51","53","2"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Male","disabled","NABTEB","University","7","7","4","2","3","0","1.8","0","3","2","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Male","disabled","NECO","University","10","10","4","0","0","0","1.8","0","6","4","0"
"2019/2020","South East","Ebonyi","Abakaliki","Abofia","Unity College, Abakaliki","Male","disabled","WAEC","University","10","10","5","2","2","0","1.8","0","5","2","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Female","all","NABTEB","College of Education","71","70","44","17","14","3","2.1","1","26","28","3"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Female","all","NECO","College of Education","144","142","88","37","31","6","2.0","2","54","51","6"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Female","all","WAEC","College of Education","163","161","97","43","39","4","2.0","2","64","55","4"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Female","disabled","NABTEB","College of Education","7","7","4","2","3","0","2.1","0","3","2","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Female","disabled","NECO","College of Education","17","17","11","4","4","0","2.0","0","6","7","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Female","disabled","WAEC","College of Education","17","17","11","3","3","0","2.0","0","6","8","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Male","all","NABTEB","College of Education","86","85","52","17","14","3","2.1","1","33","35","3"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Male","all","NECO","College of Education","162","160","98","33","31","2","2.0","2","62","65","2"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Male","all","WAEC","College of Education","206","203","122","46","42","4","2.0","3","81","77","4"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Male","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","1","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Male","disabled","NECO","College of Education","17","17","11","4","4","0","2.0","0","6","7","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Community Secondary School, Amata-Akpoha","Male","disabled","WAEC","College of Education","22","22","12","3","3","0","2.0","0","10","10","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Comprehensive High School, Amata-Akpoha","Female","all","NABTEB","Polytechnic","83","82","52","21","18","3","2.0","1","30","31","3"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Comprehensive High School, Amata-Akpoha","Female","all","NECO","Polytechnic","146","144","85","33","31","2","2.0","2","59","53","2"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Comprehensive High School, Amata-Akpoha","Female","all","WAEC","Polytechnic","216","213","135","55","48","7","2.0","3","78","80","7"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Comprehensive High School, Amata-Akpoha","Female","disabled","NABTEB","Polytechnic","7","7","4","3","3","0","2.0","0","3","1","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Comprehensive High School, Amata-Akpoha","Female","disabled","NECO","Polytechnic","19","19","11","4","4","0","2.0","0","8","7","0"
"2019/2020","South East","Ebonyi","Afikpo North","Amata-Akpoha","Comprehensive High School, Amata-Akpoha","Female","disabled","WAEC","Polytechnic","22","22","12","3","3","0","2.0","0","10","10","0"
