"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NECO","University","17","17","10","4","5","0","1.8","0","7","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","WAEC","University","24","24","13","4","4","0","1.8","0","11","9","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NABTEB","University","90","89","53","24","20","4","1.8","1","36","30","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NECO","University","170","167","101","37","33","4","1.8","3","66","64","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","WAEC","University","219","216","122","51","44","7","1.8","3","94","72","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","disabled","NABTEB","University","10","10","5","5","5","0","1.8","0","5","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","disabled","NECO","University","23","23","13","4","5","0","1.8","0","10","9","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","disabled","WAEC","University","27","27","15","4","4","0","1.8","0","12","12","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Male","all","NABTEB","University","89","88","53","19","15","4","1.8","1","35","34","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Male","all","NECO","University","172","169","97","36","32","4","1.8","3","72","61","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Male","all","WAEC","University","245","241","143","51","44","7","1.8","4","98","93","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Male","disabled","NABTEB","University","10","10","5","5","5","0","1.8","0","5","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Male","disabled","NECO","University","23","23","13","4","5","0","1.8","0","10","9","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Male","disabled","WAEC","University","27","27","15","4","4","0","1.8","0","12","12","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Female","all","NABTEB","Polytechnic","118","116","64","19","15","4","2.0","2","52","46","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Female","all","NECO","Polytechnic","214","211","113","37","29","8","2.0","3","98","77","8"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Female","all","WAEC","Polytechnic","290","286","159","55","48","7","2.0","4","127","104","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Female","disabled","NABTEB","Polytechnic","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Female","disabled","NECO","Polytechnic","20","20","10","0","0","0","2.0","0","10","10","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Female","disabled","WAEC","Polytechnic","30","30","15","4","4","0","2.0","0","15","12","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Male","all","NABTEB","Polytechnic","105","103","57","14","10","4","2.0","2","46","43","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Male","all","NECO","Polytechnic","196","193","113","37","33","4","2.0","3","80","76","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Male","all","WAEC","Polytechnic","301","297","169","51","44","7","2.0","4","128","118","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Male","disabled","NABTEB","Polytechnic","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Male","disabled","NECO","Polytechnic","20","20","10","4","5","0","2.0","0","10","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Community Secondary School, Lafiagi II","Male","disabled","WAEC","Polytechnic","27","27","15","4","4","0","2.0","0","12","12","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Female","all","NABTEB","College of Education","65","64","33","9","10","0","2.1","1","31","25","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Female","all","NECO","College of Education","122","120","68","23","19","4","2.0","2","52","45","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Female","all","WAEC","College of Education","129","127","71","24","20","4","2.0","2","56","48","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Female","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Female","disabled","NECO","College of Education","11","11","5","0","0","0","2.0","0","6","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Female","disabled","WAEC","College of Education","11","11","7","4","4","0","2.0","0","4","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Male","all","NABTEB","College of Education","56","55","30","5","5","0","2.1","1","25","25","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Male","all","NECO","College of Education","111","109","60","14","10","4","2.0","2","49","46","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Male","all","WAEC","College of Education","132","130","76","27","24","3","2.0","2","54","50","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Male","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Male","disabled","NECO","College of Education","11","11","5","0","0","0","2.0","0","6","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Comprehensive High School, Lafiagi II","Male","disabled","WAEC","College of Education","11","11","7","4","4","0","2.0","0","4","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Female","all","NABTEB","College of Education","113","111","63","19","20","0","2.1","2","48","44","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Female","all","NECO","College of Education","211","208","126","37","33","4","2.0","3","82","90","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Female","all","WAEC","College of Education","276","272","164","51","44","7","2.0","4","108","114","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Female","disabled","NABTEB","College of Education","12","12","7","4","4","0","2.1","0","5","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Female","disabled","NECO","College of Education","26","26","15","0","0","0","2.0","0","11","15","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Female","disabled","WAEC","College of Education","37","36","20","4","4","0","2.0","1","16","17","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Male","all","NABTEB","College of Education","110","108","59","14","10","4","2.1","2","49","46","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Male","all","NECO","College of Education","219","216","116","37","33","4","2.0","3","100","79","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Male","all","WAEC","College of Education","272","268","146","39","36","3","2.0","4","122","107","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Male","disabled","NABTEB","College of Education","13","13","6","0","0","0","2.1","0","7","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Male","disabled","NECO","College of Education","29","29","15","4","5","0","2.0","0","14","11","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Government Secondary School, Lafiagi II","Male","disabled","WAEC","College of Education","34","33","18","4","4","0","2.0","1","15","15","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Female","all","NABTEB","University","118","116","70","29","25","4","1.8","2","46","42","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Female","all","NECO","University","247","243","144","55","48","7","1.8","4","99","90","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Female","all","WAEC","University","317","312","180","79","69","10","1.8","5","132","102","10"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Female","disabled","NABTEB","University","13","13","8","5","5","0","1.8","0","5","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Female","disabled","NECO","University","26","26","15","4","5","0","1.8","0","11","11","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Female","disabled","WAEC","University","37","36","20","8","8","0","1.8","1","16","13","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Male","all","NABTEB","University","151","149","84","33","31","2","1.8","2","65","52","2"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Male","all","NECO","University","299","295","179","64","57","7","1.8","4","116","115","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Male","all","WAEC","University","407","401","250","90","81","9","1.8","6","151","161","9"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Male","disabled","NABTEB","University","16","16","8","5","5","0","1.8","0","8","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Male","disabled","NECO","University","35","34","19","5","5","0","1.8","1","15","15","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi II","Unity College, Edu","Male","disabled","WAEC","University","48","47","27","8","8","0","1.8","1","20","20","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Female","all","NABTEB","College of Education","112","110","70","29","25","4","2.1","2","40","42","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Female","all","NECO","College of Education","235","232","141","50","43","7","2.0","3","91","92","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Female","all","WAEC","College of Education","279","275","166","67","61","6","2.0","4","109","100","6"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Female","disabled","NABTEB","College of Education","13","13","7","5","5","0","2.1","0","6","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Female","disabled","NECO","College of Education","26","26","15","4","5","0","2.0","0","11","11","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Female","disabled","WAEC","College of Education","30","30","18","8","8","0","2.0","0","12","11","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Male","all","NABTEB","College of Education","119","117","71","24","20","4","2.1","2","46","47","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Male","all","NECO","College of Education","252","248","146","46","43","3","2.0","4","102","100","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Male","all","WAEC","College of Education","306","301","185","75","65","10","2.0","5","116","111","10"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Male","disabled","NABTEB","College of Education","12","12","7","4","4","0","2.1","0","5","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Male","disabled","NECO","College of Education","29","29","18","5","5","0","2.0","0","11","13","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Community Secondary School, Lafiagi III","Male","disabled","WAEC","College of Education","34","33","18","8","8","0","2.0","1","15","11","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Female","all","NABTEB","College of Education","89","88","47","9","10","0","2.1","1","41","38","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Female","all","NECO","College of Education","166","164","88","27","24","3","2.0","2","76","61","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Female","all","WAEC","College of Education","222","219","123","43","36","7","2.0","3","96","80","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Female","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Female","disabled","NECO","College of Education","17","17","8","5","5","0","2.0","0","9","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Female","disabled","WAEC","College of Education","22","22","11","4","4","0","2.0","0","11","8","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Male","all","NABTEB","College of Education","83","82","47","9","10","0","2.1","1","35","38","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Male","all","NECO","College of Education","161","159","85","27","24","3","2.0","2","74","59","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Male","all","WAEC","College of Education","201","198","117","31","28","3","2.0","3","81","87","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Male","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Male","disabled","NECO","College of Education","14","14","7","5","5","0","2.0","0","7","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Comprehensive High School, Lafiagi III","Male","disabled","WAEC","College of Education","19","19","11","0","0","0","2.0","0","8","11","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Female","all","NABTEB","Polytechnic","49","48","27","14","15","0","2.0","1","21","14","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Female","all","NECO","Polytechnic","92","91","50","18","14","4","2.0","1","41","32","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Female","all","WAEC","Polytechnic","117","115","71","27","24","3","2.0","2","44","44","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Female","disabled","NABTEB","Polytechnic","10","10","5","5","5","0","2.0","0","5","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Female","disabled","NECO","Polytechnic","11","11","5","0","0","0","2.0","0","6","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Female","disabled","WAEC","Polytechnic","11","11","7","4","4","0","2.0","0","4","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Male","all","NABTEB","Polytechnic","49","48","25","5","5","0","2.0","1","23","21","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Male","all","NECO","Polytechnic","102","100","55","14","9","5","2.0","2","45","41","5"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Male","all","WAEC","Polytechnic","126","124","73","24","20","4","2.0","2","51","50","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Male","disabled","NABTEB","Polytechnic","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Male","disabled","NECO","Polytechnic","11","11","5","0","0","0","2.0","0","6","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Government Secondary School, Lafiagi III","Male","disabled","WAEC","Polytechnic","11","11","7","4","4","0","2.0","0","4","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Female","all","NABTEB","University","95","94","56","24","20","4","1.8","1","38","33","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Female","all","NECO","University","154","152","93","45","42","3","1.8","2","59","47","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Female","all","WAEC","University","210","207","131","55","48","7","1.8","3","76","77","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Female","disabled","NABTEB","University","10","10","5","5","5","0","1.8","0","5","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Female","disabled","NECO","University","14","14","7","5","5","0","1.8","0","7","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Female","disabled","WAEC","University","20","20","12","4","4","0","1.8","0","8","8","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Male","all","NABTEB","University","102","100","64","24","20","4","1.8","2","36","41","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Male","all","NECO","University","199","196","124","49","43","7","1.8","3","72","74","7"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Male","all","WAEC","University","267","263","164","59","53","6","1.8","4","99","105","6"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Male","disabled","NABTEB","University","10","10","5","5","5","0","1.8","0","5","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Male","disabled","NECO","University","17","17","10","4","5","0","1.8","0","7","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi III","Unity College, Edu","Male","disabled","WAEC","University","23","23","14","4","4","0","1.8","0","9","10","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Female","all","NABTEB","College of Education","118","116","70","29","26","3","2.1","2","46","42","3"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Female","all","NECO","College of Education","199","196","113","41","38","3","2.0","3","83","72","3"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Female","all","WAEC","College of Education","279","275","162","63","57","6","2.0","4","113","100","6"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Female","disabled","NABTEB","College of Education","15","15","8","5","5","0","2.1","0","8","3","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Female","disabled","NECO","College of Education","26","26","15","4","5","0","2.0","0","11","11","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Female","disabled","WAEC","College of Education","30","30","15","4","4","0","2.0","0","15","12","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Male","all","NABTEB","College of Education","151","149","90","28","26","2","2.1","2","59","63","2"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Male","all","NECO","College of Education","284","280","167","64","57","7","2.0","4","113","103","7"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Male","all","WAEC","College of Education","378","372","210","79","69","10","2.0","6","162","132","10"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Male","disabled","NABTEB","College of Education","16","16","8","5","5","0","2.1","0","8","3","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Male","disabled","NECO","College of Education","35","34","19","5","5","0","2.0","1","15","15","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Community Secondary School, Eruku","Male","disabled","WAEC","College of Education","48","47","25","8","8","0","2.0","1","22","18","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Female","all","NABTEB","Polytechnic","77","76","48","19","20","0","2.0","1","28","29","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Female","all","NECO","Polytechnic","157","155","90","37","33","4","2.0","2","65","53","4"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Female","all","WAEC","Polytechnic","195","192","115","47","40","7","2.0","3","77","68","7"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Female","disabled","NABTEB","Polytechnic","10","10","5","5","5","0","2.0","0","5","1","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Female","disabled","NECO","Polytechnic","23","23","13","5","5","0","2.0","0","10","8","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Female","disabled","WAEC","Polytechnic","25","25","13","4","4","0","2.0","0","12","10","0"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Male","all","NABTEB","Polytechnic","101","99","59","24","20","4","2.0","2","40","35","4"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Male","all","NECO","Polytechnic","178","175","103","37","33","4","2.0","3","72","66","4"
"2019/2020","North Central","Kwara","Ekiti","Eruku","Comprehensive High School, Eruku","Male","all","WAEC","Polytechnic","231","228","144","51","44","7","2.0","3","84","93","7"
