"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Female","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Female","disabled","NECO","Polytechnic","10","10","8","6","6","0","2.0","0","2","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Female","disabled","WAEC","Polytechnic","12","12","7","5","5","0","2.0","0","5","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Male","all","NABTEB","Polytechnic","68","67","47","15","16","0","2.0","1","20","32","0"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Male","all","NECO","Polytechnic","130","128","91","37","33","4","2.0","2","37","54","4"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Male","all","WAEC","Polytechnic","144","142","90","42","41","1","2.0","2","52","47","1"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Male","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Male","disabled","NECO","Polytechnic","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Alim-Gora","Unity College, Ardo Kola","Male","disabled","WAEC","Polytechnic","10","10","6","4","4","0","2.0","0","4","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Female","all","NABTEB","College of Education","70","69","44","15","16","0","2.1","1","25","29","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Female","all","NECO","College of Education","113","111","74","30","26","5","2.0","2","37","43","5"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Female","all","WAEC","College of Education","140","138","88","38","36","2","2.0","2","50","51","2"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Female","disabled","NABTEB","College of Education","8","8","5","0","0","0","2.1","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Female","disabled","NECO","College of Education","10","10","5","0","0","0","2.0","0","5","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Female","disabled","WAEC","College of Education","12","12","7","0","0","0","2.0","0","5","7","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Male","all","NABTEB","College of Education","73","72","48","21","16","6","2.1","1","24","26","6"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Male","all","NECO","College of Education","115","113","77","30","26","5","2.0","2","36","46","5"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Male","all","WAEC","College of Education","152","150","102","38","36","2","2.0","2","48","65","2"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Male","disabled","NABTEB","College of Education","8","8","5","0","0","0","2.1","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Male","disabled","NECO","College of Education","10","10","8","6","6","0","2.0","0","2","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Community Secondary School, Ardo Kola","Male","disabled","WAEC","College of Education","15","15","9","5","5","0","2.0","0","6","4","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Female","all","NABTEB","Polytechnic","96","95","64","30","24","6","2.0","1","31","34","6"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Female","all","NECO","Polytechnic","203","200","128","54","46","9","2.0","3","72","73","9"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Female","all","WAEC","Polytechnic","226","223","152","57","52","5","2.0","3","71","95","5"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Female","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Female","disabled","NECO","Polytechnic","18","18","11","6","6","0","2.0","0","7","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Female","disabled","WAEC","Polytechnic","21","21","13","5","5","0","2.0","0","8","9","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Male","all","NABTEB","Polytechnic","115","113","78","30","24","6","2.0","2","35","49","6"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Male","all","NECO","Polytechnic","239","235","152","61","52","9","2.0","4","83","92","9"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Male","all","WAEC","Polytechnic","277","273","178","62","57","5","2.0","4","95","116","5"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Male","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Male","disabled","NECO","Polytechnic","22","22","12","6","6","0","2.0","0","10","6","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Comprehensive High School, Ardo Kola","Male","disabled","WAEC","Polytechnic","26","26","15","5","5","0","2.0","0","11","11","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Female","all","NABTEB","University","98","97","61","22","25","0","1.8","1","36","39","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Female","all","NECO","University","175","172","114","49","46","3","1.8","3","58","66","3"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Female","all","WAEC","University","241","237","158","67","57","10","1.8","4","79","92","10"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Female","disabled","NABTEB","University","8","8","5","0","0","0","1.8","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Female","disabled","NECO","University","18","18","11","6","7","0","1.8","0","7","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Female","disabled","WAEC","University","24","24","15","5","5","0","1.8","0","9","11","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Male","all","NABTEB","University","91","90","58","15","16","0","1.8","1","32","43","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Male","all","NECO","University","201","198","136","55","46","9","1.8","3","62","82","9"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Male","all","WAEC","University","246","242","151","47","42","5","1.8","4","91","105","5"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Male","disabled","NABTEB","University","8","8","5","0","0","0","1.8","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Male","disabled","NECO","University","20","20","12","6","6","0","1.8","0","8","7","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Government Secondary School, Ardo Kola","Male","disabled","WAEC","University","22","22","14","0","0","0","1.8","0","8","14","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Female","all","NABTEB","Polytechnic","111","109","73","30","24","6","2.0","2","36","43","6"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Female","all","NECO","Polytechnic","212","209","133","37","33","4","2.0","3","76","97","4"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Female","all","WAEC","Polytechnic","278","274","168","62","57","5","2.0","4","106","107","5"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Female","disabled","NABTEB","Polytechnic","13","13","8","6","7","0","2.0","0","5","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Female","disabled","NECO","Polytechnic","20","20","10","0","0","0","2.0","0","10","10","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Female","disabled","WAEC","Polytechnic","29","29","15","5","5","0","2.0","0","14","11","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Male","all","NABTEB","Polytechnic","128","126","82","22","16","6","2.0","2","44","60","6"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Male","all","NECO","Polytechnic","256","252","160","49","46","3","2.0","4","92","111","3"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Male","all","WAEC","Polytechnic","323","318","189","57","52","5","2.0","5","129","132","5"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Male","disabled","NABTEB","Polytechnic","13","13","8","0","0","0","2.0","0","5","8","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Male","disabled","NECO","Polytechnic","25","25","15","0","0","0","2.0","0","10","15","0"
"2019/2020","North East","Taraba","Ardo Kola","Ardo Kola","Unity College, Ardo Kola","Male","disabled","WAEC","Polytechnic","28","28","15","5","5","0","2.0","0","13","10","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Female","all","NABTEB","University","47","46","31","7","8","0","1.8","1","15","24","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Female","all","NECO","University","79","78","47","18","20","0","1.8","1","31","30","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Female","all","WAEC","University","107","105","67","27","26","2","1.8","2","38","39","2"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Female","disabled","NABTEB","University","8","8","5","0","0","0","1.8","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Female","disabled","NECO","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Female","disabled","WAEC","University","10","10","7","5","5","0","1.8","0","3","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Male","all","NABTEB","University","55","54","34","15","16","0","1.8","1","20","20","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Male","all","NECO","University","99","98","61","18","13","5","1.8","1","37","43","5"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Male","all","WAEC","University","122","120","72","19","16","3","1.8","2","48","53","3"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Male","disabled","NABTEB","University","8","8","5","0","0","0","1.8","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Male","disabled","NECO","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Community Secondary School, Iware","Male","disabled","WAEC","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Female","all","NABTEB","Polytechnic","71","70","48","30","24","6","2.0","1","22","19","6"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Female","all","NECO","Polytechnic","142","140","101","48","45","3","2.0","2","39","52","3"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Female","all","WAEC","Polytechnic","195","192","128","62","57","5","2.0","3","64","67","5"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Female","disabled","NABTEB","Polytechnic","8","8","5","6","6","0","2.0","0","3","0","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Female","disabled","NECO","Polytechnic","15","15","10","6","6","0","2.0","0","5","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Female","disabled","WAEC","Polytechnic","24","24","15","5","5","0","2.0","0","9","11","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Male","all","NABTEB","Polytechnic","79","78","55","22","16","6","2.0","1","23","33","6"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Male","all","NECO","Polytechnic","127","125","85","31","26","5","2.0","2","40","55","5"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Male","all","WAEC","Polytechnic","177","174","123","56","51","5","2.0","3","51","66","5"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Male","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Male","disabled","NECO","Polytechnic","15","15","10","6","7","0","2.0","0","5","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Comprehensive High School, Iware","Male","disabled","WAEC","Polytechnic","22","22","14","5","5","0","2.0","0","8","9","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Female","all","NABTEB","University","48","47","31","7","8","0","1.8","1","16","24","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Female","all","NECO","University","91","90","58","23","20","4","1.8","1","32","34","4"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Female","all","WAEC","University","110","108","72","24","21","3","1.8","2","36","49","3"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Female","disabled","NABTEB","University","8","8","5","0","0","0","1.8","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Female","disabled","NECO","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Female","disabled","WAEC","University","12","12","7","0","0","0","1.8","0","5","7","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Male","all","NABTEB","University","55","54","34","7","8","0","1.8","1","20","27","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Male","all","NECO","University","118","116","71","30","26","5","1.8","2","45","40","5"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Male","all","WAEC","University","125","123","76","28","26","2","1.8","2","47","49","2"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Male","disabled","NABTEB","University","8","8","5","0","0","0","1.8","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Male","disabled","NECO","University","13","13","8","6","6","0","1.8","0","5","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Government Secondary School, Iware","Male","disabled","WAEC","University","14","14","8","5","5","0","1.8","0","6","4","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Female","all","NABTEB","Polytechnic","43","42","25","15","16","0","2.0","1","17","11","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Female","all","NECO","Polytechnic","76","75","53","31","26","5","2.0","1","22","23","5"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Female","all","WAEC","Polytechnic","115","113","79","38","36","2","2.0","2","34","42","2"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Female","disabled","NABTEB","Polytechnic","8","8","5","6","6","0","2.0","0","3","0","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Female","disabled","NECO","Polytechnic","10","10","5","6","6","0","2.0","0","5","0","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Female","disabled","WAEC","Polytechnic","12","12","7","5","5","0","2.0","0","5","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Male","all","NABTEB","Polytechnic","48","47","34","15","16","0","2.0","1","13","20","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Male","all","NECO","Polytechnic","89","88","63","31","26","5","2.0","1","25","33","5"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Male","all","WAEC","Polytechnic","123","121","79","38","36","2","2.0","2","42","42","2"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Male","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Male","disabled","NECO","Polytechnic","10","10","8","6","6","0","2.0","0","2","2","0"
"2019/2020","North East","Taraba","Ardo Kola","Iware","Unity College, Ardo Kola","Male","disabled","WAEC","Polytechnic","12","12","7","5","5","0","2.0","0","5","2","0"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Female","all","NABTEB","College of Education","73","72","51","21","16","6","2.1","1","21","29","6"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Female","all","NECO","College of Education","145","143","96","49","46","3","2.0","2","47","48","3"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Female","all","WAEC","College of Education","171","168","116","52","47","5","2.0","3","52","65","5"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Female","disabled","NABTEB","College of Education","8","8","5","0","0","0","2.1","0","3","5","0"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Female","disabled","NECO","College of Education","13","13","8","6","6","0","2.0","0","5","2","0"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Female","disabled","WAEC","College of Education","14","14","8","5","5","0","2.0","0","6","4","0"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Male","all","NABTEB","College of Education","73","72","51","21","16","6","2.1","1","21","29","6"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Male","all","NECO","College of Education","148","146","96","43","39","4","2.0","2","50","54","4"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Male","all","WAEC","College of Education","190","187","126","51","47","5","2.0","3","61","74","5"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Male","disabled","NABTEB","College of Education","8","8","5","0","0","0","2.1","0","3","5","0"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Male","disabled","NECO","College of Education","10","10","5","6","6","0","2.0","0","5","0","0"
"2019/2020","North East","Taraba","Donga","Akate","Community Secondary School, Akate","Male","disabled","WAEC","College of Education","14","14","8","5","5","0","2.0","0","6","4","0"
"2019/2020","North East","Taraba","Donga","Akate","Comprehensive High School, Akate","Female","all","NABTEB","Polytechnic","60","59","38","15","16","0","2.0","1","21","23","0"
"2019/2020","North East","Taraba","Donga","Akate","Comprehensive High School, Akate","Female","all","NECO","Polytechnic","110","108","69","24","20","4","2.0","2","39","45","4"
"2019/2020","North East","Taraba","Donga","Akate","Comprehensive High School, Akate","Female","all","WAEC","Polytechnic","120","118","79","33","31","2","2.0","2","39","47","2"
"2019/2020","North East","Taraba","Donga","Akate","Comprehensive High School, Akate","Female","disabled","NABTEB","Polytechnic","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","North East","Taraba","Donga","Akate","Comprehensive High School, Akate","Female","disabled","NECO","Polytechnic","13","13","8","0","0","0","2.0","0","5","8","0"
"2019/2020","North East","Taraba","Donga","Akate","Comprehensive High School, Akate","Female","disabled","WAEC","Polytechnic","14","14","8","5","5","0","2.0","0","6","4","0"
