"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Government Secondary School, Ago Oko","Male","all","WAEC","University","192","189","126","37","35","2","1.8","3","63","90","2"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Government Secondary School, Ago Oko","Male","disabled","NABTEB","University","11","11","6","0","0","0","1.8","0","5","6","0"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Government Secondary School, Ago Oko","Male","disabled","NECO","University","15","15","9","5","5","0","1.8","0","6","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Government Secondary School, Ago Oko","Male","disabled","WAEC","University","21","21","14","5","5","0","1.8","0","7","10","0"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Female","all","NABTEB","Polytechnic","127","125","97","38","32","6","2.0","2","28","60","6"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Female","all","NECO","Polytechnic","278","274","211","78","70","8","2.0","4","63","134","8"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Female","all","WAEC","Polytechnic","283","279","204","84","76","8","2.0","4","75","120","8"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Female","disabled","NABTEB","Polytechnic","17","17","10","6","6","0","2.0","0","7","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Female","disabled","NECO","Polytechnic","36","35","23","5","5","0","2.0","1","12","18","0"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Female","disabled","WAEC","Polytechnic","38","37","27","9","10","0","2.0","1","10","18","0"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Male","all","NABTEB","Polytechnic","153","151","108","38","32","6","2.0","2","43","71","6"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Male","all","NECO","Polytechnic","315","310","232","83","76","7","2.0","5","78","150","7"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Male","all","WAEC","Polytechnic","369","364","262","103","91","12","2.0","5","102","159","12"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Male","disabled","NABTEB","Polytechnic","20","20","14","6","6","0","2.0","0","6","9","0"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Male","disabled","NECO","Polytechnic","43","42","26","11","11","0","2.0","1","16","16","0"
"2019/2020","South West","Ogun","Abeokuta North","Ago Oko","Unity College, Abeokuta North","Male","disabled","WAEC","Polytechnic","45","44","31","9","10","0","2.0","1","13","22","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Female","all","NABTEB","Polytechnic","150","148","105","26","19","7","2.0","2","43","79","7"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Female","all","NECO","Polytechnic","309","304","205","67","59","8","2.0","5","99","139","8"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Female","all","WAEC","Polytechnic","349","344","237","80","71","9","2.0","5","107","158","9"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Female","disabled","NABTEB","Polytechnic","11","11","6","0","0","0","2.0","0","5","6","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Female","disabled","NECO","Polytechnic","25","25","16","5","6","0","2.0","0","9","12","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Female","disabled","WAEC","Polytechnic","35","34","21","5","5","0","2.0","1","13","17","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Male","all","NABTEB","Polytechnic","132","130","93","19","13","6","2.0","2","37","74","6"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Male","all","NECO","Polytechnic","322","317","205","57","49","8","2.0","5","112","149","8"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Male","all","WAEC","Polytechnic","368","363","243","70","66","4","2.0","5","120","174","4"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Male","disabled","NABTEB","Polytechnic","11","11","6","0","0","0","2.0","0","5","6","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Male","disabled","NECO","Polytechnic","28","28","16","5","6","0","2.0","0","12","11","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Community Secondary School, Elega","Male","disabled","WAEC","Polytechnic","31","31","21","5","5","0","2.0","0","10","16","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Female","all","NABTEB","College of Education","93","92","67","32","26","6","2.1","1","25","36","6"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Female","all","NECO","College of Education","158","156","109","42","38","4","2.0","2","47","68","4"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Female","all","WAEC","College of Education","238","234","169","56","50","6","2.0","4","65","114","6"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Female","disabled","NABTEB","College of Education","11","11","6","6","6","0","2.1","0","5","1","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Female","disabled","NECO","College of Education","15","15","9","5","5","0","2.0","0","6","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Female","disabled","WAEC","College of Education","21","21","14","5","5","0","2.0","0","7","10","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Male","all","NABTEB","College of Education","96","95","71","19","13","6","2.1","1","24","52","6"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Male","all","NECO","College of Education","182","179","119","36","32","4","2.0","3","60","84","4"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Male","all","WAEC","College of Education","238","234","166","52","45","7","2.0","4","68","115","7"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Male","disabled","NABTEB","College of Education","11","11","7","0","0","0","2.1","0","4","7","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Male","disabled","NECO","College of Education","15","15","9","5","5","0","2.0","0","6","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Comprehensive High School, Elega","Male","disabled","WAEC","College of Education","24","24","14","5","5","0","2.0","0","10","10","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Female","all","NABTEB","College of Education","75","74","48","19","19","0","2.1","1","26","30","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Female","all","NECO","College of Education","141","139","98","31","27","4","2.0","2","41","67","4"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Female","all","WAEC","College of Education","177","174","124","42","40","2","2.0","3","50","82","2"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Female","disabled","NABTEB","College of Education","11","11","7","6","6","0","2.1","0","4","2","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Female","disabled","NECO","College of Education","18","18","13","4","4","0","2.0","0","5","8","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Female","disabled","WAEC","College of Education","21","21","14","5","5","0","2.0","0","7","10","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Male","all","NABTEB","College of Education","72","71","44","13","13","0","2.1","1","27","32","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Male","all","NECO","College of Education","144","142","102","36","32","4","2.0","2","40","66","4"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Male","all","WAEC","College of Education","180","177","117","37","35","2","2.0","3","60","80","2"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Male","disabled","NABTEB","College of Education","11","11","7","0","0","0","2.1","0","4","7","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Male","disabled","NECO","College of Education","19","19","13","5","5","0","2.0","0","6","9","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Government Secondary School, Elega","Male","disabled","WAEC","College of Education","17","17","11","4","4","0","2.0","0","6","6","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Female","all","NABTEB","Polytechnic","121","119","86","32","26","6","2.0","2","33","55","6"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Female","all","NECO","Polytechnic","202","199","139","47","43","4","2.0","3","60","93","4"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Female","all","WAEC","Polytechnic","269","265","194","75","71","4","2.0","4","71","120","4"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Female","disabled","NABTEB","Polytechnic","14","14","10","6","6","0","2.0","0","4","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Female","disabled","NECO","Polytechnic","25","25","16","5","5","0","2.0","0","9","12","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Female","disabled","WAEC","Polytechnic","38","37","27","9","10","0","2.0","1","10","18","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Male","all","NABTEB","Polytechnic","118","116","90","32","26","6","2.0","2","26","58","6"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Male","all","NECO","Polytechnic","199","196","143","47","38","9","2.0","3","53","97","9"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Male","all","WAEC","Polytechnic","270","266","188","66","61","5","2.0","4","78","122","5"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Male","disabled","NABTEB","Polytechnic","14","14","10","6","7","0","2.0","0","4","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Male","disabled","NECO","Polytechnic","26","26","17","5","5","0","2.0","0","9","12","0"
"2019/2020","South West","Ogun","Abeokuta North","Elega","Unity College, Abeokuta North","Male","disabled","WAEC","Polytechnic","39","38","25","9","10","0","2.0","1","13","16","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Female","all","NABTEB","Polytechnic","63","62","48","19","19","0","2.0","1","14","30","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Female","all","NECO","Polytechnic","95","94","71","26","22","4","2.0","1","23","46","4"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Female","all","WAEC","Polytechnic","128","126","95","37","35","2","2.0","2","31","59","2"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Female","disabled","NABTEB","Polytechnic","11","11","7","6","6","0","2.0","0","4","2","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Female","disabled","NECO","Polytechnic","12","12","9","5","6","0","2.0","0","3","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Female","disabled","WAEC","Polytechnic","14","14","10","4","4","0","2.0","0","4","6","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Male","all","NABTEB","Polytechnic","63","62","44","19","19","0","2.0","1","18","26","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Male","all","NECO","Polytechnic","98","97","71","26","22","4","2.0","1","26","46","4"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Male","all","WAEC","Polytechnic","140","138","104","42","40","2","2.0","2","34","63","2"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Male","disabled","NABTEB","Polytechnic","11","11","7","6","6","0","2.0","0","4","2","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Male","disabled","NECO","Polytechnic","12","12","9","5","6","0","2.0","0","3","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Community Secondary School, Gbagura","Male","disabled","WAEC","Polytechnic","18","18","11","5","5","0","2.0","0","7","7","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Female","all","NABTEB","University","141","139","97","26","19","7","1.8","2","42","71","7"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Female","all","NECO","University","243","239","168","47","43","4","1.8","4","71","121","4"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Female","all","WAEC","University","321","316","215","66","60","6","1.8","5","101","150","6"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Female","disabled","NABTEB","University","11","11","7","0","0","0","1.8","0","4","7","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Female","disabled","NECO","University","19","19","13","5","5","0","1.8","0","6","9","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Female","disabled","WAEC","University","27","27","18","5","5","0","1.8","0","9","13","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Male","all","NABTEB","University","127","125","90","19","13","6","1.8","2","35","71","6"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Male","all","NECO","University","253","249","158","47","43","4","1.8","4","91","111","4"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Male","all","WAEC","University","318","313","212","56","50","6","1.8","5","101","156","6"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Male","disabled","NABTEB","University","11","11","7","0","0","0","1.8","0","4","7","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Male","disabled","NECO","University","19","19","10","5","5","0","1.8","0","10","5","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Comprehensive High School, Gbagura","Male","disabled","WAEC","University","27","27","18","5","5","0","1.8","0","9","13","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Female","all","NABTEB","University","112","110","82","38","32","6","1.8","2","28","45","6"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Female","all","NECO","University","265","261","201","73","65","8","1.8","4","60","129","8"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Female","all","WAEC","University","341","336","256","103","91","12","1.8","5","80","153","12"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Female","disabled","NABTEB","University","11","11","7","6","6","0","1.8","0","4","2","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Female","disabled","NECO","University","22","22","16","5","5","0","1.8","0","6","11","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Female","disabled","WAEC","University","31","31","21","5","5","0","1.8","0","10","16","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Male","all","NABTEB","University","129","127","97","38","32","6","1.8","2","30","60","6"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Male","all","NECO","University","271","267","191","67","59","8","1.8","4","76","124","8"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Male","all","WAEC","University","334","329","234","75","66","9","1.8","5","95","160","9"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Male","disabled","NABTEB","University","11","11","7","6","6","0","1.8","0","4","2","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Male","disabled","NECO","University","25","25","16","5","6","0","1.8","0","9","12","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Government Secondary School, Gbagura","Male","disabled","WAEC","University","31","31","21","5","5","0","1.8","0","10","16","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Female","all","NABTEB","Polytechnic","84","83","63","26","19","7","2.0","1","20","38","7"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Female","all","NECO","Polytechnic","164","162","115","36","32","4","2.0","2","47","79","4"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Female","all","WAEC","Polytechnic","190","187","133","42","40","2","2.0","3","54","91","2"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Female","disabled","NABTEB","Polytechnic","11","11","7","6","6","0","2.0","0","4","2","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Female","disabled","NECO","Polytechnic","19","19","13","5","6","0","2.0","0","6","9","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Female","disabled","WAEC","Polytechnic","27","27","18","5","5","0","2.0","0","9","13","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Male","all","NABTEB","Polytechnic","81","80","52","13","13","0","2.0","1","28","40","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Male","all","NECO","Polytechnic","179","176","126","42","38","4","2.0","3","50","85","4"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Male","all","WAEC","Polytechnic","196","193","130","37","35","2","2.0","3","63","93","2"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Male","disabled","NABTEB","Polytechnic","11","11","7","0","0","0","2.0","0","4","7","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Male","disabled","NECO","Polytechnic","23","23","14","5","6","0","2.0","0","9","9","0"
"2019/2020","South West","Ogun","Abeokuta North","Gbagura","Unity College, Abeokuta North","Male","disabled","WAEC","Polytechnic","27","27","18","5","5","0","2.0","0","9","13","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Female","all","NABTEB","University","84","83","56","13","13","0","1.8","1","27","43","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Female","all","NECO","University","165","163","109","42","38","4","1.8","2","54","68","4"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Female","all","WAEC","University","214","211","147","52","45","7","1.8","3","64","96","7"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Female","disabled","NABTEB","University","11","11","7","0","0","0","1.8","0","4","7","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Female","disabled","NECO","University","12","12","6","5","6","0","1.8","0","6","2","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Female","disabled","WAEC","University","14","14","8","4","4","0","1.8","0","6","4","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Male","all","NABTEB","University","96","95","67","13","13","0","1.8","1","28","54","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Male","all","NECO","University","176","173","119","31","27","4","1.8","3","54","88","4"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Male","all","WAEC","University","237","233","156","47","45","2","1.8","4","77","109","2"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Male","disabled","NABTEB","University","11","11","7","0","0","0","1.8","0","4","7","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Male","disabled","NECO","University","12","12","6","0","0","0","1.8","0","6","6","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Community Secondary School, Ago-Egun/Ijesa","Male","disabled","WAEC","University","17","17","11","4","4","0","1.8","0","6","6","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Comprehensive High School, Ago-Egun/Ijesa","Female","all","NABTEB","College of Education","138","136","105","45","39","6","2.1","2","31","61","6"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Comprehensive High School, Ago-Egun/Ijesa","Female","all","NECO","College of Education","294","290","215","67","59","8","2.0","4","75","148","8"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Comprehensive High School, Ago-Egun/Ijesa","Female","all","WAEC","College of Education","374","368","275","98","91","7","2.0","6","93","177","7"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Comprehensive High School, Ago-Egun/Ijesa","Female","disabled","NABTEB","College of Education","14","14","10","6","7","0","2.1","0","4","5","0"
"2019/2020","South West","Ogun","Abeokuta South","Ago-Egun/Ijesa","Comprehensive High School, Ago-Egun/Ijesa","Female","disabled","NECO","College of Education","28","28","20","5","5","0","2.0","0","8","15","0"
