"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South East","Enugu","Aninri","Mpu","TOWN SCHOOL, AMACHALLA MPU","Female","disabled","NECO","College of Education","20","20","10","4","4","0","2.0","0","10","6","0"
"2019/2020","South East","Enugu","Aninri","Mpu","UGOCHUKWU EKWEREMADU MEMORIAL INTERNATIONAL ACADEMY SCHOOL MPU","Female","disabled","WAEC","College of Education","28","28","15","3","3","0","2.0","0","13","12","0"
"2019/2020","South East","Enugu","Aninri","Mpu","UKEY UBEAGU PRIMARY SCHOOL, MPU","Male","all","NABTEB","College of Education","98","97","58","12","13","0","2.1","1","39","46","0"
"2019/2020","South East","Enugu","Aninri","Mpu","UNIVERSAL PRIMARY SCHOOL, EZZA MPU","Male","all","NECO","College of Education","193","190","106","38","36","2","2.0","3","84","68","2"
"2019/2020","South East","Enugu","Aninri","Ndeabo","BLESSED KIDS NURSERY &amp;PRIMARY SCHOOL","Male","all","WAEC","College of Education","247","243","142","55","47","8","2.0","4","101","87","8"
"2019/2020","South East","Enugu","Aninri","Ndeabo","COMMUNITY PRIMARY SCHOOL AJUONA, IHEAKPU-AWKA","Male","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","South East","Enugu","Aninri","Ndeabo","COMMUNITY PRIMARY SCHOOL EZIECHO UHUEZE NENWE","Male","disabled","NECO","College of Education","23","23","12","4","4","0","2.0","0","11","8","0"
"2019/2020","South East","Enugu","Aninri","Ndeabo","COMMUNITY SCHOOL, AMAMKPUME EZINES","Male","disabled","WAEC","College of Education","28","28","15","3","3","0","2.0","0","13","12","0"
"2019/2020","South East","Enugu","Aninri","Ndeabo","DIVINE WISDOM MODEL ACADEMY NENWE","Female","all","NABTEB","College of Education","96","95","53","21","17","4","2.1","1","42","32","4"
"2019/2020","South East","Enugu","Aninri","Ndeabo","HOLY CHILD NURSERY AND PRIMARY SCHOOL NENWE","Female","all","NECO","College of Education","188","185","109","42","36","6","2.0","3","76","67","6"
"2019/2020","South East","Enugu","Aninri","Ndeabo","MUSTERD LEARNING NURSERY AND PRIMARY SCHOOL, EZIECHO UHUEZE NENWE","Female","all","WAEC","College of Education","253","249","144","52","43","9","2.0","4","105","92","9"
"2019/2020","South East","Enugu","Aninri","Ndeabo","NDIUGWU COMMUNITY SCHOOL, OBIOFU NENWE","Female","disabled","NABTEB","College of Education","13","13","5","4","4","0","2.1","0","8","1","0"
"2019/2020","South East","Enugu","Aninri","Ndeabo","REGNUM ADVENIAT SECONDARY SCHOOL NENWE","Female","disabled","NECO","College of Education","29","29","14","4","4","0","2.0","0","15","10","0"
"2019/2020","South East","Enugu","Aninri","Ndeabo","SKOLUBBI NURSERY AND PRIMARY SCHOOL AMAOGUDU OPKANKU","Female","disabled","WAEC","College of Education","37","36","19","7","7","0","2.0","1","17","12","0"
"2019/2020","South East","Enugu","Aninri","Ndeabo","UHUGO TECHNICAL COLLEGE","Male","all","NABTEB","College of Education","105","103","61","17","13","4","2.1","2","42","44","4"
"2019/2020","South East","Enugu","Aninri","Ndeabo","UNIVERSAL PRIMARY SCHOOL, AGUGWU OHOFIA","Male","all","NECO","College of Education","214","211","121","38","32","6","2.0","3","90","83","6"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","CENTRAL SCHOOL, UHUEZE NENWE","Male","all","WAEC","College of Education","247","243","142","45","39","6","2.0","4","101","97","6"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","CHRISTIAN LIGHT ACADEMY","Male","disabled","NABTEB","College of Education","13","13","8","4","4","0","2.1","0","5","4","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","COMMUNITY PRIMARY SCHOOL, IZIZIK UMUORJI EMUDO","Male","disabled","NECO","College of Education","26","26","14","4","4","0","2.0","0","12","10","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","COMMUNITY SCHOOL, UMURAH NDEABOH","Male","disabled","WAEC","College of Education","40","39","21","7","7","0","2.0","1","18","14","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","COMMUNITY SECONDARY SCHOOL, AGBADA NENWE","Female","all","NABTEB","University","56","55","32","12","13","0","1.8","1","23","20","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","COMMUNITY SECONDARY SCHOOL, EMUDO NENWE","Female","all","NECO","University","114","112","65","25","23","2","1.8","2","47","40","2"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","DIVINE PRIMARY SCHOOL, EZINESI ODUMNA","Female","all","WAEC","University","143","141","77","28","25","3","1.8","2","64","49","3"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","GOLDEN ANGLICAN PRIMARY SCHOOL, UMUICHEKE NDEABOR","Female","disabled","NABTEB","University","11","11","5","4","4","0","1.8","0","6","1","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","GRACELAND NURSERY AND PRIMARY SCHOOL NGENANWA","Female","disabled","NECO","University","17","17","10","4","4","0","1.8","0","7","6","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","MIGRANT FARMERS CHILDREN SCHOOL, AGUGWU","Female","disabled","WAEC","University","22","22","13","3","3","0","1.8","0","9","10","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","QUEENS NURSERY AND PRIMARY UHUEZE NENWE","Male","all","NABTEB","University","61","60","37","12","13","0","1.8","1","23","25","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","TOWN SCHOOL, EZINATO OHOFIA","Male","all","NECO","University","132","130","72","25","23","2","1.8","2","58","47","2"
"2019/2020","South East","Enugu","Aninri","Nnenwe I","TRINITY PRIMARY SCHOOL, NDEABOR","Male","all","WAEC","University","160","158","88","31","29","2","1.8","2","70","57","2"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","CHINONSO NURSERY AND PRIMARYSCHOOL EMUDO NENWE","Male","disabled","NABTEB","University","10","10","5","4","4","0","1.8","0","5","1","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","COMMUNITY PRIMARY SCHOOL, UMUALUGWOY","Male","disabled","NECO","University","17","17","10","4","4","0","1.8","0","7","6","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","COMMUNITY UNITY SCHOOL, NOCHELE","Male","disabled","WAEC","University","2","2","1","0","0","0","1.8","0","1","1","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","COMPREHENSIVE SECONDARY SCHOOL NENWE","Female","all","NABTEB","Polytechnic","67","66","37","12","13","0","2.0","1","29","25","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","DOMINION GLOBAL COLLEGE, NDEABOR","Female","all","NECO","Polytechnic","115","113","63","21","18","3","2.0","2","50","42","3"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","GREAT LEADERS ACADEMY","Female","all","WAEC","Polytechnic","154","152","90","35","29","6","2.0","2","62","55","6"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","HENRY CLINTON INTERNATIONAL SECONDARY SCHOOL","Female","disabled","NABTEB","Polytechnic","11","11","5","4","4","0","2.0","0","6","1","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","MIGRANT FARMERS CHILDREN SCHOOL, AMANKWU","Female","disabled","NECO","Polytechnic","17","17","10","4","4","0","2.0","0","7","6","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","MOUNTAIN ZION PRIMARY SCHOOL, UHUAGU AMOKWE","Female","disabled","WAEC","Polytechnic","22","22","13","4","3","1","2.0","0","9","9","1"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","NOBLE PRIMARY SCHOOL, ONUNWEKE","Male","all","NABTEB","Polytechnic","72","71","43","12","13","0","2.0","1","28","31","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","PRISCA INTERNATIONAL PRIMARY SCHOOL, AMORJI NENWE","Male","all","NECO","Polytechnic","140","138","77","25","23","2","2.0","2","61","52","2"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","RELIGIOUS NURSERY AND PRIMARY SCHOOL UHUEZE NENWE","Male","all","WAEC","Polytechnic","174","171","97","31","29","2","2.0","3","74","66","2"
"2019/2020","South East","Enugu","Aninri","Nnenwe Ii","UMUDIBO PRIMARY SCHOOL, AMOJI NENWE","Male","disabled","NABTEB","Polytechnic","10","10","5","4","4","0","2.0","0","5","1","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","CHRIST THE KING NURSERY AND PRIMARY, OBIOFU AMAORJI NENWE","Male","disabled","NECO","Polytechnic","17","17","10","4","4","0","2.0","0","7","6","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","COMMUNITY SCHOOL EZZA-UMUOMA NDEABOH","Male","disabled","WAEC","Polytechnic","22","22","13","4","3","1","2.0","0","9","9","1"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","DIVINE INTERNATIONAL NURSERY AND PRIMARY SCHOOL NENWE","Female","all","NABTEB","University","136","134","77","25","21","4","1.8","2","57","52","4"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","DIVINE INTERNATIONAL SECONDARY SCHOOL NENWE","Female","all","NECO","University","225","222","126","42","36","6","1.8","3","96","84","6"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","GOD FOUNDATION NURSERY AND PRIMARY SCHOOL AGBAJA UMUMBA NDIUNO","Female","all","WAEC","University","312","307","172","62","54","8","1.8","5","135","110","8"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","GOVERNMENT GIRLS HIGH SCHOOL, NENWE","Female","disabled","NABTEB","University","16","16","8","4","4","0","1.8","0","8","4","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","HIGH-FLIERS DEVOTIONAL ACADEMY,AGBADA NENWE","Female","disabled","NECO","University","29","29","14","4","4","0","1.8","0","15","10","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","MIGRANT FARMERS CHILDREN SCHOOL, NGENANWANTA","Female","disabled","WAEC","University","43","42","21","7","7","0","1.8","1","21","14","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","POWER HOUSE NURSERY AND PRIMARY SCHOOL,ONUNWEKE NDEABOH","Male","all","NABTEB","University","152","150","80","21","17","4","1.8","2","70","59","4"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","ROSE VALLEY NURSERY AND PRIMARY SCHOOL,ST THEREZAS PARISH UHUEZE NENWE","Male","all","NECO","University","249","245","138","46","41","5","1.8","4","107","92","5"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","TWINKLES MODEL NURSERY AND PRIMARY SCHOOL NENWE","Male","all","WAEC","University","396","390","211","69","61","8","1.8","6","179","142","8"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","UDECHUKWU COMPREHENSIVE ACEDEMY","Male","disabled","NABTEB","University","18","18","11","4","4","0","1.8","0","7","7","0"
"2019/2020","South East","Enugu","Aninri","Nnenwe Iii","UNION PRIMARY SCHOOL, ABACHEKU","Male","disabled","NECO","University","32","32","14","4","4","0","1.8","0","18","10","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","AMAGU CENTRAL SCHOOL, AGBADA NENWE","Male","disabled","WAEC","University","51","50","26","7","7","0","1.8","1","24","19","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","AMOKWE COMMUNITY SCHOOL, II ODUMA","Female","all","NABTEB","College of Education","96","95","53","17","13","4","2.1","1","42","36","4"
"2019/2020","South East","Enugu","Aninri","Oduma I","AMORJI COMMUNITY SCHOOL, ODUMA","Female","all","NECO","College of Education","173","170","94","30","27","3","2.0","3","76","64","3"
"2019/2020","South East","Enugu","Aninri","Oduma I","BASIC FOUNDATION ACADEMY NURSERY AND PRIMARY SCHOOL ODUMA","Female","all","WAEC","College of Education","232","229","118","38","32","6","2.0","3","111","80","6"
"2019/2020","South East","Enugu","Aninri","Oduma I","BETHEL DIVINE PRIMARY SCHOOL UKETE","Female","disabled","NABTEB","College of Education","11","11","5","0","0","0","2.1","0","6","5","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","BETHEL INTERNATIONAL COLLEGE ODUMA","Female","disabled","NECO","College of Education","14","14","7","0","0","0","2.0","0","7","7","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","BLESSED KIDS NURSERY AND PRIMARY SCHOOL ODUMA","Female","disabled","WAEC","College of Education","22","22","11","3","4","0","2.0","0","11","8","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","CENTRAL SCHOOL I, ODUMA","Male","all","NABTEB","College of Education","118","116","59","12","8","4","2.1","2","57","47","4"
"2019/2020","South East","Enugu","Aninri","Oduma I","CENTRAL SCHOOL II, ODUMA","Male","all","NECO","College of Education","16","16","8","3","2","0","2.0","0","8","6","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","CENTRAL SCHOOL III, ODUMA","Male","all","WAEC","College of Education","109","107","60","17","15","2","2.0","2","47","43","2"
"2019/2020","South East","Enugu","Aninri","Oduma I","CHRIST IMMACULATE COLLEGE","Male","disabled","NABTEB","College of Education","11","11","5","0","0","0","2.1","0","6","5","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","CHRIST THE KING COLLEGE EZINESI  ODUMA","Male","disabled","NECO","College of Education","17","17","7","4","4","0","2.0","0","10","3","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SCHOOL I, ODUMA","Male","disabled","WAEC","College of Education","25","25","11","3","4","0","2.0","0","14","8","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SCHOOL I, ODUMA ACHARA","Female","all","NABTEB","University","90","89","48","12","8","4","1.8","1","41","36","4"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SCHOOL II, EZINESI ODUMA","Female","all","NECO","University","188","185","99","34","32","2","1.8","3","86","65","2"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SCHOOL II, ODUMA","Female","all","WAEC","University","250","246","133","45","39","6","1.8","4","113","88","6"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SCHOOL II, ODUMA ACHARA","Female","disabled","NABTEB","University","13","13","5","0","0","0","1.8","0","8","5","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SCHOOL, EZINESI ODUMA","Female","disabled","NECO","University","26","26","14","4","5","0","1.8","0","12","10","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SCHOOL, OBEAGU ODUMA","Female","disabled","WAEC","University","33","33","17","4","3","1","1.8","0","16","13","1"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SCHOOL, UKETE ODUMA","Male","all","NABTEB","University","88","87","45","8","8","0","1.8","1","42","37","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","COMMUNITY SECONDARY SCHOOL, OHOFIA ODUMA","Male","all","NECO","University","173","170","89","30","27","3","1.8","3","81","59","3"
"2019/2020","South East","Enugu","Aninri","Oduma I","DE-LUMEN INTERNATIONAL NURSERY AND PRIMARY SCHOOL ODUMA","Male","all","WAEC","University","247","243","140","42","36","6","1.8","4","103","98","6"
"2019/2020","South East","Enugu","Aninri","Oduma I","DIVINE LIGHT BLESSED ACADEMY ODUMA","Male","disabled","NABTEB","University","13","13","5","0","0","0","1.8","0","8","5","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","DIVINE MERCY ACADEMY NURSERY AND PRIMARY SCHOOL ODUMA","Male","disabled","NECO","University","26","26","14","4","5","0","1.8","0","12","10","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","DIVINE NURSERY AND PRIMARY SCHOOL EZINESII","Male","disabled","WAEC","University","33","33","17","3","4","0","1.8","0","16","14","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","DIVINE WISDOM PRIMARY SCHOOL,","Female","all","NABTEB","Polytechnic","90","89","51","21","17","4","2.0","1","38","30","4"
"2019/2020","South East","Enugu","Aninri","Oduma I","DOMINION PRIMARY SCHOOL ODUMA","Female","all","NECO","Polytechnic","149","147","85","34","32","2","2.0","2","62","51","2"
"2019/2020","South East","Enugu","Aninri","Oduma I","ELITE SECONDARYSCHOOL, UKETE ODUMA","Female","all","WAEC","Polytechnic","227","224","133","52","47","5","2.0","3","91","81","5"
"2019/2020","South East","Enugu","Aninri","Oduma I","ELITES PRIME ACADEMY ODUMA","Female","disabled","NABTEB","Polytechnic","13","13","8","4","4","0","2.0","0","5","4","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","ELITES SECONDARY SCHOOL ODUMA","Female","disabled","NECO","Polytechnic","20","20","12","4","4","0","2.0","0","8","8","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","EVANGEL NURSERY AND PRIMARY SCHOOL OHOFIA","Female","disabled","WAEC","Polytechnic","33","33","17","7","7","0","2.0","0","16","10","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","FIRST CHOICE COMMUNITY PRIMARY SCHOOL AMACHALLA  UKA","Male","all","NABTEB","Polytechnic","98","97","59","17","13","4","2.0","1","38","42","4"
"2019/2020","South East","Enugu","Aninri","Oduma I","GIRLSSECONDARY SCHOOL AMOJI ODUMA","Male","all","NECO","Polytechnic","158","156","87","34","32","2","2.0","2","69","53","2"
"2019/2020","South East","Enugu","Aninri","Oduma I","GOLDEN ACCESS ACADEMY PRIMARY SCHOOL, AMAGU ODUMA","Male","all","WAEC","Polytechnic","242","238","135","59","54","5","2.0","4","103","76","5"
"2019/2020","South East","Enugu","Aninri","Oduma I","GOSPEL INTERNATIONAL NURSERY AND PRIMARY SCHOOL","Male","disabled","NABTEB","Polytechnic","13","13","8","4","4","0","2.0","0","5","4","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","GUIDANCE FOUNDATION INTERNATIONAL NURSERY  AND PRIMARY SCHOOL","Male","disabled","NECO","Polytechnic","23","23","12","4","4","0","2.0","0","11","8","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","INSPIRING SEEDS MONTESSORI NURSERY AND PRIMARY SCHOOL ODUMA","Male","disabled","WAEC","Polytechnic","33","33","19","7","7","0","2.0","0","14","12","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","JESUS OUR HOPE PRIMARY SCHOOL, ODUMA","Female","all","NABTEB","University","69","68","37","8","8","0","1.8","1","31","29","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","JOINT SCHOOL, OBEAGU ODUMA","Female","all","NECO","University","123","121","65","21","18","3","1.8","2","56","44","3"
"2019/2020","South East","Enugu","Aninri","Oduma I","KINGS HIGH SCHOOL, ODUMA","Female","all","WAEC","University","183","180","95","31","29","2","1.8","3","85","64","2"
"2019/2020","South East","Enugu","Aninri","Oduma I","KRIST THE KING PRIMARY SCHOOL","Female","disabled","NABTEB","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","MADONNA PRIMARY SCHOOL, ENUGWUAGU ODUMA","Female","disabled","NECO","University","17","17","10","4","4","0","1.8","0","7","6","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","MIGRANT FARMERS CHILDREN SCHOOL UHUANWUTA OBEAGU ODUMA","Female","disabled","WAEC","University","25","25","13","4","4","0","1.8","0","12","9","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","MIGRANT FARMERS CHILDREN SCHOOL, AMATA ODUMA","Male","all","NABTEB","University","77","76","43","8","8","0","1.8","1","33","35","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","MIGRANT FARMERS SCHOOL AGBANOKE, ODUMA","Male","all","NECO","University","155","153","77","21","18","3","1.8","2","76","56","3"
"2019/2020","South East","Enugu","Aninri","Oduma I","MMAFU COMMUNITY PRIMARY SCHOOL, ODUMA","Male","all","WAEC","University","208","205","116","35","29","6","1.8","3","89","81","6"
"2019/2020","South East","Enugu","Aninri","Oduma I","MODERN SECONDARY SCHOOL UKETE","Male","disabled","NABTEB","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","ONYEABOH REGAL NURSERY AND PRIMARY SCHOOL AGUGWU OHOFIA ODUMA","Male","disabled","NECO","University","20","20","10","4","4","0","1.8","0","10","6","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","QUITESSENCE PRIMARY SCHOOL, EZINESI ODUMA","Male","disabled","WAEC","University","30","30","15","4","4","0","1.8","0","15","11","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","SPECIAL SCIENCE SCHOOL, EZINESI ODUMA","Female","all","NABTEB","University","59","58","32","12","13","0","1.8","1","26","20","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","SPRING FIELD COLLEGE ODUMA","Female","all","NECO","University","109","107","56","21","18","3","1.8","2","51","35","3"
"2019/2020","South East","Enugu","Aninri","Oduma I","ST LUKES PRIMARY SCHOOL AMAGU ODUMA","Female","all","WAEC","University","124","122","69","24","21","3","1.8","2","53","45","3"
"2019/2020","South East","Enugu","Aninri","Oduma I","UNITY PRIMARY SCHOOL UHUAGU AMANKANU OHOFIA ODUMA","Female","disabled","NABTEB","University","10","10","5","4","4","0","1.8","0","5","1","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","UNITY PRIMARY SCHOOL, AMAEKE ANI ODUMA","Female","disabled","NECO","University","12","12","5","4","4","0","1.8","0","7","1","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","UNITY SECONDARY SCHOOL, ODUMA","Female","disabled","WAEC","University","11","11","6","4","4","0","1.8","0","5","2","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","UNIVERSITY PRIMARY SCHOOL, ODUMA UKETE","Male","all","NABTEB","University","67","66","35","8","8","0","1.8","1","31","27","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","WISDOM COMPREHENSIVE SECONDARY SCHOOL, OHOFIA ODUMA","Male","all","NECO","University","123","121","68","17","14","3","1.8","2","53","51","3"
"2019/2020","South East","Enugu","Aninri","Oduma I","WISDOM FOUNDATION NURSERY AND PRIMARY SCHOOL","Male","all","WAEC","University","157","155","82","24","21","3","1.8","2","73","58","3"
"2019/2020","South East","Enugu","Aninri","Oduma I","WISDOM NURSERY AND PRIMARY ODUMA","Male","disabled","NABTEB","University","11","11","5","0","0","0","1.8","0","6","5","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","ZION NURSERY AND PRIMARY SCHOOL UHUAGU AMOKWE ODUMA","Male","disabled","NECO","University","12","12","7","0","0","0","1.8","0","5","7","0"
"2019/2020","South East","Enugu","Aninri","Oduma I","ZION ROYAL DESTINY INTERNATIONAL ACADEMY ODUMA","Male","disabled","WAEC","University","14","14","6","4","4","0","1.8","0","8","2","0"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","AGBOECHARA  HIGH SCHOOL, AGBOECHARA NDEABOH","Female","all","NABTEB","University","51","50","29","12","13","0","1.8","1","21","17","0"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","CENTRAL SCHOOL, EMUDO NENWE","Female","all","NECO","University","103","101","60","25","23","2","1.8","2","41","35","2"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","CHRIST THE NEW LIFE NURSERY AND PRIMARY SCHOOL,EZIECHO UHUEZE NENWE","Female","all","WAEC","University","129","127","80","35","29","6","1.8","2","47","45","6"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","COMMUNITY PRIMARY SCHOOL OBEAGU UHUEZE NENWE","Female","disabled","NABTEB","University","11","11","5","4","4","0","1.8","0","6","1","0"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","COMMUNITY PRIMARY SCHOOL, UMULAGU AMOJI","Female","disabled","NECO","University","12","12","7","4","4","0","1.8","0","5","3","0"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","COMMUNITY SCHOOL, UHUEZE NENWE","Female","disabled","WAEC","University","11","11","6","4","3","1","1.8","0","5","2","1"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","ENUGUNATO PRIMARY SCHOOL, UHUEZE NENWE","Male","all","NABTEB","University","64","63","37","17","13","4","1.8","1","26","20","4"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","LIBERTY PRIMARY SCHOOL, OBEAGU","Male","all","NECO","University","115","113","70","25","23","2","1.8","2","43","45","2"
"2019/2020","South East","Enugu","Aninri","Oduma Ii","OBULORUM PRIMARY SCHOOL, AMOJI NENWE","Male","all","WAEC","University","137","135","77","31","29","2","1.8","2","58","46","2"
